Unnamed: 0,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,conv_kernel_init,decay,dense_activation,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim,first_conv_kernel
473,95,0.0076907514594495,0.0076907514594495,0.0677864179015159,0.0123914321884512,0.0123914321884512,0.0849352926015853,128,glorot_uniform,0.001,relu,he_normal,1000,relu,32,relu,8,0.01,0.9,nadam,50,32,5
