Unnamed: 0,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim,first_conv_kernel
116,153,-1.3228150606155396,0.0102949105203151,0.0744732990860939,-0.966027855873108,0.0137309804558753,0.0788378044962883,128,0.001,he_normal,1000,relu,32,<function relu at 0x7f89c8dedf80>,8,0.01,0.9,adam,50,32,5
