Unnamed: 0,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim,first_conv_kernel
47,106,-0.9785929322242736,0.0180568397045135,0.10458754748106,-0.6222586035728455,0.0203932076692581,0.1110804080963134,128,0.001,he_normal,1000,relu,8,<function relu at 0x7fda607d7dd0>,32,0.01,0.9,nadam,50,32,5
