Unnamed: 0,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,conv_kernel_init,decay,dense_activation,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim,first_conv_kernel
257,150,0.0069307596422731,0.0069307596422731,0.0646900460124015,0.0093550439924001,0.0093550439924001,0.0743235126137733,128,he_normal,0.001,relu,glorot_uniform,1000,relu,16,relu,8,0.01,0.9,nadam,50,32,5
