Unnamed: 0,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim,first_conv_kernel
271,972,-1.661575436592102,0.0043316921219229,0.0518579706549644,-1.60933518409729,0.0047238748520612,0.052050657570362,128,0.001,glorot_uniform,1000,relu,32,<function relu at 0x7fe5130240e0>,8,0.001,0.9,adam,50,16,5
