,Unnamed: 0,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_dim,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim
0,2188,613,-1.6251041889190674,0.004500554408878,0.0527167022228241,-1.5928728580474854,0.0051240185275673,0.0567688420414924,128,0.001,32,he_normal,1000,relu,32,<function tanh at 0x7fb4614c2170>,8,0.01,0.99,adam,50,16
