Unnamed: 0,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim,first_conv_kernel
299,87,-1.1663898229599,0.0140576297417283,0.0891168788075447,-0.5490368008613586,0.0152508551254868,0.0911102518439292,128,0.001,glorot_uniform,1000,relu,32,<function relu at 0x7fd74a5a5dd0>,16,0.01,0.9,nadam,50,32,5
