Unnamed: 0,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim,first_conv_kernel
728,234,-1.714215874671936,0.0047894897870719,0.0513395071029663,-1.6373456716537476,0.0055130464024841,0.0534697398543357,512,0.001,he_normal,1000,relu,16,<function relu at 0x7fc265fb7ef0>,16,0.01,0.9,adam,50,32,5
