Unnamed: 0,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim,first_conv_kernel
29,157,-1.0876188278198242,0.0144418105483055,0.093975581228733,-0.5419391989707947,0.022577092051506,0.1197279021143913,128,0.001,he_normal,1000,relu,8,<function relu at 0x7f237fabbef0>,16,0.01,0.9,nadam,50,32,5
