Unnamed: 0,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,conv_kernel_init,decay,dense_activation,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim,first_conv_kernel
311,124,0.0069769429974257,0.0069769429974257,0.0654105842113494,0.0141641935333609,0.0141641935333609,0.0897839441895484,128,he_normal,0.001,relu,glorot_uniform,1000,relu,32,relu,8,0.01,0.9,nadam,50,32,5
