,Unnamed: 0,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim
0,111,357,-0.9540126323699952,0.0169857908040285,0.1029893234372139,-0.9378575682640076,0.0172096360474824,0.1040769815444946,128,0.001,he_normal,1000,relu,16,<function relu at 0x7f177517af80>,8,0.01,0.9,adam,50,8
