Unnamed: 0,round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,conv_kernel_init,decay,dense_activation,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim,first_conv_kernel
1139,149,0.0037502364721149,0.0037502364721149,0.0447626672685146,0.0073246317915618,0.0073246317915618,0.0589108355343341,256,glorot_uniform,0.001,relu,glorot_uniform,1000,relu,8,relu,32,0.01,0.9,nadam,50,32,5
