round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,first_gru_dim,gru_activation,first_dense_dim,first_dense_activation,batch_size,epochs,optimizer,lr
5,0.056893423199653625,0.056893423199653625,0.1816778928041458,0.06454409658908844,0.06454409658908844,0.18959562480449677,50,relu,64,elu,256,5,adam,1e-05
5,0.027676107361912727,0.027676107361912727,0.12433275580406189,0.031200047582387924,0.031200047582387924,0.12804555892944336,50,relu,64,tanh,256,5,adam,0.001
5,0.06549923866987228,0.06549923866987228,0.19226208329200745,0.07355628907680511,0.07355628907680511,0.19890166819095612,50,relu,64,tanh,256,5,adam,0.0001
5,0.0531817264854908,0.0531817264854908,0.17365434765815735,0.05991039797663689,0.05991039797663689,0.1799381673336029,50,relu,64,tanh,256,5,adam,1e-05
5,0.04827751964330673,0.04827751964330673,0.16464048624038696,0.05435687303543091,0.05435687303543091,0.1704273670911789,50,tanh,16,relu,256,5,adam,0.001
5,0.03943575173616409,0.03943575173616409,0.15014542639255524,0.04453622177243233,0.04453622177243233,0.1556645929813385,50,tanh,16,relu,256,5,adam,0.0001
5,0.03985444828867912,0.03985444828867912,0.15013240277767181,0.044988878071308136,0.044988878071308136,0.1552879810333252,50,tanh,16,relu,256,5,adam,1e-05
5,0.040103938430547714,0.040103938430547714,0.15094897150993347,0.04531954973936081,0.04531954973936081,0.15654988586902618,50,tanh,16,elu,256,5,adam,0.001
5,0.051073845475912094,0.051073845475912094,0.17148922383785248,0.05755230784416199,0.05755230784416199,0.17784522473812103,50,tanh,16,elu,256,5,adam,0.0001
5,0.06996473670005798,0.06996473670005798,0.2000364512205124,0.07896356284618378,0.07896356284618378,0.2078470140695572,50,tanh,16,elu,256,5,adam,1e-05
5,0.03428155556321144,0.03428155556321144,0.13869623839855194,0.03856959939002991,0.03856959939002991,0.1431051641702652,50,tanh,16,tanh,256,5,adam,0.001
5,0.04708832874894142,0.04708832874894142,0.16307219862937927,0.05311339721083641,0.05311339721083641,0.16884379088878632,50,tanh,16,tanh,256,5,adam,0.0001
5,0.029016664251685143,0.029016664251685143,0.12757015228271484,0.032702844589948654,0.032702844589948654,0.13150708377361298,50,tanh,16,tanh,256,5,adam,1e-05
5,0.055142272263765335,0.055142272263765335,0.17650285363197327,0.062006741762161255,0.062006741762161255,0.18262489140033722,50,tanh,32,relu,256,5,adam,0.001
5,0.07918138802051544,0.07918138802051544,0.21383249759674072,0.08954468369483948,0.08954468369483948,0.22282417118549347,50,tanh,32,relu,256,5,adam,0.0001
5,0.03939642757177353,0.03939642757177353,0.15005967020988464,0.04447544366121292,0.04447544366121292,0.15533630549907684,50,tanh,32,relu,256,5,adam,1e-05
5,0.03399285301566124,0.03399285301566124,0.1379391849040985,0.03837450221180916,0.03837450221180916,0.1425698697566986,50,tanh,32,elu,256,5,adam,0.001
5,0.05629323795437813,0.05629323795437813,0.18049024045467377,0.06367067992687225,0.06367067992687225,0.18786680698394775,50,tanh,32,elu,256,5,adam,0.0001
5,0.05151980370283127,0.05151980370283127,0.1723162829875946,0.05838196724653244,0.05838196724653244,0.1795520782470703,50,tanh,32,elu,256,5,adam,1e-05
5,0.05611547455191612,0.05611547455191612,0.17855966091156006,0.06320764124393463,0.06320764124393463,0.18515893816947937,50,tanh,32,tanh,256,5,adam,0.001
5,0.04103291779756546,0.04103291779756546,0.15196627378463745,0.04624878242611885,0.04624878242611885,0.15731626749038696,50,tanh,32,tanh,256,5,adam,0.0001
5,0.06654955446720123,0.06654955446720123,0.1931024193763733,0.07459582388401031,0.07459582388401031,0.19929589331150055,50,tanh,32,tanh,256,5,adam,1e-05
5,0.05866360664367676,0.05866360664367676,0.1829630732536316,0.06622977554798126,0.06622977554798126,0.19003382325172424,50,tanh,64,relu,256,5,adam,0.001
5,0.055605340749025345,0.055605340749025345,0.1788860410451889,0.0629788190126419,0.0629788190126419,0.18616583943367004,50,tanh,64,relu,256,5,adam,0.0001
5,0.07267173379659653,0.07267173379659653,0.20292258262634277,0.08186567574739456,0.08186567574739456,0.2105516493320465,50,tanh,64,relu,256,5,adam,1e-05
5,0.04754852503538132,0.04754852503538132,0.16322928667068481,0.053296033293008804,0.053296033293008804,0.168303444981575,50,tanh,64,elu,256,5,adam,0.001
5,0.0422319695353508,0.0422319695353508,0.15537631511688232,0.04778476804494858,0.04778476804494858,0.1614181399345398,50,tanh,64,elu,256,5,adam,0.0001
5,0.026956239715218544,0.026956239715218544,0.12264055758714676,0.030390774831175804,0.030390774831175804,0.12647557258605957,50,tanh,64,elu,256,5,adam,1e-05
5,0.04645763710141182,0.04645763710141182,0.1626754254102707,0.05247342213988304,0.05247342213988304,0.16877152025699615,50,tanh,64,tanh,256,5,adam,0.001
5,0.042089685797691345,0.042089685797691345,0.15522454679012299,0.04764322191476822,0.04764322191476822,0.16122817993164062,50,tanh,64,tanh,256,5,adam,0.0001
5,0.032189588993787766,0.032189588993787766,0.134579598903656,0.036386966705322266,0.036386966705322266,0.1391286551952362,50,tanh,64,tanh,256,5,adam,1e-05
5,0.057756781578063965,0.057756781578063965,0.183294877409935,0.06550915539264679,0.06550915539264679,0.19126681983470917,75,relu,16,relu,256,5,adam,0.001
5,0.03489643335342407,0.03489643335342407,0.14026948809623718,0.03938975930213928,0.03938975930213928,0.14516913890838623,75,relu,16,relu,256,5,adam,0.0001
5,0.06329479068517685,0.06329479068517685,0.1900847852230072,0.07122953236103058,0.07122953236103058,0.19709698855876923,75,relu,16,relu,256,5,adam,1e-05
5,0.04558661952614784,0.04558661952614784,0.16183286905288696,0.051680855453014374,0.051680855453014374,0.16838665306568146,75,relu,16,elu,256,5,adam,0.001
5,0.05214400961995125,0.05214400961995125,0.17351782321929932,0.05910961329936981,0.05910961329936981,0.18073751032352448,75,relu,16,elu,256,5,adam,0.0001
5,0.04333130270242691,0.04333130270242691,0.15783390402793884,0.04910588636994362,0.04910588636994362,0.16418468952178955,75,relu,16,elu,256,5,adam,1e-05
5,0.058364517986774445,0.058364517986774445,0.1813214272260666,0.06565432250499725,0.06565432250499725,0.18763835728168488,75,relu,16,tanh,256,5,adam,0.001
5,0.05833340436220169,0.05833340436220169,0.18300728499889374,0.06590291857719421,0.06590291857719421,0.19035769999027252,75,relu,16,tanh,256,5,adam,0.0001
5,0.038121674209833145,0.038121674209833145,0.14708645641803741,0.04313048720359802,0.04313048720359802,0.1525106281042099,75,relu,16,tanh,256,5,adam,1e-05
5,0.04481600970029831,0.04481600970029831,0.16029949486255646,0.05067484825849533,0.05067484825849533,0.16651897132396698,75,relu,32,relu,256,5,adam,0.001
5,0.05187968909740448,0.05187968909740448,0.17279279232025146,0.058568455278873444,0.058568455278873444,0.1795513927936554,75,relu,32,relu,256,5,adam,0.0001
5,0.04663105681538582,0.04663105681538582,0.16332903504371643,0.05261560156941414,0.05261560156941414,0.1693515181541443,75,relu,32,relu,256,5,adam,1e-05
5,0.045857444405555725,0.045857444405555725,0.1625872701406479,0.05199192836880684,0.05199192836880684,0.16920407116413116,75,relu,32,elu,256,5,adam,0.001
5,0.06377094984054565,0.06377094984054565,0.1903831958770752,0.07174371182918549,0.07174371182918549,0.19726958870887756,75,relu,32,elu,256,5,adam,0.0001
5,0.06416451185941696,0.06416451185941696,0.19251713156700134,0.07257147878408432,0.07257147878408432,0.20047347247600555,75,relu,32,elu,256,5,adam,1e-05
5,0.08024503290653229,0.08024503290653229,0.21455037593841553,0.09038577228784561,0.09038577228784561,0.2228829711675644,75,relu,32,tanh,256,5,adam,0.001
5,0.046897560358047485,0.046897560358047485,0.16484110057353973,0.05327404662966728,0.05327404662966728,0.1718846708536148,75,relu,32,tanh,256,5,adam,0.0001
5,0.061262112110853195,0.061262112110853195,0.18712779879570007,0.06922401487827301,0.06922401487827301,0.194488063454628,75,relu,32,tanh,256,5,adam,1e-05
5,0.048371974378824234,0.048371974378824234,0.16565117239952087,0.05449092760682106,0.05449092760682106,0.17148801684379578,75,relu,64,relu,256,5,adam,0.001
5,0.042677897959947586,0.042677897959947586,0.1559896469116211,0.048320360481739044,0.048320360481739044,0.16186828911304474,75,relu,64,relu,256,5,adam,0.0001
5,0.05565271154046059,0.05565271154046059,0.17821550369262695,0.06264869123697281,0.06264869123697281,0.1845593899488449,75,relu,64,relu,256,5,adam,1e-05
5,0.06217901036143303,0.06217901036143303,0.18885651230812073,0.07033340632915497,0.07033340632915497,0.19648347795009613,75,relu,64,elu,256,5,adam,0.001
5,0.06550078839063644,0.06550078839063644,0.19410625100135803,0.07401449233293533,0.07401449233293533,0.20197156071662903,75,relu,64,elu,256,5,adam,0.0001
5,0.05416218563914299,0.05416218563914299,0.1768714040517807,0.061402611434459686,0.061402611434459686,0.18424303829669952,75,relu,64,elu,256,5,adam,1e-05
5,0.04068898409605026,0.04068898409605026,0.1526254415512085,0.04606778919696808,0.04606778919696808,0.1586606353521347,75,relu,64,tanh,256,5,adam,0.001
5,0.04925602674484253,0.04925602674484253,0.16831207275390625,0.05591035261750221,0.05591035261750221,0.17541566491127014,75,relu,64,tanh,256,5,adam,0.0001
5,0.042403195053339005,0.042403195053339005,0.15652617812156677,0.04807641729712486,0.04807641729712486,0.16300494968891144,75,relu,64,tanh,256,5,adam,1e-05
5,0.0428878478705883,0.0428878478705883,0.15744316577911377,0.0486152283847332,0.0486152283847332,0.16366899013519287,75,tanh,16,relu,256,5,adam,0.001
5,0.04505874216556549,0.04505874216556549,0.1595514863729477,0.05085001140832901,0.05085001140832901,0.1651432365179062,75,tanh,16,relu,256,5,adam,0.0001
5,0.05544823408126831,0.05544823408126831,0.17906436324119568,0.06280159950256348,0.06280159950256348,0.18650878965854645,75,tanh,16,relu,256,5,adam,1e-05
5,0.03049522265791893,0.03049522265791893,0.12926819920539856,0.034109264612197876,0.034109264612197876,0.13236626982688904,75,tanh,16,elu,256,5,adam,0.001
5,0.05659519135951996,0.05659519135951996,0.18023446202278137,0.06398174166679382,0.06398174166679382,0.18740850687026978,75,tanh,16,elu,256,5,adam,0.0001
5,0.057461172342300415,0.057461172342300415,0.1820671409368515,0.06491857767105103,0.06491857767105103,0.1893138289451599,75,tanh,16,elu,256,5,adam,1e-05
5,0.04491082578897476,0.04491082578897476,0.16100618243217468,0.05085347592830658,0.05085347592830658,0.16736090183258057,75,tanh,16,tanh,256,5,adam,0.001
5,0.0218516793102026,0.0218516793102026,0.10884898900985718,0.02454773150384426,0.02454773150384426,0.1113746389746666,75,tanh,16,tanh,256,5,adam,0.0001
5,0.037865038961172104,0.037865038961172104,0.14651203155517578,0.042799558490514755,0.042799558490514755,0.15171386301517487,75,tanh,16,tanh,256,5,adam,1e-05
5,0.055261529982089996,0.055261529982089996,0.1747862547636032,0.06170356646180153,0.06170356646180153,0.1794847846031189,75,tanh,32,relu,256,5,adam,0.001
5,0.0714932456612587,0.0714932456612587,0.20282724499702454,0.08080624788999557,0.08080624788999557,0.2112959325313568,75,tanh,32,relu,256,5,adam,0.0001
5,0.03864225000143051,0.03864225000143051,0.1484796702861786,0.043723177164793015,0.043723177164793015,0.15414224565029144,75,tanh,32,relu,256,5,adam,1e-05
5,0.04201199859380722,0.04201199859380722,0.1550697386264801,0.0475984625518322,0.0475984625518322,0.16113071143627167,75,tanh,32,elu,256,5,adam,0.001
5,0.04597899317741394,0.04597899317741394,0.16335108876228333,0.052296895533800125,0.052296895533800125,0.170541912317276,75,tanh,32,elu,256,5,adam,0.0001
5,0.043184053152799606,0.043184053152799606,0.15684965252876282,0.04879806563258171,0.04879806563258171,0.16257010400295258,75,tanh,32,elu,256,5,adam,1e-05
5,0.05372001975774765,0.05372001975774765,0.177951380610466,0.061216842383146286,0.061216842383146286,0.18637467920780182,75,tanh,32,tanh,256,5,adam,0.001
5,0.0370987243950367,0.0370987243950367,0.14505399763584137,0.04197339713573456,0.04197339713573456,0.1502608060836792,75,tanh,32,tanh,256,5,adam,0.0001
5,0.05781971290707588,0.05781971290707588,0.1823187619447708,0.06540738791227341,0.06540738791227341,0.1896897852420807,75,tanh,32,tanh,256,5,adam,1e-05
5,0.07349324971437454,0.07349324971437454,0.20507711172103882,0.08276865631341934,0.08276865631341934,0.2128254920244217,75,tanh,64,relu,256,5,adam,0.001
5,0.03332821652293205,0.03332821652293205,0.13640029728412628,0.03753592446446419,0.03753592446446419,0.1407100260257721,75,tanh,64,relu,256,5,adam,0.0001
5,0.040175553411245346,0.040175553411245346,0.15143048763275146,0.045406799763441086,0.045406799763441086,0.15706951916217804,75,tanh,64,relu,256,5,adam,1e-05
5,0.0509527288377285,0.0509527288377285,0.17155233025550842,0.057697843760252,0.057697843760252,0.17857126891613007,75,tanh,64,elu,256,5,adam,0.001
5,0.04307129979133606,0.04307129979133606,0.15720117092132568,0.048808611929416656,0.048808611929416656,0.16347360610961914,75,tanh,64,elu,256,5,adam,0.0001
5,0.03192496672272682,0.03192496672272682,0.132769376039505,0.03582017496228218,0.03582017496228218,0.13632479310035706,75,tanh,64,elu,256,5,adam,1e-05
5,0.02707304246723652,0.02707304246723652,0.1214517131447792,0.030335837975144386,0.030335837975144386,0.12445874512195587,75,tanh,64,tanh,256,5,adam,0.001
5,0.050571732223033905,0.050571732223033905,0.1684291809797287,0.05692338943481445,0.05692338943481445,0.17411251366138458,75,tanh,64,tanh,256,5,adam,0.0001
5,0.04583032429218292,0.04583032429218292,0.16274546086788177,0.05200071260333061,0.05200071260333061,0.16945809125900269,75,tanh,64,tanh,256,5,adam,1e-05
5,0.05354975536465645,0.05354975536465645,0.17563575506210327,0.060620058327913284,0.060620058327913284,0.18277442455291748,100,relu,16,relu,256,5,adam,0.001
5,0.04857708513736725,0.04857708513736725,0.16691620647907257,0.0549432598054409,0.0549432598054409,0.1735306680202484,100,relu,16,relu,256,5,adam,0.0001
5,0.04714671149849892,0.04714671149849892,0.1651349812746048,0.053493794053792953,0.053493794053792953,0.17197702825069427,100,relu,16,relu,256,5,adam,1e-05
5,0.053980503231287,0.053980503231287,0.17498500645160675,0.06086187809705734,0.06086187809705734,0.18149663507938385,100,relu,16,elu,256,5,adam,0.001
5,0.0453529879450798,0.0453529879450798,0.16120271384716034,0.051245253533124924,0.051245253533124924,0.16718508303165436,100,relu,16,elu,256,5,adam,0.0001
5,0.053165361285209656,0.053165361285209656,0.1762908548116684,0.060401152819395065,0.060401152819395065,0.18411584198474884,100,relu,16,elu,256,5,adam,1e-05
5,0.04384087026119232,0.04384087026119232,0.15882977843284607,0.049703869968652725,0.049703869968652725,0.16522139310836792,100,relu,16,tanh,256,5,adam,0.001
5,0.05539685860276222,0.05539685860276222,0.17923523485660553,0.06276808679103851,0.06276808679103851,0.18674933910369873,100,relu,16,tanh,256,5,adam,0.0001
5,0.040323734283447266,0.040323734283447266,0.15133517980575562,0.04550879821181297,0.04550879821181297,0.15678350627422333,100,relu,16,tanh,256,5,adam,1e-05
5,0.0434865839779377,0.0434865839779377,0.15802167356014252,0.049315497279167175,0.049315497279167175,0.16445735096931458,100,relu,32,relu,256,5,adam,0.001
5,0.044012170284986496,0.044012170284986496,0.1593039482831955,0.04994296282529831,0.04994296282529831,0.1659286916255951,100,relu,32,relu,256,5,adam,0.0001
5,0.0212862491607666,0.0212862491607666,0.10781164467334747,0.023948615416884422,0.023948615416884422,0.11048118025064468,100,relu,32,relu,256,5,adam,1e-05
5,0.03574340045452118,0.03574340045452118,0.14172427356243134,0.04032692313194275,0.04032692313194275,0.14655950665473938,100,relu,32,elu,256,5,adam,0.001
5,0.05165481939911842,0.05165481939911842,0.17342790961265564,0.05870991200208664,0.05870991200208664,0.18107721209526062,100,relu,32,elu,256,5,adam,0.0001
5,0.051775213330984116,0.051775213330984116,0.17271137237548828,0.058708515018224716,0.058708515018224716,0.1799936443567276,100,relu,32,elu,256,5,adam,1e-05
5,0.05107540637254715,0.05107540637254715,0.17140309512615204,0.057716816663742065,0.057716816663742065,0.1779928356409073,100,relu,32,tanh,256,5,adam,0.001
5,0.04655734449625015,0.04655734449625015,0.16290172934532166,0.05253199115395546,0.05253199115395546,0.1688467562198639,100,relu,32,tanh,256,5,adam,0.0001
5,0.03157457709312439,0.03157457709312439,0.13350850343704224,0.03570748120546341,0.03570748120546341,0.13816224038600922,100,relu,32,tanh,256,5,adam,1e-05
5,0.053107596933841705,0.053107596933841705,0.1741684377193451,0.05980224534869194,0.05980224534869194,0.18042583763599396,100,relu,64,relu,256,5,adam,0.001
5,0.04366234689950943,0.04366234689950943,0.15806740522384644,0.04933647811412811,0.04933647811412811,0.164138525724411,100,relu,64,relu,256,5,adam,0.0001
5,0.04168905317783356,0.04168905317783356,0.1539047807455063,0.047010086476802826,0.047010086476802826,0.15942826867103577,100,relu,64,relu,256,5,adam,1e-05
5,0.0570431686937809,0.0570431686937809,0.18043237924575806,0.06449651718139648,0.06449651718139648,0.187565878033638,100,relu,64,elu,256,5,adam,0.001
5,0.03061290644109249,0.03061290644109249,0.1311982274055481,0.03456860035657883,0.03456860035657883,0.1355971395969391,100,relu,64,elu,256,5,adam,0.0001
5,0.03895881399512291,0.03895881399512291,0.15012259781360626,0.04427225887775421,0.04427225887775421,0.156379833817482,100,relu,64,elu,256,5,adam,1e-05
5,0.051316145807504654,0.051316145807504654,0.171103835105896,0.057967886328697205,0.057967886328697205,0.17743590474128723,100,relu,64,tanh,256,5,adam,0.001
5,0.03876820579171181,0.03876820579171181,0.1487976461648941,0.04384801536798477,0.04384801536798477,0.15426726639270782,100,relu,64,tanh,256,5,adam,0.0001
5,0.05493125692009926,0.05493125692009926,0.17742840945720673,0.06200489029288292,0.06200489029288292,0.18415214121341705,100,relu,64,tanh,256,5,adam,1e-05
5,0.06341322511434555,0.06341322511434555,0.19063624739646912,0.07162325084209442,0.07162325084209442,0.19818589091300964,100,tanh,16,relu,256,5,adam,0.001
5,0.043526217341423035,0.043526217341423035,0.15654323995113373,0.049083251506090164,0.049083251506090164,0.16200879216194153,100,tanh,16,relu,256,5,adam,0.0001
5,0.04018935561180115,0.04018935561180115,0.14961788058280945,0.04512115567922592,0.04512115567922592,0.15423570573329926,100,tanh,16,relu,256,5,adam,1e-05
5,0.06198793277144432,0.06198793277144432,0.1893838495016098,0.07021772861480713,0.07021772861480713,0.1973840445280075,100,tanh,16,elu,256,5,adam,0.001
5,0.03811325877904892,0.03811325877904892,0.14658257365226746,0.04269467666745186,0.04269467666745186,0.151005819439888,100,tanh,16,elu,256,5,adam,0.0001
5,0.055341050028800964,0.055341050028800964,0.1780513972043991,0.06261958926916122,0.06261958926916122,0.18510133028030396,100,tanh,16,elu,256,5,adam,1e-05
5,0.05831791087985039,0.05831791087985039,0.18360930681228638,0.06611771136522293,0.06611771136522293,0.19145584106445312,100,tanh,16,tanh,256,5,adam,0.001
5,0.038952551782131195,0.038952551782131195,0.1485195904970169,0.04403040558099747,0.04403040558099747,0.15386654436588287,100,tanh,16,tanh,256,5,adam,0.0001
5,0.04770151153206825,0.04770151153206825,0.163304403424263,0.05369528755545616,0.05369528755545616,0.16850174963474274,100,tanh,16,tanh,256,5,adam,1e-05
5,0.03813780099153519,0.03813780099153519,0.14662650227546692,0.04292592033743858,0.04292592033743858,0.15148358047008514,100,tanh,32,relu,256,5,adam,0.001
5,0.048996224999427795,0.048996224999427795,0.16571731865406036,0.05506990849971771,0.05506990849971771,0.1710481494665146,100,tanh,32,relu,256,5,adam,0.0001
5,0.04846007004380226,0.04846007004380226,0.1672065258026123,0.05496244132518768,0.05496244132518768,0.1740395575761795,100,tanh,32,relu,256,5,adam,1e-05
5,0.04270704463124275,0.04270704463124275,0.15681499242782593,0.04846441000699997,0.04846441000699997,0.16329190135002136,100,tanh,32,elu,256,5,adam,0.001
5,0.08417662978172302,0.08417662978172302,0.21750496327877045,0.09431326389312744,0.09431326389312744,0.22492475807666779,100,tanh,32,elu,256,5,adam,0.0001
5,0.050921980291604996,0.050921980291604996,0.1709083765745163,0.05751761421561241,0.05751761421561241,0.17745622992515564,100,tanh,32,elu,256,5,adam,1e-05
5,0.021832864731550217,0.021832864731550217,0.10843544453382492,0.024333804845809937,0.024333804845809937,0.11037337779998779,100,tanh,32,tanh,256,5,adam,0.001
5,0.04807720705866814,0.04807720705866814,0.16592048108577728,0.054361775517463684,0.054361775517463684,0.17239683866500854,100,tanh,32,tanh,256,5,adam,0.0001
5,0.045957405120134354,0.045957405120134354,0.16267651319503784,0.052086297422647476,0.052086297422647476,0.16934335231781006,100,tanh,32,tanh,256,5,adam,1e-05
5,0.061170827597379684,0.061170827597379684,0.18656200170516968,0.0690041184425354,0.0690041184425354,0.19369342923164368,100,tanh,64,relu,256,5,adam,0.001
5,0.05867047607898712,0.05867047607898712,0.18350663781166077,0.06628546118736267,0.06628546118736267,0.1907080113887787,100,tanh,64,relu,256,5,adam,0.0001
5,0.04854822903871536,0.04854822903871536,0.1673433482646942,0.05505060777068138,0.05505060777068138,0.1742042750120163,100,tanh,64,relu,256,5,adam,1e-05
5,0.04634883627295494,0.04634883627295494,0.1628350466489792,0.05243696644902229,0.05243696644902229,0.16915741562843323,100,tanh,64,elu,256,5,adam,0.001
5,0.04902423545718193,0.04902423545718193,0.1683841496706009,0.05559492111206055,0.05559492111206055,0.17537759244441986,100,tanh,64,elu,256,5,adam,0.0001
5,0.03344287723302841,0.03344287723302841,0.13666000962257385,0.03772951290011406,0.03772951290011406,0.14104485511779785,100,tanh,64,elu,256,5,adam,1e-05
5,0.06761564314365387,0.06761564314365387,0.1961701661348343,0.07599541544914246,0.07599541544914246,0.20319190621376038,100,tanh,64,tanh,256,5,adam,0.001
5,0.05584127828478813,0.05584127828478813,0.17904512584209442,0.06299520283937454,0.06299520283937454,0.18572233617305756,100,tanh,64,tanh,256,5,adam,0.0001
5,0.0541565902531147,0.0541565902531147,0.17541231215000153,0.06100261211395264,0.06100261211395264,0.18162833154201508,100,tanh,64,tanh,256,5,adam,1e-05
