round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,conv_filter,conv_kernel,conv_activation,dilation_rate,dropout_rate,dense_dim,dense_activation,batch_size,epochs,optimizer,lr
5,0.015521581284701824,0.015521581284701824,0.07838389277458191,0.008589725941419601,0.008589725941419601,0.05701714754104614,16,7,relu,8,0.1,64,relu,256,5,adam,0.0001
5,0.04714124649763107,0.04714124649763107,0.16194584965705872,0.03582948446273804,0.03582948446273804,0.14533114433288574,16,7,relu,8,0.1,64,relu,256,5,adam,1e-05
5,0.03240382298827171,0.03240382298827171,0.1285400390625,0.02345629595220089,0.02345629595220089,0.11008820682764053,32,5,relu,1,0.0,32,relu,256,5,adam,0.001
5,0.02401900850236416,0.02401900850236416,0.10741448402404785,0.017185702919960022,0.017185702919960022,0.09089960157871246,32,5,relu,1,0.0,32,relu,256,5,adam,0.0001
5,0.03803700953722,0.03803700953722,0.14300279319286346,0.029045570641756058,0.029045570641756058,0.12784230709075928,32,5,relu,1,0.0,32,relu,256,5,adam,1e-05
5,0.04209659993648529,0.04209659993648529,0.1508491337299347,0.03368590027093887,0.03368590027093887,0.13651515543460846,32,5,relu,1,0.0,64,relu,256,5,adam,0.001
5,0.01781173050403595,0.01781173050403595,0.08557619154453278,0.009919824078679085,0.009919824078679085,0.060489632189273834,32,5,relu,1,0.0,64,relu,256,5,adam,0.0001
5,0.030553342774510384,0.030553342774510384,0.12394775450229645,0.021759701892733574,0.021759701892733574,0.10699465125799179,32,5,relu,1,0.0,64,relu,256,5,adam,1e-05
5,0.01622062548995018,0.01622062548995018,0.07964377105236053,0.007996967993676662,0.007996967993676662,0.05319149047136307,32,5,relu,1,0.05,32,relu,256,5,adam,0.001
5,0.03229165077209473,0.03229165077209473,0.12945179641246796,0.02476116456091404,0.02476116456091404,0.1141112670302391,32,5,relu,1,0.05,32,relu,256,5,adam,0.0001
5,0.014464108273386955,0.014464108273386955,0.07465793192386627,0.00843053124845028,0.00843053124845028,0.05522555112838745,32,5,relu,1,0.05,32,relu,256,5,adam,1e-05
5,0.02959570102393627,0.02959570102393627,0.12398063391447067,0.020922714844346046,0.020922714844346046,0.1067027598619461,32,5,relu,1,0.05,64,relu,256,5,adam,0.001
5,0.04900333657860756,0.04900333657860756,0.166451096534729,0.03969474881887436,0.03969474881887436,0.1523703634738922,32,5,relu,1,0.05,64,relu,256,5,adam,0.0001
5,0.034990713000297546,0.034990716725587845,0.13600313663482666,0.025122346356511116,0.025122346356511116,0.11685764044523239,32,5,relu,1,0.05,64,relu,256,5,adam,1e-05
5,0.04517741501331329,0.04517741501331329,0.15824975073337555,0.0353219136595726,0.0353219136595726,0.14213651418685913,32,5,relu,1,0.1,32,relu,256,5,adam,0.001
5,0.03396869823336601,0.03396869823336601,0.13287055492401123,0.02523075044155121,0.02523075044155121,0.11685360968112946,32,5,relu,1,0.1,32,relu,256,5,adam,0.0001
5,0.03067191317677498,0.03067191317677498,0.12531301379203796,0.021989719942212105,0.021989719942212105,0.10763279348611832,32,5,relu,1,0.1,32,relu,256,5,adam,1e-05
5,0.03560216724872589,0.03560216724872589,0.136518657207489,0.025335215032100677,0.025335215032100677,0.11708080768585205,32,5,relu,1,0.1,64,relu,256,5,adam,0.001
5,0.045511215925216675,0.045511215925216675,0.15962781012058258,0.036731474101543427,0.036731474101543427,0.1459582895040512,32,5,relu,1,0.1,64,relu,256,5,adam,0.0001
5,0.02950340136885643,0.02950340136885643,0.1229342594742775,0.01875097118318081,0.01875097118318081,0.09985516220331192,32,5,relu,1,0.1,64,relu,256,5,adam,1e-05
5,0.01849682442843914,0.01849682442843914,0.08964917063713074,0.009874626994132996,0.009874626994132996,0.06405815482139587,32,5,relu,4,0.0,32,relu,256,5,adam,0.001
5,0.04704006016254425,0.04704006016254425,0.16082517802715302,0.0367717407643795,0.0367717407643795,0.14496028423309326,32,5,relu,4,0.0,32,relu,256,5,adam,0.0001
5,0.016525153070688248,0.016525153070688248,0.0817563533782959,0.009239660575985909,0.009239660575985909,0.05955177918076515,32,5,relu,4,0.0,32,relu,256,5,adam,1e-05
5,0.025160547345876694,0.025160547345876694,0.10951956361532211,0.016328634694218636,0.016328634694218636,0.08826547861099243,32,5,relu,4,0.0,64,relu,256,5,adam,0.001
5,0.015547157265245914,0.015547157265245914,0.07792486995458603,0.008284680545330048,0.008284680545330048,0.05606360733509064,32,5,relu,4,0.0,64,relu,256,5,adam,0.0001
5,0.024677978828549385,0.024677978828549385,0.10956160724163055,0.016490783542394638,0.016490783542394638,0.0891226977109909,32,5,relu,4,0.0,64,relu,256,5,adam,1e-05
5,0.03125210478901863,0.03125210478901863,0.1260797530412674,0.02153344638645649,0.02153344638645649,0.10634532570838928,32,5,relu,4,0.05,32,relu,256,5,adam,0.001
5,0.019003013148903847,0.019003013148903847,0.09036315977573395,0.013387666083872318,0.013387666083872318,0.07781974226236343,32,5,relu,4,0.05,32,relu,256,5,adam,0.0001
5,0.04698069021105766,0.04698069021105766,0.16216892004013062,0.038047611713409424,0.038047611713409424,0.14809007942676544,32,5,relu,4,0.05,32,relu,256,5,adam,1e-05
5,0.027066128328442574,0.027066128328442574,0.11561118066310883,0.01789969950914383,0.01789969950914383,0.09348329156637192,32,5,relu,4,0.05,64,relu,256,5,adam,0.001
5,0.050526805222034454,0.050526805222034454,0.16910864412784576,0.040922001004219055,0.040922001004219055,0.15508697926998138,32,5,relu,4,0.05,64,relu,256,5,adam,0.0001
5,0.04809972643852234,0.04809972643852234,0.16463720798492432,0.03846972435712814,0.03846972435712814,0.1501583307981491,32,5,relu,4,0.05,64,relu,256,5,adam,1e-05
5,0.034870609641075134,0.034870609641075134,0.13447825610637665,0.024384761229157448,0.024384761229157448,0.11400380730628967,32,5,relu,4,0.1,32,relu,256,5,adam,0.001
5,0.027823317795991898,0.027823317795991898,0.11746244877576828,0.019905872642993927,0.019905872642993927,0.09974221140146255,32,5,relu,4,0.1,32,relu,256,5,adam,0.0001
5,0.012039653956890106,0.012039653956890106,0.06420007348060608,0.005688041914254427,0.005688041914254427,0.04233567789196968,32,5,relu,4,0.1,32,relu,256,5,adam,1e-05
5,0.013924802653491497,0.013924802653491497,0.07087419182062149,0.0073129055090248585,0.0073129055090248585,0.05095195025205612,32,5,relu,4,0.1,64,relu,256,5,adam,0.001
5,0.01726393587887287,0.01726393587887287,0.0807238519191742,0.009716817177832127,0.009716817177832127,0.06106081232428551,32,5,relu,4,0.1,64,relu,256,5,adam,0.0001
5,0.041807834059000015,0.041807834059000015,0.15092593431472778,0.031857214868068695,0.031857214868068695,0.13419701159000397,32,5,relu,4,0.1,64,relu,256,5,adam,1e-05
5,0.04219865798950195,0.04219865798950195,0.15196570754051208,0.031593769788742065,0.031593769788742065,0.13392291963100433,32,5,relu,8,0.0,32,relu,256,5,adam,0.001
5,0.027580633759498596,0.027580633759498596,0.11748374253511429,0.017845384776592255,0.017845384776592255,0.09531069546937943,32,5,relu,8,0.0,32,relu,256,5,adam,0.0001
5,0.04295501485466957,0.04295501485466957,0.15385375916957855,0.033807381987571716,0.033807381987571716,0.13872607052326202,32,5,relu,8,0.0,32,relu,256,5,adam,1e-05
5,0.03253520280122757,0.03253520280122757,0.12957581877708435,0.023112252354621887,0.023112252354621887,0.11033628135919571,32,5,relu,8,0.0,64,relu,256,5,adam,0.001
5,0.026277676224708557,0.026277676224708557,0.1110120490193367,0.016203004866838455,0.016203004866838455,0.0872383862733841,32,5,relu,8,0.0,64,relu,256,5,adam,0.0001
5,0.054548170417547226,0.054548170417547226,0.17675885558128357,0.04555831104516983,0.04555831104516983,0.16495129466056824,32,5,relu,8,0.0,64,relu,256,5,adam,1e-05
5,0.04208175092935562,0.04208175092935562,0.1518881618976593,0.033636778593063354,0.033636778593063354,0.13820123672485352,32,5,relu,8,0.05,32,relu,256,5,adam,0.001
5,0.03247179836034775,0.03247179836034775,0.1297135353088379,0.0227971114218235,0.0227971114218235,0.11036801338195801,32,5,relu,8,0.05,32,relu,256,5,adam,0.0001
5,0.012168564833700657,0.012168564833700657,0.0646093413233757,0.00564059941098094,0.00564059941098094,0.04173973575234413,32,5,relu,8,0.05,32,relu,256,5,adam,1e-05
5,0.03661961480975151,0.03661961480975151,0.13906048238277435,0.026419594883918762,0.026419594883918762,0.11928712576627731,32,5,relu,8,0.05,64,relu,256,5,adam,0.001
5,0.0355035774409771,0.0355035774409771,0.13638721406459808,0.02533874660730362,0.02533874660730362,0.1168634295463562,32,5,relu,8,0.05,64,relu,256,5,adam,0.0001
5,0.019007351249456406,0.019007351249456406,0.08954814821481705,0.011749067343771458,0.011749067343771458,0.0695352852344513,32,5,relu,8,0.05,64,relu,256,5,adam,1e-05
5,0.027973491698503494,0.027973491698503494,0.11781395226716995,0.019164657220244408,0.019164657220244408,0.09835781902074814,32,5,relu,8,0.1,32,relu,256,5,adam,0.001
5,0.014869523234665394,0.014869523234665394,0.07380426675081253,0.007931889966130257,0.007931889966130257,0.05190929397940636,32,5,relu,8,0.1,32,relu,256,5,adam,0.0001
5,0.04858839884400368,0.04858839884400368,0.1658092588186264,0.03904223069548607,0.03904223069548607,0.15163561701774597,32,5,relu,8,0.1,32,relu,256,5,adam,1e-05
