round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,conv_filter,conv_kernel,conv_activation,dilation_rate,dropout_rate,dense_dim,dense_activation,batch_size,epochs,patience,optimizer,lr
200,0.001398209249600768,0.001398209249600768,0.02102256752550602,0.0008559905691072345,0.0008559905691072345,0.015875788405537605,16,8,relu,1,0.05,32,relu,256,200,20,adam,0.0001
200,0.0013265857705846429,0.0013265857705846429,0.01986195147037506,0.0007650153711438179,0.0007650153711438179,0.015173816122114658,32,4,relu,4,0.0,32,relu,256,200,20,adam,1e-05
200,0.00148847047239542,0.00148847047239542,0.02132979780435562,0.0008697089506313205,0.0008697089506313205,0.014558095484972,16,8,relu,4,0.0,32,relu,256,200,20,adam,1e-05
200,0.00134826370049268,0.00134826370049268,0.01960543915629387,0.0007912276196293533,0.0007912276196293533,0.015254165045917034,16,4,relu,4,0.0,64,relu,256,200,20,adam,0.001
200,0.001369045814499259,0.001369045814499259,0.02055601216852665,0.0008356673642992973,0.0008356673642992973,0.014026390388607979,64,16,relu,8,0.1,64,relu,256,200,20,adam,0.0001
200,0.001213714713230729,0.001213714713230729,0.019145766273140907,0.000749751110561192,0.000749751110561192,0.013737988658249378,16,8,relu,8,0.1,64,relu,256,200,20,adam,0.001
200,0.001843620091676712,0.001843620091676712,0.02182617597281933,0.0008724562940187752,0.0008724562940187752,0.014648985117673874,16,16,relu,8,0.05,64,relu,256,200,20,adam,0.001
200,0.0012191886780783534,0.0012191886780783534,0.018905820325016975,0.0007005161605775356,0.0007005161605775356,0.012644630856812,64,16,relu,8,0.1,32,relu,256,200,20,adam,0.001
200,0.0017553761135786772,0.0017553761135786772,0.022202836349606514,0.0009377008536830544,0.0009377008536830544,0.0147708086296916,32,16,relu,4,0.0,32,relu,256,200,20,adam,0.0001
200,0.001345974043942988,0.001345974043942988,0.019958630204200745,0.0007990369340404868,0.0007990369340404868,0.013975436799228191,16,4,relu,1,0.1,64,relu,256,200,20,adam,1e-05
200,0.0019095804309472442,0.0019095804309472442,0.02418937161564827,0.001005578669719398,0.001005578669719398,0.016172749921679497,64,8,relu,4,0.0,32,relu,256,200,20,adam,0.001
200,0.0019902526400983334,0.0019902526400983334,0.024248695001006126,0.0009280488593503833,0.0009280488593503833,0.015086445026099682,16,8,relu,8,0.1,32,relu,256,200,20,adam,0.001
200,0.0013530782889574766,0.0013530782889574766,0.020106440410017967,0.0007558783981949091,0.0007558783981949091,0.01359871868044138,32,4,relu,8,0.1,32,relu,256,200,20,adam,1e-05
200,0.001362971612252295,0.001362971612252295,0.019544029608368874,0.0007215698715299368,0.0007215698715299368,0.013331432826817036,16,16,relu,4,0.1,64,relu,256,200,20,adam,0.0001
200,0.0014918548986315727,0.0014918548986315727,0.020812030881643295,0.0009112912812270224,0.0009112912812270224,0.015097405761480331,16,8,relu,4,0.1,32,relu,256,200,20,adam,0.001
200,0.0015972934197634459,0.0015972934197634459,0.021669285371899605,0.0007879107724875212,0.0007879107724875212,0.014357189647853374,16,8,relu,4,0.0,64,relu,256,200,20,adam,0.001
200,0.0012930085649713874,0.0012930085649713874,0.0201779305934906,0.0008169186767190695,0.0008169186767190695,0.013881418853998184,32,8,relu,8,0.05,64,relu,256,200,20,adam,1e-05
200,0.0014244060730561614,0.0014244060730561614,0.019691575318574905,0.0007612252375110984,0.0007612252375110984,0.013584207743406296,16,8,relu,8,0.05,32,relu,256,200,20,adam,0.001
200,0.0013912973226979375,0.0013912973226979375,0.020756512880325317,0.0008619934669695795,0.0008619934669695795,0.014794816263020039,64,4,relu,8,0.0,32,relu,256,200,20,adam,0.001
200,0.0012834829976782203,0.0012834829976782203,0.019848240539431572,0.0008169018547050655,0.0008169018547050655,0.013795236125588417,32,8,relu,8,0.1,32,relu,256,200,20,adam,0.0001
200,0.001523549435660243,0.001523549435660243,0.021590515971183777,0.0008803100208751857,0.0008803100208751857,0.014708728529512882,16,4,relu,1,0.0,64,relu,256,200,20,adam,0.001
200,0.0013526917900890112,0.0013526917900890112,0.019821522757411003,0.0007972023449838161,0.0007972023449838161,0.013725724071264267,16,16,relu,1,0.1,64,relu,256,200,20,adam,1e-05
200,0.002351709408685565,0.002351709408685565,0.02647380344569683,0.000957791053224355,0.000957791053224355,0.015120168216526508,16,4,relu,4,0.1,64,relu,256,200,20,adam,1e-05
200,0.0017689145170152187,0.0017689145170152187,0.02276308834552765,0.0008516777888871729,0.0008516777888871729,0.014083338901400566,16,4,relu,1,0.0,32,relu,256,200,20,adam,0.0001
198,0.001523007289506495,0.001523007289506495,0.020700223743915558,0.000802479509729892,0.000802479509729892,0.013687965460121632,16,4,relu,8,0.0,32,relu,256,200,20,adam,0.001
200,0.0012662492226809263,0.0012662492226809263,0.019486214965581894,0.0008395312470383942,0.0008395312470383942,0.015226248651742935,16,4,relu,4,0.0,32,relu,256,200,20,adam,0.001
200,0.0012642503716051579,0.0012642503716051579,0.019454320892691612,0.0007365367491729558,0.0007365367491729558,0.013050262816250324,32,4,relu,1,0.1,32,relu,256,200,20,adam,0.0001
200,0.0017111572669818997,0.0017111572669818997,0.022198231890797615,0.000852936995215714,0.000852936995215714,0.01441953144967556,64,16,relu,4,0.05,64,relu,256,200,20,adam,1e-05
200,0.00145938980858773,0.00145938980858773,0.020355626940727234,0.0008317143656313419,0.0008317143656313419,0.014238002710044384,16,8,relu,4,0.05,64,relu,256,200,20,adam,0.001
200,0.001723904861137271,0.001723904861137271,0.023505454882979393,0.0009304647101089358,0.0009304647101089358,0.015572621487081051,16,8,relu,4,0.0,64,relu,256,200,20,adam,0.0001
200,0.0010953113669529557,0.0010953113669529557,0.018974769860506058,0.000746342760976404,0.000746342760976404,0.01340459194034338,16,16,relu,8,0.1,32,relu,256,200,20,adam,0.0001
200,0.0015283027896657586,0.0015283027896657586,0.020495790988206863,0.0007917931652627885,0.0007917931652627885,0.014028899371623993,32,4,relu,4,0.1,32,relu,256,200,20,adam,0.0001
200,0.00119373993948102,0.00119373993948102,0.019015874713659286,0.0008234069682657719,0.0008234069682657719,0.013865974731743336,64,16,relu,8,0.05,64,relu,256,200,20,adam,0.001
200,0.0015810205368325114,0.0015810205368325114,0.02036171592772007,0.0007905138190835714,0.0007905138190835714,0.014578993432223797,16,16,relu,8,0.0,64,relu,256,200,20,adam,1e-05
200,0.001514033298008144,0.001514033298008144,0.021788151934742928,0.0009191166027449071,0.0009191166027449071,0.015019766986370087,16,4,relu,4,0.1,32,relu,256,200,20,adam,0.001
200,0.0016158961225301027,0.0016158961225301027,0.021819930523633957,0.0008102729916572571,0.0008102729916572571,0.014841495081782341,64,4,relu,8,0.1,32,relu,256,200,20,adam,1e-05
200,0.0013518945779651403,0.0013518945779651403,0.02002946473658085,0.0008433114271610975,0.0008433114271610975,0.014236322604119778,16,8,relu,1,0.0,64,relu,256,200,20,adam,1e-05
200,0.0017724238568916917,0.0017724238568916917,0.023310929536819458,0.0008650437230244279,0.0008650437230244279,0.014425945468246937,32,16,relu,1,0.05,64,relu,256,200,20,adam,0.001
200,0.0013992832973599434,0.0013992832973599434,0.021421024575829506,0.0008335227030329406,0.0008335227030329406,0.014445806853473186,32,4,relu,8,0.0,64,relu,256,200,20,adam,0.001
200,0.0014615232357755303,0.0014615232357755303,0.02058742754161358,0.0008460574899800122,0.0008460574899800122,0.014108648523688316,32,16,relu,4,0.05,32,relu,256,200,20,adam,0.0001
200,0.0021303899120539427,0.0021303899120539427,0.024054592475295067,0.0010921654757112265,0.0010921654757112265,0.016350552439689636,16,4,relu,1,0.1,32,relu,256,200,20,adam,1e-05
200,0.0012945597991347313,0.0012945597991347313,0.019807225093245506,0.0008429785957559943,0.0008429785957559943,0.013752964325249195,64,16,relu,4,0.05,32,relu,256,200,20,adam,0.0001
200,0.0014697160804644227,0.0014697160804644227,0.02018367499113083,0.0008706264197826385,0.0008706264197826385,0.014207259751856327,32,4,relu,8,0.0,32,relu,256,200,20,adam,1e-05
200,0.0012411046773195267,0.0012411046773195267,0.018904700875282288,0.0007283776067197323,0.0007283776067197323,0.013227108865976334,64,16,relu,8,0.0,64,relu,256,200,20,adam,0.0001
200,0.001350756036117673,0.001350756036117673,0.02049466222524643,0.0009332994231954217,0.0009332994231954217,0.01477931346744299,32,8,relu,8,0.05,64,relu,256,200,20,adam,0.0001
200,0.0015754479682072997,0.0015754479682072997,0.021134385839104652,0.0008724157814867795,0.0008724157814867795,0.0145287299528718,16,16,relu,1,0.0,64,relu,256,200,20,adam,0.001
200,0.0013214322971180081,0.0013214322971180081,0.020588703453540802,0.0007666228339076042,0.0007666228339076042,0.013305558823049068,32,16,relu,1,0.0,64,relu,256,200,20,adam,1e-05
200,0.0016623081173747778,0.0016623081173747778,0.021734343841671944,0.0008912349585443735,0.0008912349585443735,0.014504801481962204,64,8,relu,8,0.0,64,relu,256,200,20,adam,0.0001
200,0.0013323505409061909,0.0013323505409061909,0.01994991861283779,0.0008704795618541539,0.0008704795618541539,0.014659284614026546,64,4,relu,4,0.0,64,relu,256,200,20,adam,0.001
200,0.0012245718389749527,0.0012245718389749527,0.01905878819525242,0.0007296120165847242,0.0007296120165847242,0.013470828533172607,64,16,relu,4,0.0,64,relu,256,200,20,adam,0.0001
200,0.0016036564484238625,0.0016036564484238625,0.022529182955622673,0.0008246828801929951,0.0008246828801929951,0.015286636538803577,16,16,relu,8,0.1,64,relu,256,200,20,adam,0.0001
200,0.0016170149901881814,0.0016170149901881814,0.021494124084711075,0.0008296784944832325,0.0008296784944832325,0.013761243782937527,64,8,relu,8,0.1,32,relu,256,200,20,adam,0.0001
200,0.0013377777067944407,0.0013377777067944407,0.021852858364582062,0.0008492021588608623,0.0008492021588608623,0.014004469849169254,64,8,relu,8,0.1,32,relu,256,200,20,adam,0.001
200,0.0012953000841662288,0.0012953000841662288,0.01953769661486149,0.0007448891410604119,0.0007448891410604119,0.014503953978419304,64,16,relu,1,0.1,32,relu,256,200,20,adam,0.001
200,0.0014356507454067469,0.0014356507454067469,0.021022005006670952,0.0009820974664762616,0.0009820974664762616,0.015644621104002,16,16,relu,4,0.0,64,relu,256,200,20,adam,1e-05
200,0.0015403226716443896,0.0015403226716443896,0.02161327563226223,0.0008461058023385704,0.0008461058023385704,0.013962790369987488,32,16,relu,1,0.1,64,relu,256,200,20,adam,0.001
200,0.0011874306946992874,0.0011874306946992874,0.018371012061834335,0.0007314644171856344,0.0007314644171856344,0.014106500893831253,16,16,relu,1,0.1,32,relu,256,200,20,adam,0.0001
200,0.0012747782748192549,0.0012747782748192549,0.01880880445241928,0.0008562867296859622,0.0008562867296859622,0.014497864991426468,32,4,relu,1,0.05,64,relu,256,200,20,adam,0.001
