round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,lstm_dim_1,lstm_activation,dropout_rate_1,lstm_dim_2,dense_dim_1,dense_activation,gru_dim,gru_activation,dropout_rate_2,dense_dim_2,epochs,batch_size,optimizer,lr
5,0.033101361244916916,0.033101361244916916,0.13439294695854187,0.04724898934364319,0.04724898934364319,0.15313568711280823,75,relu,0.1,50,32,relu,75,relu,0.0,64,5,256,adam,0.0001
5,0.038399383425712585,0.038399383425712585,0.1481229066848755,0.055362820625305176,0.055362820625305176,0.17079348862171173,75,relu,0.1,50,64,relu,75,relu,0.1,32,5,256,adam,0.0001
