round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,lstm_dim_1,lstm_activation,dropout_rate_1,lstm_dim_2,dense_dim_1,dense_activation,gru_dim,gru_activation,dropout_rate_2,dense_dim_2,epochs,batch_size,optimizer,lr
5,0.049523744732141495,0.049523744732141495,0.16342873871326447,0.046324778348207474,0.046324778348207474,0.16290569305419922,50,relu,0.05,50,32,relu,50,relu,0.0,32,5,256,adam,0.0001
5,0.038788679987192154,0.038788679987192154,0.1451103687286377,0.03621707856655121,0.03621707856655121,0.14465899765491486,50,relu,0.1,50,64,relu,50,relu,0.1,64,5,256,adam,0.0001
