round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,lstm_dim_1,lstm_activation,dropout_rate_1,lstm_dim_2,dense_dim_1,dense_activation,gru_dim,gru_activation,dropout_rate_2,dense_dim_2,epochs,patience,batch_size,optimizer,lr
5,0.035218361765146255,0.035218361765146255,0.1386655867099762,0.034680724143981934,0.034680724143981934,0.13922390341758728,50,relu,0.1,50,32,relu,75,relu,0.1,32,200,20,256,adam,0.001
5,0.042158257216215134,0.042158257216215134,0.15134881436824799,0.04156503453850746,0.04156503453850746,0.15174433588981628,75,relu,0.05,50,32,relu,75,relu,0.1,32,200,20,256,adam,1e-05
