round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,lstm_dim_1,lstm_activation,dropout_rate_1,lstm_dim_2,dense_dim_1,dense_activation,gru_dim,gru_activation,dropout_rate_2,dense_dim_2,epochs,batch_size,optimizer,lr
5,0.03544997423887253,0.03544997796416283,0.1397671401500702,0.034888606518507004,0.034888606518507004,0.13546912372112274,50,relu,0.05,50,32,relu,50,relu,0.05,64,5,256,adam,0.001
5,0.024472452700138092,0.024472452700138092,0.11212556809186935,0.023411566391587257,0.023411566391587257,0.10539372265338898,50,relu,0.05,50,32,relu,75,relu,0.0,64,5,256,adam,0.0001
