round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,lstm_dim_1,lstm_activation,dropout_rate_1,lstm_dim_2,dense_dim_1,dense_activation,gru_dim,gru_activation,dropout_rate_2,dense_dim_2,epochs,batch_size,optimizer,lr
5,0.048918649554252625,0.048918649554252625,0.16533170640468597,0.04615235701203346,0.04615235701203346,0.16199924051761627,50,relu,0.05,50,32,relu,50,relu,0.0,32,5,256,adam,0.001
5,0.05209832265973091,0.05209832265973091,0.17020586133003235,0.048975080251693726,0.048975080251693726,0.1664094477891922,50,relu,0.05,50,32,relu,50,relu,0.0,32,5,256,adam,0.0001
5,0.036122262477874756,0.036122262477874756,0.13994020223617554,0.032988760620355606,0.032988760620355606,0.13410723209381104,50,relu,0.05,50,32,relu,50,relu,0.0,32,5,256,adam,1e-05
5,0.04907649755477905,0.04907649755477905,0.16250884532928467,0.04504886269569397,0.04504886269569397,0.15618309378623962,50,relu,0.05,50,32,relu,50,relu,0.0,64,5,256,adam,0.001
5,0.037039145827293396,0.037039145827293396,0.14228011667728424,0.03426044434309006,0.03426044434309006,0.1376340091228485,50,relu,0.05,50,32,relu,50,relu,0.0,64,5,256,adam,0.0001
5,0.03835995867848396,0.03835995867848396,0.14437264204025269,0.03493138775229454,0.03493138775229454,0.13834968209266663,50,relu,0.05,50,32,relu,50,relu,0.0,64,5,256,adam,1e-05
5,0.0445689894258976,0.0445689894258976,0.1558954417705536,0.04136054962873459,0.04136054962873459,0.1509573757648468,50,relu,0.05,50,32,relu,50,relu,0.05,32,5,256,adam,0.001
5,0.03439394757151604,0.03439394757151604,0.13580894470214844,0.031073277816176414,0.031073277816176414,0.12910418212413788,50,relu,0.05,50,32,relu,50,relu,0.05,32,5,256,adam,0.0001
5,0.04165700078010559,0.04165700078010559,0.1501028835773468,0.03880709037184715,0.03880709037184715,0.14550237357616425,50,relu,0.05,50,32,relu,50,relu,0.05,32,5,256,adam,1e-05
5,0.04071103781461716,0.04071103781461716,0.1488124430179596,0.0376831516623497,0.0376831516623497,0.14409302175045013,50,relu,0.05,50,32,relu,50,relu,0.05,64,5,256,adam,0.001
5,0.03598912060260773,0.03598912060260773,0.14019599556922913,0.033285487443208694,0.033285487443208694,0.13559961318969727,50,relu,0.05,50,32,relu,50,relu,0.05,64,5,256,adam,0.0001
5,0.051064327359199524,0.051064327359199524,0.16835583746433258,0.04783385992050171,0.04783385992050171,0.1644078493118286,50,relu,0.05,50,32,relu,50,relu,0.05,64,5,256,adam,1e-05
5,0.04274081811308861,0.04274081811308861,0.15341240167617798,0.039910800755023956,0.039910800755023956,0.1492844521999359,50,relu,0.05,50,32,relu,50,relu,0.1,32,5,256,adam,0.001
5,0.04264044016599655,0.04264044016599655,0.15310515463352203,0.03936757892370224,0.03936757892370224,0.14812566339969635,50,relu,0.05,50,32,relu,50,relu,0.1,32,5,256,adam,0.0001
5,0.04655057191848755,0.04655057191848755,0.16066910326480865,0.043025027960538864,0.043025027960538864,0.15571328997612,50,relu,0.05,50,32,relu,50,relu,0.1,32,5,256,adam,1e-05
5,0.058603137731552124,0.058603137731552124,0.18019117414951324,0.05501113086938858,0.05501113086938858,0.17629766464233398,50,relu,0.05,50,32,relu,50,relu,0.1,64,5,256,adam,0.001
5,0.050883419811725616,0.050883419811725616,0.16821925342082977,0.04734840244054794,0.04734840244054794,0.1639024317264557,50,relu,0.05,50,32,relu,50,relu,0.1,64,5,256,adam,0.0001
5,0.029097124934196472,0.02909712865948677,0.12249181419610977,0.02613913267850876,0.02613913267850876,0.11543021351099014,50,relu,0.05,50,32,relu,50,relu,0.1,64,5,256,adam,1e-05
5,0.04115559905767441,0.04115559905767441,0.14915306866168976,0.038373205810785294,0.038373205810785294,0.14463815093040466,50,relu,0.05,50,32,relu,75,relu,0.0,32,5,256,adam,0.001
5,0.047508854418992996,0.047508854418992996,0.16167378425598145,0.044153328984975815,0.044153328984975815,0.15702208876609802,50,relu,0.05,50,32,relu,75,relu,0.0,32,5,256,adam,0.0001
5,0.033974941819906235,0.033974941819906235,0.13541638851165771,0.030991816893219948,0.030991816893219948,0.12939459085464478,50,relu,0.05,50,32,relu,75,relu,0.0,32,5,256,adam,1e-05
5,0.03458544239401817,0.03458544239401817,0.1354624480009079,0.03133377432823181,0.03133377432823181,0.1291736662387848,50,relu,0.05,50,32,relu,75,relu,0.0,64,5,256,adam,0.001
5,0.03882835805416107,0.03882835805416107,0.14365965127944946,0.03572734817862511,0.03572734817862511,0.13794748485088348,50,relu,0.05,50,32,relu,75,relu,0.0,64,5,256,adam,0.0001
5,0.04482104256749153,0.04482104256749153,0.1568521410226822,0.04133294150233269,0.04133294150233269,0.15150275826454163,50,relu,0.05,50,32,relu,75,relu,0.0,64,5,256,adam,1e-05
5,0.05615013465285301,0.05615013465285301,0.17507615685462952,0.052356183528900146,0.052356183528900146,0.17011205852031708,50,relu,0.05,50,32,relu,75,relu,0.05,32,5,256,adam,0.001
5,0.03939100354909897,0.03939100354909897,0.14717206358909607,0.036601725965738297,0.036601725965738297,0.1425262689590454,50,relu,0.05,50,32,relu,75,relu,0.05,32,5,256,adam,0.0001
5,0.046219877898693085,0.046219877898693085,0.15877634286880493,0.04321432113647461,0.04321432113647461,0.1544235348701477,50,relu,0.05,50,32,relu,75,relu,0.05,32,5,256,adam,1e-05
5,0.05629182979464531,0.05629182979464531,0.1756325662136078,0.05232229083776474,0.05232229083776474,0.17051324248313904,50,relu,0.05,50,32,relu,75,relu,0.05,64,5,256,adam,0.001
5,0.040300071239471436,0.040300071239471436,0.14825516939163208,0.03709256276488304,0.03709256276488304,0.1426762044429779,50,relu,0.05,50,32,relu,75,relu,0.05,64,5,256,adam,0.0001
5,0.035202521830797195,0.035202521830797195,0.1377379149198532,0.03232704475522041,0.03232704475522041,0.13264192640781403,50,relu,0.05,50,32,relu,75,relu,0.05,64,5,256,adam,1e-05
5,0.041025806218385696,0.041025806218385696,0.15075668692588806,0.038441017270088196,0.038441017270088196,0.14731943607330322,50,relu,0.05,50,32,relu,75,relu,0.1,32,5,256,adam,0.001
5,0.03367326408624649,0.03367326408624649,0.1357623189687729,0.031207745894789696,0.031207745894789696,0.13132120668888092,50,relu,0.05,50,32,relu,75,relu,0.1,32,5,256,adam,0.0001
5,0.0486135296523571,0.0486135296523571,0.16347265243530273,0.04523959010839462,0.04523959010839462,0.15856173634529114,50,relu,0.05,50,32,relu,75,relu,0.1,32,5,256,adam,1e-05
5,0.061507631093263626,0.061507631093263626,0.1853078305721283,0.058333203196525574,0.058333203196525574,0.18192477524280548,50,relu,0.05,50,32,relu,75,relu,0.1,64,5,256,adam,0.001
5,0.0465809628367424,0.0465809628367424,0.15961842238903046,0.04328325018286705,0.04328325018286705,0.1551201492547989,50,relu,0.05,50,32,relu,75,relu,0.1,64,5,256,adam,0.0001
5,0.05435303598642349,0.05435303598642349,0.17361649870872498,0.051073286682367325,0.051073286682367325,0.1696506142616272,50,relu,0.05,50,32,relu,75,relu,0.1,64,5,256,adam,1e-05
5,0.03896179050207138,0.03896179050207138,0.14553578197956085,0.036125972867012024,0.036125972867012024,0.14084500074386597,50,relu,0.05,50,64,relu,50,relu,0.0,32,5,256,adam,0.001
5,0.05095764249563217,0.05095764249563217,0.1676245629787445,0.04744821414351463,0.04744821414351463,0.1629999876022339,50,relu,0.05,50,64,relu,50,relu,0.0,32,5,256,adam,0.0001
5,0.04563911259174347,0.04563911259174347,0.15939117968082428,0.04282984882593155,0.04282984882593155,0.1561494618654251,50,relu,0.05,50,64,relu,50,relu,0.0,32,5,256,adam,1e-05
5,0.04414904862642288,0.04414904862642288,0.1566423773765564,0.04154350608587265,0.04154350608587265,0.1529771238565445,50,relu,0.05,50,64,relu,50,relu,0.0,64,5,256,adam,0.001
5,0.03618444874882698,0.03618444874882698,0.14101609587669373,0.03358094394207001,0.03358094394207001,0.1366032212972641,50,relu,0.05,50,64,relu,50,relu,0.0,64,5,256,adam,0.0001
5,0.04412679374217987,0.04412679374217987,0.15646986663341522,0.04148710519075394,0.04148710519075394,0.1525154709815979,50,relu,0.05,50,64,relu,50,relu,0.0,64,5,256,adam,1e-05
5,0.040940143167972565,0.040940143167972565,0.14952193200588226,0.03767279535531998,0.03767279535531998,0.14398358762264252,50,relu,0.05,50,64,relu,50,relu,0.05,32,5,256,adam,0.001
5,0.04639188572764397,0.04639188572764397,0.16037951409816742,0.04327135905623436,0.04327135905623436,0.1561051905155182,50,relu,0.05,50,64,relu,50,relu,0.05,32,5,256,adam,0.0001
5,0.042743805795907974,0.042743805795907974,0.15248577296733856,0.03982565179467201,0.03982565179467201,0.14805759489536285,50,relu,0.05,50,64,relu,50,relu,0.05,32,5,256,adam,1e-05
5,0.04305677115917206,0.04305677115917206,0.15465936064720154,0.03987818956375122,0.03987818956375122,0.15035651624202728,50,relu,0.05,50,64,relu,50,relu,0.05,64,5,256,adam,0.001
5,0.03345485404133797,0.03345485404133797,0.1348162740468979,0.030960923060774803,0.030960923060774803,0.13029330968856812,50,relu,0.05,50,64,relu,50,relu,0.05,64,5,256,adam,0.0001
5,0.04300962761044502,0.04300962761044502,0.15331515669822693,0.039858512580394745,0.039858512580394745,0.14841368794441223,50,relu,0.05,50,64,relu,50,relu,0.05,64,5,256,adam,1e-05
5,0.04343687742948532,0.04343687742948532,0.15430381894111633,0.04018188267946243,0.04018188267946243,0.14919805526733398,50,relu,0.05,50,64,relu,50,relu,0.1,32,5,256,adam,0.001
5,0.02517717145383358,0.02517717145383358,0.11433586478233337,0.022379640489816666,0.022379640489816666,0.10781469196081161,50,relu,0.05,50,64,relu,50,relu,0.1,32,5,256,adam,0.0001
5,0.04384811595082283,0.04384811595082283,0.15652897953987122,0.04110126942396164,0.04110126942396164,0.15303649008274078,50,relu,0.05,50,64,relu,50,relu,0.1,32,5,256,adam,1e-05
5,0.05152300372719765,0.05152300372719765,0.16980943083763123,0.048649080097675323,0.048649080097675323,0.16644838452339172,50,relu,0.05,50,64,relu,50,relu,0.1,64,5,256,adam,0.001
5,0.031722456216812134,0.031722456216812134,0.12884920835494995,0.028426576405763626,0.028426576405763626,0.12224989384412766,50,relu,0.05,50,64,relu,50,relu,0.1,64,5,256,adam,0.0001
5,0.03880605846643448,0.03880605846643448,0.1464061439037323,0.03611419349908829,0.03611419349908829,0.14225846529006958,50,relu,0.05,50,64,relu,50,relu,0.1,64,5,256,adam,1e-05
5,0.06054520234465599,0.06054520234465599,0.18275797367095947,0.0565367117524147,0.0565367117524147,0.1782563328742981,50,relu,0.05,50,64,relu,75,relu,0.0,32,5,256,adam,0.001
5,0.04329141974449158,0.04329141974449158,0.1536867767572403,0.040052492171525955,0.040052492171525955,0.1487751007080078,50,relu,0.05,50,64,relu,75,relu,0.0,32,5,256,adam,0.0001
5,0.040162812918424606,0.040162812918424606,0.14799468219280243,0.037200089544057846,0.037200089544057846,0.14306671917438507,50,relu,0.05,50,64,relu,75,relu,0.0,32,5,256,adam,1e-05
5,0.03339652717113495,0.03339652717113495,0.13490836322307587,0.030443044379353523,0.030443044379353523,0.12949270009994507,50,relu,0.05,50,64,relu,75,relu,0.0,64,5,256,adam,0.001
5,0.034233707934617996,0.034233707934617996,0.13730163872241974,0.03182968497276306,0.03182968497276306,0.1329970806837082,50,relu,0.05,50,64,relu,75,relu,0.0,64,5,256,adam,0.0001
5,0.03401145339012146,0.03401145339012146,0.1356947422027588,0.03120720200240612,0.03120720200240612,0.13055412471294403,50,relu,0.05,50,64,relu,75,relu,0.0,64,5,256,adam,1e-05
5,0.036355484277009964,0.036355484277009964,0.14069512486457825,0.03351126238703728,0.03351126238703728,0.1354856789112091,50,relu,0.05,50,64,relu,75,relu,0.05,32,5,256,adam,0.001
5,0.04566922038793564,0.04566922038793564,0.1590152084827423,0.042664483189582825,0.042664483189582825,0.15487359464168549,50,relu,0.05,50,64,relu,75,relu,0.05,32,5,256,adam,0.0001
5,0.04022878408432007,0.04022878408432007,0.14736157655715942,0.03680865466594696,0.03680865466594696,0.14175882935523987,50,relu,0.05,50,64,relu,75,relu,0.05,32,5,256,adam,1e-05
5,0.045168425887823105,0.045168425887823105,0.1583419293165207,0.04243481904268265,0.04243481904268265,0.15466967225074768,50,relu,0.05,50,64,relu,75,relu,0.05,64,5,256,adam,0.001
5,0.04527635872364044,0.04527635872364044,0.15778698027133942,0.042279716581106186,0.042279716581106186,0.15349853038787842,50,relu,0.05,50,64,relu,75,relu,0.05,64,5,256,adam,0.0001
5,0.03518285974860191,0.03518285974860191,0.13764214515686035,0.03249582648277283,0.03249582648277283,0.13285955786705017,50,relu,0.05,50,64,relu,75,relu,0.05,64,5,256,adam,1e-05
5,0.04326905310153961,0.04326905310153961,0.1544182300567627,0.04036901518702507,0.04036901518702507,0.15014944970607758,50,relu,0.05,50,64,relu,75,relu,0.1,32,5,256,adam,0.001
5,0.05107640475034714,0.05107640475034714,0.16941842436790466,0.048403847962617874,0.048403847962617874,0.16658484935760498,50,relu,0.05,50,64,relu,75,relu,0.1,32,5,256,adam,0.0001
5,0.043254561722278595,0.043254561722278595,0.15334589779376984,0.04030760005116463,0.04030760005116463,0.14868836104869843,50,relu,0.05,50,64,relu,75,relu,0.1,32,5,256,adam,1e-05
5,0.047725655138492584,0.047725655138492584,0.16200406849384308,0.044064994901418686,0.044064994901418686,0.1567758023738861,50,relu,0.05,50,64,relu,75,relu,0.1,64,5,256,adam,0.001
5,0.04981985315680504,0.04981985315680504,0.1667918562889099,0.04660623520612717,0.04660623520612717,0.16286033391952515,50,relu,0.05,50,64,relu,75,relu,0.1,64,5,256,adam,0.0001
5,0.0477743037045002,0.0477743037045002,0.16267310082912445,0.044976718723773956,0.044976718723773956,0.15897835791110992,50,relu,0.05,50,64,relu,75,relu,0.1,64,5,256,adam,1e-05
5,0.037262722849845886,0.037262722849845886,0.14195242524147034,0.03413039818406105,0.03413039818406105,0.13635994493961334,50,relu,0.05,75,32,relu,50,relu,0.0,32,5,256,adam,0.001
5,0.054287947714328766,0.054287947714328766,0.17344960570335388,0.05105791613459587,0.05105791613459587,0.16987842321395874,50,relu,0.05,75,32,relu,50,relu,0.0,32,5,256,adam,0.0001
5,0.04539977014064789,0.04539977014064789,0.157774418592453,0.0423961840569973,0.0423961840569973,0.15343494713306427,50,relu,0.05,75,32,relu,50,relu,0.0,32,5,256,adam,1e-05
5,0.03637569770216942,0.03637569770216942,0.1417882740497589,0.03396086022257805,0.03396086022257805,0.13792301714420319,50,relu,0.05,75,32,relu,50,relu,0.0,64,5,256,adam,0.001
5,0.03903990238904953,0.03903990238904953,0.14548172056674957,0.03518260270357132,0.03518260270357132,0.1393338143825531,50,relu,0.05,75,32,relu,50,relu,0.0,64,5,256,adam,0.0001
5,0.03558364138007164,0.03558364138007164,0.1366250365972519,0.03219364583492279,0.03219364583492279,0.1302458941936493,50,relu,0.05,75,32,relu,50,relu,0.0,64,5,256,adam,1e-05
5,0.05137959495186806,0.05137959495186806,0.16821232438087463,0.048036713153123856,0.048036713153123856,0.16395783424377441,50,relu,0.05,75,32,relu,50,relu,0.05,32,5,256,adam,0.001
5,0.04231701046228409,0.04231701046228409,0.1514417678117752,0.038807548582553864,0.038807548582553864,0.14582295715808868,50,relu,0.05,75,32,relu,50,relu,0.05,32,5,256,adam,0.0001
5,0.05534961819648743,0.05534961819648743,0.17526507377624512,0.051799990236759186,0.051799990236759186,0.17109696567058563,50,relu,0.05,75,32,relu,50,relu,0.05,32,5,256,adam,1e-05
5,0.044301122426986694,0.044301122426986694,0.1540994793176651,0.04059653729200363,0.04059653729200363,0.1478727012872696,50,relu,0.05,75,32,relu,50,relu,0.05,64,5,256,adam,0.001
5,0.061538755893707275,0.061538755893707275,0.18372684717178345,0.05736337602138519,0.05736337602138519,0.17880308628082275,50,relu,0.05,75,32,relu,50,relu,0.05,64,5,256,adam,0.0001
5,0.04206245020031929,0.04206245020031929,0.15152646601200104,0.03919147327542305,0.03919147327542305,0.14711034297943115,50,relu,0.05,75,32,relu,50,relu,0.05,64,5,256,adam,1e-05
5,0.03928350284695625,0.03928350284695625,0.1458757519721985,0.036035094410181046,0.036035094410181046,0.14061477780342102,50,relu,0.05,75,32,relu,50,relu,0.1,32,5,256,adam,0.001
5,0.038449618965387344,0.038449618965387344,0.14499664306640625,0.035780664533376694,0.035780664533376694,0.1405693143606186,50,relu,0.05,75,32,relu,50,relu,0.1,32,5,256,adam,0.0001
5,0.035845160484313965,0.035845160484313965,0.13891111314296722,0.03281412646174431,0.03281412646174431,0.13349197804927826,50,relu,0.05,75,32,relu,50,relu,0.1,32,5,256,adam,1e-05
5,0.05572604760527611,0.05572604760527611,0.17586180567741394,0.05214614048600197,0.05214614048600197,0.17189541459083557,50,relu,0.05,75,32,relu,50,relu,0.1,64,5,256,adam,0.001
5,0.04860064387321472,0.04860064387321472,0.16448290646076202,0.04506470263004303,0.04506470263004303,0.15984922647476196,50,relu,0.05,75,32,relu,50,relu,0.1,64,5,256,adam,0.0001
5,0.051481474190950394,0.051481474190950394,0.17019587755203247,0.04876380413770676,0.04876380413770676,0.1672409176826477,50,relu,0.05,75,32,relu,50,relu,0.1,64,5,256,adam,1e-05
5,0.041361380368471146,0.041361380368471146,0.15100495517253876,0.038547515869140625,0.038547515869140625,0.14655770361423492,50,relu,0.05,75,32,relu,75,relu,0.0,32,5,256,adam,0.001
5,0.04639428108930588,0.04639428108930588,0.1597343236207962,0.04351469874382019,0.04351469874382019,0.15548628568649292,50,relu,0.05,75,32,relu,75,relu,0.0,32,5,256,adam,0.0001
