round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,lstm_dim_1,lstm_activation,dropout_rate_1,lstm_dim_2,dense_dim_1,dense_activation,gru_dim,gru_activation,dropout_rate_2,dense_dim_2,epochs,batch_size,optimizer,lr
5,0.05132443457841873,0.05132443457841873,0.17053015530109406,0.061261191964149475,0.061261191964149475,0.18476547300815582,50,relu,0.05,75,64,relu,50,relu,0.05,32,5,256,adam,0.0001
5,0.04739229381084442,0.04739229381084442,0.16300132870674133,0.05574055016040802,0.05574055016040802,0.17529205977916718,50,relu,0.1,50,32,relu,75,relu,0.1,32,5,256,adam,0.001
