round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,lstm_dim_1,lstm_activation,dropout_rate_1,lstm_dim_2,dense_dim_1,dense_activation,gru_dim,gru_activation,dropout_rate_2,dense_dim_2,epochs,patience,batch_size,optimizer,lr
5,0.04222080111503601,0.04222080111503601,0.1565159559249878,0.05725952237844467,0.05725952237844467,0.17154408991336823,75,relu,0.1,75,32,relu,50,relu,0.05,64,200,20,256,adam,0.0001
5,0.04315001145005226,0.04315001145005226,0.15755392611026764,0.05792958289384842,0.05792958289384842,0.17184002697467804,50,relu,0.05,50,32,relu,75,relu,0.0,64,200,20,256,adam,0.001
5,0.03223615139722824,0.03223615139722824,0.13444019854068756,0.043406352400779724,0.043406352400779724,0.14563532173633575,75,relu,0.1,50,32,relu,50,relu,0.05,64,200,20,256,adam,0.001
5,0.04658965766429901,0.04658965766429901,0.16175809502601624,0.06289645284414291,0.06289645284414291,0.17587047815322876,75,relu,0.1,75,32,relu,75,relu,0.1,32,200,20,256,adam,0.0001
5,0.053797028958797455,0.053797028958797455,0.17429488897323608,0.07237044721841812,0.07237044721841812,0.18949714303016663,50,relu,0.05,50,64,relu,75,relu,0.0,64,200,20,256,adam,1e-05
5,0.04935668036341667,0.04935668036341667,0.16894319653511047,0.06648826599121094,0.06648826599121094,0.18517668545246124,50,relu,0.1,50,64,relu,50,relu,0.05,64,200,20,256,adam,0.001
5,0.048797834664583206,0.048797834664583206,0.16779273748397827,0.06579165160655975,0.06579165160655975,0.18347348272800446,50,relu,0.1,50,32,relu,50,relu,0.05,32,200,20,256,adam,0.001
5,0.051985856145620346,0.051985856145620346,0.1728508621454239,0.06983549147844315,0.06983549147844315,0.18890243768692017,75,relu,0.1,50,64,relu,50,relu,0.1,64,200,20,256,adam,0.001
5,0.04648413136601448,0.04648413136601448,0.16263338923454285,0.06226446479558945,0.06226446479558945,0.17679089307785034,75,relu,0.1,75,32,relu,75,relu,0.05,32,200,20,256,adam,1e-05
5,0.04727169871330261,0.04727169871330261,0.16380637884140015,0.06316573917865753,0.06316573917865753,0.1778315156698227,50,relu,0.1,50,64,relu,75,relu,0.05,64,200,20,256,adam,0.0001
5,0.03957632929086685,0.03957632929086685,0.15017835795879364,0.0536048524081707,0.0536048524081707,0.16376827657222748,50,relu,0.05,75,32,relu,75,relu,0.05,64,200,20,256,adam,1e-05
5,0.03904356807470322,0.03904356807470322,0.1482832282781601,0.052203524857759476,0.052203524857759476,0.160696342587471,50,relu,0.1,75,64,relu,50,relu,0.05,64,200,20,256,adam,1e-05
5,0.03411134332418442,0.03411134332418442,0.13804498314857483,0.0460929237306118,0.0460929237306118,0.14957267045974731,50,relu,0.05,50,32,relu,50,relu,0.05,64,200,20,256,adam,0.001
5,0.04169774055480957,0.04169774055480957,0.1549277901649475,0.05624676123261452,0.05624676123261452,0.16932187974452972,50,relu,0.05,75,64,relu,50,relu,0.05,64,200,20,256,adam,0.0001
5,0.03313196450471878,0.03313196450471878,0.13581813871860504,0.04415383189916611,0.04415383189916611,0.14696544408798218,75,relu,0.05,50,64,relu,50,relu,0.05,64,200,20,256,adam,0.0001
5,0.026854898780584335,0.026854898780584335,0.12140603363513947,0.03643311560153961,0.03643311560153961,0.13074947893619537,50,relu,0.1,50,64,relu,50,relu,0.1,32,200,20,256,adam,0.001
5,0.037549782544374466,0.037549782544374466,0.14586293697357178,0.05038979649543762,0.05038979649543762,0.1585705578327179,50,relu,0.1,50,32,relu,50,relu,0.05,32,200,20,256,adam,1e-05
5,0.0454508475959301,0.0454508475959301,0.1583729386329651,0.06118500605225563,0.06118500605225563,0.17099493741989136,50,relu,0.1,75,32,relu,50,relu,0.05,64,200,20,256,adam,0.0001
5,0.034358780831098557,0.034358780831098557,0.138880655169487,0.04626195877790451,0.04626195877790451,0.15048064291477203,50,relu,0.1,75,32,relu,75,relu,0.0,64,200,20,256,adam,0.001
5,0.03872910514473915,0.03872910514473915,0.14839912950992584,0.052294567227363586,0.052294567227363586,0.16218630969524384,75,relu,0.1,75,64,relu,50,relu,0.05,64,200,20,256,adam,0.001
5,0.041484009474515915,0.041484009474515915,0.15309952199459076,0.055932145565748215,0.055932145565748215,0.16657575964927673,50,relu,0.05,75,32,relu,50,relu,0.05,64,200,20,256,adam,0.001
5,0.03610185906291008,0.03610185906291008,0.1429678201675415,0.04904143512248993,0.04904143512248993,0.15610620379447937,50,relu,0.05,75,64,relu,50,relu,0.1,64,200,20,256,adam,0.0001
5,0.034312594681978226,0.034312594681978226,0.13871414959430695,0.045997727662324905,0.045997727662324905,0.15015541017055511,75,relu,0.1,50,32,relu,50,relu,0.05,32,200,20,256,adam,1e-05
5,0.042019329965114594,0.042019329965114594,0.15451353788375854,0.05670370161533356,0.05670370161533356,0.16807921230793,50,relu,0.05,75,64,relu,50,relu,0.1,32,200,20,256,adam,0.0001
5,0.03860902041196823,0.03860902041196823,0.14718973636627197,0.052203524857759476,0.052203524857759476,0.16016480326652527,75,relu,0.05,75,64,relu,50,relu,0.0,32,200,20,256,adam,1e-05
5,0.037605371326208115,0.037605371326208115,0.1454637497663498,0.0508560985326767,0.0508560985326767,0.15817596018314362,75,relu,0.1,50,32,relu,50,relu,0.1,32,200,20,256,adam,1e-05
5,0.037750404328107834,0.037750404328107834,0.1470109224319458,0.05111457780003548,0.05111457780003548,0.16031721234321594,75,relu,0.05,75,32,relu,75,relu,0.05,64,200,20,256,adam,0.001
5,0.03816460072994232,0.03816460072994232,0.14644461870193481,0.05112914741039276,0.05112914741039276,0.1585610806941986,75,relu,0.05,75,64,relu,50,relu,0.1,64,200,20,256,adam,0.0001
5,0.04362914711236954,0.04362914711236954,0.15784390270709991,0.05873223394155502,0.05873223394155502,0.17202496528625488,75,relu,0.05,75,32,relu,75,relu,0.1,32,200,20,256,adam,0.0001
5,0.03616608306765556,0.03616608306765556,0.14318084716796875,0.04858613386750221,0.04858613386750221,0.1553650051355362,50,relu,0.05,75,64,relu,75,relu,0.0,64,200,20,256,adam,0.0001
5,0.0442763976752758,0.0442763976752758,0.15732373297214508,0.059322990477085114,0.059322990477085114,0.17016349732875824,50,relu,0.05,50,32,relu,75,relu,0.1,64,200,20,256,adam,0.0001
5,0.036415718495845795,0.036415718495845795,0.1440030038356781,0.04928285628557205,0.04928285628557205,0.15711379051208496,50,relu,0.1,50,64,relu,75,relu,0.05,64,200,20,256,adam,1e-05
5,0.03714825212955475,0.03714825212955475,0.14479215443134308,0.050212882459163666,0.050212882459163666,0.15776591002941132,50,relu,0.05,75,64,relu,75,relu,0.05,32,200,20,256,adam,1e-05
5,0.05379901081323624,0.05379901081323624,0.1768801063299179,0.07216151058673859,0.07216151058673859,0.19380977749824524,75,relu,0.05,75,64,relu,75,relu,0.0,32,200,20,256,adam,0.0001
5,0.046105485409498215,0.046105485409498215,0.16358423233032227,0.06132935732603073,0.06132935732603073,0.17848610877990723,50,relu,0.1,50,32,relu,75,relu,0.0,32,200,20,256,adam,1e-05
5,0.03920997679233551,0.03920997679233551,0.14956171810626984,0.052668049931526184,0.052668049931526184,0.16236326098442078,50,relu,0.05,50,32,relu,50,relu,0.05,64,200,20,256,adam,0.0001
5,0.02869003638625145,0.02869003638625145,0.12578511238098145,0.038833796977996826,0.038833796977996826,0.13579493761062622,75,relu,0.1,75,64,relu,75,relu,0.0,64,200,20,256,adam,0.0001
5,0.03614875674247742,0.03614875674247742,0.14398005604743958,0.0485316626727581,0.0485316626727581,0.1568375676870346,75,relu,0.1,75,32,relu,50,relu,0.05,32,200,20,256,adam,0.0001
5,0.03145383670926094,0.03145383670926094,0.1332700550556183,0.04274997487664223,0.04274997487664223,0.1452082097530365,50,relu,0.05,50,64,relu,75,relu,0.0,32,200,20,256,adam,0.001
5,0.0438411645591259,0.0438411645591259,0.15833452343940735,0.05864220857620239,0.05864220857620239,0.17233596742153168,75,relu,0.1,75,64,relu,50,relu,0.05,32,200,20,256,adam,1e-05
5,0.04390648379921913,0.04390648379921913,0.15788085758686066,0.058782849460840225,0.058782849460840225,0.17182277143001556,50,relu,0.1,50,32,relu,75,relu,0.0,64,200,20,256,adam,0.001
5,0.035355500876903534,0.035355500876903534,0.141146719455719,0.04748256132006645,0.04748256132006645,0.153482124209404,50,relu,0.1,75,64,relu,75,relu,0.05,64,200,20,256,adam,0.001
5,0.04849253222346306,0.04849253222346306,0.16575086116790771,0.06515080481767654,0.06515080481767654,0.18038837611675262,75,relu,0.1,50,32,relu,50,relu,0.05,32,200,20,256,adam,0.001
5,0.0532161109149456,0.0532161109149456,0.1746698021888733,0.07169606536626816,0.07169606536626816,0.19077253341674805,50,relu,0.05,75,32,relu,75,relu,0.1,32,200,20,256,adam,1e-05
5,0.044147610664367676,0.044147610664367676,0.15811869502067566,0.05990293622016907,0.05990293622016907,0.17251257598400116,50,relu,0.1,75,64,relu,75,relu,0.1,32,200,20,256,adam,0.0001
5,0.04540129378437996,0.04540129378437996,0.16116082668304443,0.06060532107949257,0.06060532107949257,0.17551922798156738,75,relu,0.1,75,64,relu,50,relu,0.1,64,200,20,256,adam,0.0001
5,0.03898908942937851,0.03898908942937851,0.14901147782802582,0.05260363593697548,0.05260363593697548,0.16216981410980225,50,relu,0.1,75,64,relu,50,relu,0.05,32,200,20,256,adam,1e-05
5,0.03614317625761032,0.03614317625761032,0.14194230735301971,0.048744358122348785,0.048744358122348785,0.15363821387290955,75,relu,0.1,75,64,relu,75,relu,0.1,32,200,20,256,adam,1e-05
5,0.03909515589475632,0.03909515589475632,0.14863350987434387,0.05293058976531029,0.05293058976531029,0.16215555369853973,75,relu,0.05,75,32,relu,50,relu,0.0,32,200,20,256,adam,0.001
5,0.04172618314623833,0.04172618314623833,0.15420760214328766,0.05609646067023277,0.05609646067023277,0.16795414686203003,50,relu,0.05,50,32,relu,75,relu,0.05,32,200,20,256,adam,1e-05
5,0.039322629570961,0.039322629570961,0.14809727668762207,0.05280875414609909,0.05280875414609909,0.16048762202262878,75,relu,0.05,50,32,relu,50,relu,0.1,64,200,20,256,adam,1e-05
5,0.03549495339393616,0.03549495339393616,0.1405029147863388,0.0475345142185688,0.0475345142185688,0.15184137225151062,75,relu,0.1,50,32,relu,50,relu,0.1,32,200,20,256,adam,0.0001
5,0.03844238445162773,0.03844238445162773,0.14819088578224182,0.05200511962175369,0.05200511962175369,0.16162118315696716,75,relu,0.05,50,64,relu,50,relu,0.05,32,200,20,256,adam,0.001
5,0.03468330204486847,0.03468330204486847,0.13811688125133514,0.04679057002067566,0.04679057002067566,0.14894576370716095,50,relu,0.1,50,32,relu,50,relu,0.0,32,200,20,256,adam,0.001
5,0.044460173696279526,0.044460173696279526,0.15899419784545898,0.05948532000184059,0.05948532000184059,0.17297539114952087,50,relu,0.1,50,64,relu,50,relu,0.05,64,200,20,256,adam,0.0001
5,0.0335674062371254,0.0335674062371254,0.13591888546943665,0.044407472014427185,0.044407472014427185,0.1457182615995407,75,relu,0.05,50,64,relu,50,relu,0.05,64,200,20,256,adam,1e-05
5,0.036053162068128586,0.036053162068128586,0.14248226583003998,0.048182833939790726,0.048182833939790726,0.15441572666168213,50,relu,0.1,50,32,relu,50,relu,0.1,64,200,20,256,adam,0.0001
5,0.043393995612859726,0.043393995612859726,0.15751582384109497,0.05828153342008591,0.05828153342008591,0.17165692150592804,50,relu,0.1,50,32,relu,75,relu,0.1,64,200,20,256,adam,0.0001
5,0.03470626473426819,0.03470626473426819,0.14010591804981232,0.04668336734175682,0.04668336734175682,0.15192736685276031,75,relu,0.1,50,32,relu,50,relu,0.1,64,200,20,256,adam,1e-05
5,0.038420069962739944,0.038420069962739944,0.14670683443546295,0.051696766167879105,0.051696766167879105,0.1589072197675705,75,relu,0.05,50,64,relu,75,relu,0.05,32,200,20,256,adam,0.001
5,0.04724392667412758,0.04724392667412758,0.16391147673130035,0.06372957676649094,0.06372957676649094,0.17877346277236938,50,relu,0.1,50,64,relu,75,relu,0.0,64,200,20,256,adam,1e-05
5,0.04205779731273651,0.04205779731273651,0.15545104444026947,0.05597551912069321,0.05597551912069321,0.1689855307340622,50,relu,0.05,50,64,relu,50,relu,0.05,32,200,20,256,adam,0.0001
5,0.03648810088634491,0.03648810088634491,0.14285483956336975,0.04912465438246727,0.04912465438246727,0.15507349371910095,75,relu,0.1,50,64,relu,50,relu,0.05,64,200,20,256,adam,0.0001
