round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,lstm_dim_1,lstm_activation,dropout_rate_1,lstm_dim_2,dense_dim_1,dense_activation,gru_dim,gru_activation,dropout_rate_2,dense_dim_2,epochs,batch_size,optimizer,lr
5,0.04016551002860069,0.04016551002860069,0.14684702455997467,0.03593851998448372,0.03593851998448372,0.13698610663414001,50,relu,0.1,75,64,relu,50,relu,0.05,64,5,256,adam,0.0001
5,0.043691664934158325,0.043691664934158325,0.1546994149684906,0.03932565823197365,0.03932565823197365,0.1455458104610443,75,relu,0.1,75,64,relu,50,relu,0.0,64,5,256,adam,0.001
