round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,first_gru_dim,gru_activation,first_dense_dim,first_dense_activation,batch_size,epochs,patience,optimizer,lr
356,0.00021089700749143958,0.00021089700749143958,0.006233317777514458,0.00018307825666852295,0.00018307825666852295,0.005590601358562708,50,relu,16,relu,256,200,20,adam,0.001
334,0.00020881753880530596,0.00020881753880530596,0.006170801352709532,0.0001799602177925408,0.0001799602177925408,0.005541103892028332,50,tanh,16,tanh,256,200,20,adam,0.001
392,0.00022004180937074125,0.00022004180937074125,0.006282820366322994,0.0001808762172004208,0.0001808762172004208,0.005485381465405226,50,tanh,64,elu,256,200,20,adam,0.001
215,0.0002142338635167107,0.0002142338635167107,0.006485620513558388,0.00018349150195717812,0.00018349150195717812,0.005671074613928795,50,tanh,32,elu,256,200,20,adam,0.001
498,0.00023192231310531497,0.00023192231310531497,0.006655081175267696,0.00018894474487751722,0.00018894474487751722,0.005845825653523207,50,relu,64,elu,256,200,20,adam,0.001
351,0.00023650474031455815,0.00023650474031455815,0.006654113531112671,0.0001878342591226101,0.0001878342591226101,0.005738138686865568,100,relu,32,relu,256,200,20,adam,1e-05
539,0.0002237384469481185,0.0002237384469481185,0.006464106496423483,0.00018281616212334484,0.00018281616212334484,0.005569686647504568,75,tanh,32,relu,256,200,20,adam,0.0001
259,0.00020019887597300112,0.00020019887597300112,0.006018307525664568,0.0001810381218092516,0.0001810381218092516,0.005676344037055969,100,relu,64,relu,256,200,20,adam,0.001
399,0.00022745749447494745,0.00022745749447494745,0.006553163286298513,0.0001856261515058577,0.0001856261515058577,0.0056914594024419785,75,tanh,64,tanh,256,200,20,adam,0.0001
574,0.00020643894094973803,0.00020643894094973803,0.006068969611078501,0.00018240517238155007,0.00018240517238155007,0.005519388243556023,100,tanh,64,relu,256,200,20,adam,1e-05
236,0.00022308937332127243,0.00022308937332127243,0.006506926845759153,0.00018270743021275848,0.00018270743021275848,0.005622168071568012,100,tanh,64,relu,256,200,20,adam,0.001
343,0.0002060638362308964,0.0002060638362308964,0.006150207947939634,0.00018142021144740283,0.00018142021144740283,0.0056715114042162895,100,tanh,64,tanh,256,200,20,adam,1e-05
419,0.0002216651482740417,0.0002216651482740417,0.0065327114425599575,0.0001887837570393458,0.0001887837570393458,0.0057755750603973866,75,tanh,64,relu,256,200,20,adam,0.0001
268,0.00021284836111590266,0.00021284836111590266,0.006621866021305323,0.00018484648899175227,0.00018484648899175227,0.0060335732996463776,50,tanh,32,tanh,256,200,20,adam,0.001
414,0.00021433911751955748,0.00021433911751955748,0.006347748916596174,0.00018653464212547988,0.00018653464212547988,0.005676637403666973,100,relu,32,relu,256,200,20,adam,0.001
392,0.00020652638340834528,0.00020652638340834528,0.0063518136739730835,0.0001794253767002374,0.0001794253767002374,0.005596708506345749,75,relu,32,tanh,256,200,20,adam,1e-05
241,0.00020901855896227062,0.00020901855896227062,0.006232492625713348,0.00017830073193181306,0.00017830073193181306,0.005636618472635746,50,tanh,32,elu,256,200,20,adam,1e-05
208,0.00021531798120122403,0.00021531798120122403,0.006222610827535391,0.00017655240662861615,0.00017655240662861615,0.005513407755643129,75,tanh,32,tanh,256,200,20,adam,0.0001
346,0.0002114344824803993,0.0002114344824803993,0.006289217155426741,0.00018059580179397017,0.00018059580179397017,0.005609483458101749,50,tanh,16,elu,256,200,20,adam,0.001
528,0.00022078343317843974,0.00022078343317843974,0.006424615625292063,0.00018965518393088132,0.00018965518393088132,0.0057109687477350235,75,tanh,16,relu,256,200,20,adam,0.001
517,0.0002241970505565405,0.0002241970505565405,0.006399380974471569,0.00018630715203471482,0.00018630715203471482,0.005625207908451557,75,relu,16,tanh,256,200,20,adam,1e-05
525,0.00022182927932590246,0.00022182927932590246,0.006389118265360594,0.00018486499902792275,0.00018486499902792275,0.005617819260805845,100,relu,16,relu,256,200,20,adam,0.0001
413,0.00022163393441587687,0.00022163393441587687,0.00639893114566803,0.0001854708098107949,0.0001854708098107949,0.00562238460406661,50,relu,32,elu,256,200,20,adam,0.0001
312,0.00021111889509484172,0.00021111889509484172,0.006320198066532612,0.00018575269496068358,0.00018575269496068358,0.005635527428239584,50,tanh,16,tanh,256,200,20,adam,0.0001
300,0.0002178278227802366,0.0002178278227802366,0.006420665420591831,0.00018559620366431773,0.00018559620366431773,0.0055613527074456215,50,relu,16,elu,256,200,20,adam,0.0001
521,0.0002185802295571193,0.0002185802295571193,0.006293298676609993,0.00018702159286476672,0.00018702159286476672,0.005547771696001291,50,relu,32,tanh,256,200,20,adam,0.0001
475,0.00020967675663996488,0.00020967675663996488,0.006212427280843258,0.00018521664605941623,0.00018521664605941623,0.005570224951952696,50,tanh,64,tanh,256,200,20,adam,0.001
543,0.0002159867581212893,0.0002159867581212893,0.0062972926534712315,0.0001844840298872441,0.0001844840298872441,0.00559648172929883,100,relu,32,tanh,256,200,20,adam,0.001
384,0.00022506444656755775,0.00022506444656755775,0.00655418261885643,0.0001884797093225643,0.0001884797093225643,0.005841211415827274,75,tanh,32,elu,256,200,20,adam,1e-05
419,0.00020987751486245543,0.00020987751486245543,0.006163957994431257,0.00018039804126601666,0.00018039804126601666,0.00548368226736784,50,tanh,64,relu,256,200,20,adam,1e-05
564,0.00021374346397351474,0.00021374346397351474,0.006278746761381626,0.00018330536840949208,0.00018330536840949208,0.005538604222238064,50,tanh,16,relu,256,200,20,adam,0.0001
230,0.0002187956852139905,0.0002187956852139905,0.006448088679462671,0.00017621381266508251,0.00017621381266508251,0.005654114298522472,100,tanh,16,tanh,256,200,20,adam,0.001
481,0.00025158002972602844,0.00025158002972602844,0.006947608664631844,0.00019839848391711712,0.00019839848391711712,0.005985565949231386,100,relu,32,tanh,256,200,20,adam,1e-05
288,0.00021824885334353894,0.00021824885334353894,0.006425114348530769,0.00017944454157259315,0.00017944454157259315,0.005740670021623373,50,tanh,16,elu,256,200,20,adam,1e-05
284,0.00021455378737300634,0.00021455378737300634,0.006305966060608625,0.0001794049167074263,0.0001794049167074263,0.005562436301261187,75,relu,16,relu,256,200,20,adam,0.001
351,0.00021517493587452918,0.00021517493587452918,0.006255907006561756,0.00018306532001588494,0.00018306532001588494,0.005575585179030895,50,tanh,64,tanh,256,200,20,adam,0.0001
228,0.00021449003543239087,0.00021449003543239087,0.0064409938640892506,0.00018014901434071362,0.00018014901434071362,0.005475238431245089,50,relu,64,tanh,256,200,20,adam,0.001
346,0.0002658731827978045,0.0002658731827978045,0.0072622946463525295,0.00019063612853642553,0.00019063612853642553,0.0060495613142848015,75,relu,64,relu,256,200,20,adam,0.0001
374,0.00021666685643140227,0.00021666685643140227,0.006377665791660547,0.00018573545094113797,0.00018573545094113797,0.005694777704775333,100,tanh,16,elu,256,200,20,adam,0.0001
383,0.00021278849453665316,0.00021278849453665316,0.006240989081561565,0.00018353360064793378,0.00018353360064793378,0.00558279687538743,50,relu,32,relu,256,200,20,adam,0.0001
357,0.0002001534594455734,0.0002001534594455734,0.006027678493410349,0.00018120305321644992,0.00018120305321644992,0.005595238413661718,75,tanh,16,tanh,256,200,20,adam,0.001
262,0.00020713974663522094,0.00020713974663522094,0.006239333190023899,0.00017739248869474977,0.00017739248869474977,0.005702893249690533,75,tanh,16,elu,256,200,20,adam,1e-05
252,0.0002056384109891951,0.0002056384109891951,0.006098522804677486,0.00018192932475358248,0.00018192932475358248,0.00558531703427434,50,relu,64,tanh,256,200,20,adam,1e-05
613,0.0002486780285835266,0.0002486780285835266,0.0068660820834338665,0.00019623053958639503,0.00019623053958639503,0.005776050966233015,75,tanh,64,tanh,256,200,20,adam,1e-05
70,0.000285699701635167,0.000285699701635167,0.007727292366325855,0.00020208269415888935,0.00020208269415888935,0.0063668591901659966,100,tanh,64,relu,256,200,20,adam,0.0001
374,0.00021321387612260878,0.00021321387612260878,0.0063267298974096775,0.00018459802959114313,0.00018459802959114313,0.005687947850674391,50,tanh,16,relu,256,200,20,adam,1e-05
354,0.00021000798733439296,0.00021000798733439296,0.006204348523169756,0.0001816835574572906,0.0001816835574572906,0.005546406377106905,100,tanh,16,elu,256,200,20,adam,1e-05
369,0.0002127425977960229,0.0002127425977960229,0.006249755155295134,0.00018205802189186215,0.00018205802189186215,0.005583259277045727,100,tanh,16,tanh,256,200,20,adam,0.0001
533,0.00022255223302636296,0.00022255223302636296,0.006475910544395447,0.0001856176822911948,0.0001856176822911948,0.005633778870105743,50,tanh,16,relu,256,200,20,adam,0.001
451,0.00019929229165427387,0.00019929229165427387,0.00604288699105382,0.00017992357606999576,0.00017992357606999576,0.005454634316265583,50,relu,64,tanh,256,200,20,adam,0.0001
362,0.0002137109258910641,0.0002137109258910641,0.006228398997336626,0.0001844734069891274,0.0001844734069891274,0.005554558243602514,50,tanh,32,tanh,256,200,20,adam,0.0001
322,0.0002147488994523883,0.0002147488994523883,0.006321154534816742,0.00018298288341611624,0.00018298288341611624,0.005648985039442778,75,relu,64,relu,256,200,20,adam,1e-05
393,0.0002333266456844285,0.0002333266456844285,0.006689229980111122,0.000191747909411788,0.000191747909411788,0.00582290580496192,50,relu,16,tanh,256,200,20,adam,0.001
381,0.00022422810434363782,0.00022422810434363782,0.006433048751205206,0.00018388385069556534,0.00018388385069556534,0.00563337467610836,100,tanh,32,elu,256,200,20,adam,0.001
155,0.00023026231792755425,0.00023026231792755425,0.006513943430036306,0.00018248795822728425,0.00018248795822728425,0.005643397569656372,100,relu,16,elu,256,200,20,adam,0.0001
371,0.00021822376584168524,0.00021822376584168524,0.00639215437695384,0.00018363680283073336,0.00018363680283073336,0.005670142360031605,75,relu,32,elu,256,200,20,adam,0.0001
397,0.00021909907809458673,0.00021909907809458673,0.0062972381711006165,0.0001832198613556102,0.0001832198613556102,0.00565705681219697,75,relu,16,elu,256,200,20,adam,0.0001
267,0.0002242753398604691,0.0002242753398604691,0.006680822465568781,0.00018116710998583585,0.00018116710998583585,0.005808909423649311,50,tanh,64,elu,256,200,20,adam,0.0001
421,0.00022481204359792173,0.00022481204359792173,0.0064102536998689175,0.000184711636393331,0.000184711636393331,0.0056129079312086105,75,tanh,16,elu,256,200,20,adam,0.001
318,0.00021781411487609148,0.00021781411487609148,0.006467937491834164,0.00018605051445774734,0.00018605051445774734,0.005644968710839748,100,tanh,32,elu,256,200,20,adam,0.0001
408,0.00020950249745510519,0.00020950249745510519,0.00614527752622962,0.00018100347369909286,0.00018100347369909286,0.005511299706995487,75,relu,16,tanh,256,200,20,adam,0.0001
397,0.0002174149121856317,0.0002174149121856317,0.006399438716471195,0.00018206689856015146,0.00018206689856015146,0.005541028920561075,50,relu,16,relu,256,200,20,adam,1e-05
466,0.00021582003682851791,0.00021582003682851791,0.006302484776824713,0.00018212973373010755,0.00018212973373010755,0.005558776203542948,50,tanh,32,relu,256,200,20,adam,0.001
336,0.00021103945618961006,0.00021103945618961006,0.006261857226490974,0.00017959495016839355,0.00017959495016839355,0.005506428889930248,75,tanh,16,relu,256,200,20,adam,0.0001
230,0.00022357850684784353,0.00022357850684784353,0.006436862517148256,0.0001825617509894073,0.0001825617509894073,0.005554002244025469,75,relu,64,tanh,256,200,20,adam,0.001
493,0.00023504646378569305,0.00023504646378569305,0.006646601017564535,0.0001837013114709407,0.0001837013114709407,0.005662867799401283,100,tanh,16,tanh,256,200,20,adam,1e-05
537,0.0002292125136591494,0.0002292125136591494,0.00651919562369585,0.00018904119497165084,0.00018904119497165084,0.005712691228836775,100,tanh,64,elu,256,200,20,adam,0.0001
431,0.0002295711892656982,0.0002295711892656982,0.006580626592040062,0.0001814601564547047,0.0001814601564547047,0.005970478989183903,75,tanh,32,tanh,256,200,20,adam,1e-05
295,0.0001997776998905465,0.0001997776998905465,0.00620205607265234,0.0001788138906704262,0.0001788138906704262,0.005792298819869757,75,relu,64,elu,256,200,20,adam,0.001
421,0.00020286474318709224,0.00020286474318709224,0.006073914002627134,0.0001828811946325004,0.0001828811946325004,0.005503484513610601,75,tanh,32,relu,256,200,20,adam,1e-05
220,0.00021871876379009336,0.00021871876379009336,0.006271604914218187,0.00018061247828882188,0.00018061247828882188,0.005562308244407177,100,tanh,16,relu,256,200,20,adam,0.001
333,0.00022811818053014576,0.00022811818053014576,0.006510732229799032,0.00018263635865878314,0.00018263635865878314,0.00556564424186945,75,tanh,64,tanh,256,200,20,adam,0.001
