,first_conv_dim,first_conv_activation,first_conv_kernel,first_lstm_dim,first_dense_dim,first_dense_activation,batch_size,patience,epochs,optimizer,lr,momentum,decay
0,64,relu,5,75,16,relu,256,50,200,adam,0.0001,0.9,0.001
