,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.030262160301208495,0.012499435756692871,0.0019516944885253906,0.00030882897026646746,10,{'n_estimators': 10},-0.21420737738141063,-0.1341079146224421,-0.14459657026044898,-0.16232944096440932,-0.156716322508163,-0.17736010974396582,-0.16248670966082948,-0.1299144718640679,-0.1766651452285872,-0.15871010632627627,-0.16170941685606008,0.02307635217786191,2
1,0.0611785888671875,0.026459335616118317,0.0035687923431396485,0.0007683730368041168,20,{'n_estimators': 20},-0.21445659157005187,-0.13593284478406392,-0.14504013522797174,-0.16023710173221628,-0.15022817889050274,-0.17692098005563028,-0.15875097276942945,-0.13059877886698507,-0.17336935343881865,-0.14942406279525,-0.15949590001309205,0.023031393607381344,1
