,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_feed_forward,params_hidden_size,params_input_chunk_length,params_lr,params_lstm_layers,params_n_epochs,params_num_attention_heads,params_optimizer,params_output_chunk_length,system_attrs_grid_id,system_attrs_search_space,state
216,216,0.24622559547424316,2022-08-12 15:44:32.143386,2022-08-12 15:47:13.607920,0 days 00:02:41.464534,256,0.1,GatedResidualNetwork,64,30,1e-05,4,1000,7,adam,1,495,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
217,217,0.05155518278479576,2022-08-12 15:47:13.608856,2022-08-12 15:51:13.289227,0 days 00:03:59.680371,256,0.05,GatedResidualNetwork,32,30,1e-05,4,1000,5,adam,1,253,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
218,218,0.03593721613287926,2022-08-12 15:51:13.290115,2022-08-12 15:54:31.431826,0 days 00:03:18.141711,256,0.05,GatedResidualNetwork,128,30,0.0001,4,1000,5,adam,1,365,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
219,219,0.20018620789051056,2022-08-12 15:54:31.432715,2022-08-12 16:07:09.132200,0 days 00:12:37.699485,256,0.05,GatedResidualNetwork,64,30,0.0001,1,1000,5,adam,1,305,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
220,220,0.26758530735969543,2022-08-12 16:07:09.133075,2022-08-12 16:11:12.956680,0 days 00:04:03.823605,256,0.05,GatedResidualNetwork,64,30,0.0001,2,1000,6,adam,1,310,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
221,221,0.29955363273620605,2022-08-12 16:11:12.957617,2022-08-12 16:13:43.164663,0 days 00:02:30.207046,256,0.05,GatedResidualNetwork,32,30,1e-05,4,1000,6,adam,1,254,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
222,222,0.03898501768708229,2022-08-12 16:13:43.165540,2022-08-12 16:25:21.455863,0 days 00:11:38.290323,256,0.0,GatedResidualNetwork,16,30,0.0001,2,1000,5,adam,1,21,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
223,223,0.03938940539956093,2022-08-12 16:25:21.456746,2022-08-12 16:31:36.574644,0 days 00:06:15.117898,256,0.05,GatedResidualNetwork,16,30,1e-05,2,1000,5,adam,1,197,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
224,224,0.17212872207164764,2022-08-12 16:31:36.575524,2022-08-12 16:38:44.204953,0 days 00:07:07.629429,256,0.0,GatedResidualNetwork,16,30,0.0001,4,1000,7,adam,1,31,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
225,225,0.04702230542898178,2022-08-12 16:38:44.205842,2022-08-12 16:47:25.807062,0 days 00:08:41.601220,256,0.05,GatedResidualNetwork,128,30,0.0001,1,1000,5,adam,1,353,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
226,226,0.23181766271591187,2022-08-12 16:47:25.807947,2022-08-12 16:55:19.017661,0 days 00:07:53.209714,256,0.1,GatedResidualNetwork,64,30,0.001,4,1000,6,adam,1,526,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
227,227,0.048671655356884,2022-08-12 16:55:19.018551,2022-08-12 16:59:31.880588,0 days 00:04:12.862037,256,0.1,GatedResidualNetwork,32,30,0.001,3,1000,7,adam,1,475,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
228,228,0.035896528512239456,2022-08-12 16:59:31.881468,2022-08-12 17:04:35.817400,0 days 00:05:03.935932,256,0.0,GatedResidualNetwork,128,30,0.001,4,1000,4,adam,1,188,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
229,229,0.030468720942735672,2022-08-12 17:04:35.818292,2022-08-12 17:08:21.093260,0 days 00:03:45.274968,256,0.1,GatedResidualNetwork,64,30,0.0001,3,1000,7,adam,1,507,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
230,230,0.05182863026857376,2022-08-12 17:08:21.094140,2022-08-12 17:16:45.875710,0 days 00:08:24.781570,256,0.05,GatedResidualNetwork,16,30,1e-05,3,1000,6,adam,1,202,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
231,231,0.019859198480844498,2022-08-12 17:16:45.876617,2022-08-12 17:22:00.769364,0 days 00:05:14.892747,256,0.05,GatedResidualNetwork,64,30,0.001,3,1000,7,adam,1,331,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
232,232,0.02589867264032364,2022-08-12 17:22:00.770248,2022-08-12 17:27:30.689537,0 days 00:05:29.919289,256,0.05,GatedResidualNetwork,64,30,0.0001,3,1000,7,adam,1,315,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
233,233,0.2523815333843231,2022-08-12 17:27:30.690447,2022-08-12 17:31:33.564461,0 days 00:04:02.874014,256,0.0,GatedResidualNetwork,128,30,0.001,1,1000,7,adam,1,179,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
234,234,0.04831095039844513,2022-08-12 17:31:33.565352,2022-08-12 17:35:01.969706,0 days 00:03:28.404354,256,0.05,GatedResidualNetwork,16,30,0.001,3,1000,4,adam,1,232,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
235,235,0.04700933396816254,2022-08-12 17:35:01.970624,2022-08-12 17:43:29.301602,0 days 00:08:27.330978,256,0.05,GatedResidualNetwork,128,30,1e-05,1,1000,5,adam,1,337,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
236,236,0.03300122916698456,2022-08-12 17:43:29.302493,2022-08-12 17:47:58.914752,0 days 00:04:29.612259,256,0.05,GatedResidualNetwork,32,30,0.001,1,1000,6,adam,1,274,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
237,237,0.03806409239768982,2022-08-12 17:47:58.915657,2022-08-12 18:00:22.449766,0 days 00:12:23.534109,256,0.0,GatedResidualNetwork,32,30,0.0001,2,1000,7,adam,1,71,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
238,238,0.057124458253383636,2022-08-12 18:00:22.450653,2022-08-12 18:07:04.048496,0 days 00:06:41.597843,256,0.1,GatedResidualNetwork,16,30,0.001,4,1000,5,adam,1,429,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
239,239,0.17106281220912933,2022-08-12 18:07:04.049384,2022-08-12 18:13:11.352295,0 days 00:06:07.302911,256,0.0,GatedResidualNetwork,64,30,0.001,1,1000,5,adam,1,129,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
240,240,0.028160272166132927,2022-08-12 18:13:11.353182,2022-08-12 18:23:44.700430,0 days 00:10:33.347248,256,0.0,GatedResidualNetwork,32,30,1e-05,1,1000,6,adam,1,50,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
241,241,0.27725332975387573,2022-08-12 18:23:44.701333,2022-08-12 18:27:47.048175,0 days 00:04:02.346842,256,0.05,GatedResidualNetwork,64,30,1e-05,2,1000,6,adam,1,294,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
242,242,0.04242982715368271,2022-08-12 18:27:47.049062,2022-08-12 18:40:55.455251,0 days 00:13:08.406189,256,0.0,GatedResidualNetwork,16,30,0.001,3,1000,7,adam,1,43,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
243,243,0.031052112579345703,2022-08-12 18:40:55.456157,2022-08-12 18:50:49.736879,0 days 00:09:54.280722,256,0.05,GatedResidualNetwork,16,30,0.0001,1,1000,7,adam,1,211,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
244,244,0.025135036557912827,2022-08-12 18:50:49.737759,2022-08-12 18:56:29.091605,0 days 00:05:39.353846,256,0.0,GatedResidualNetwork,64,30,0.0001,3,1000,5,adam,1,121,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
245,245,0.0540018230676651,2022-08-12 18:56:29.092509,2022-08-12 18:59:42.416110,0 days 00:03:13.323601,256,0.1,GatedResidualNetwork,128,30,0.001,3,1000,4,adam,1,568,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
246,246,0.03869709372520447,2022-08-12 18:59:42.417007,2022-08-12 19:11:45.655151,0 days 00:12:03.238144,256,0.05,GatedResidualNetwork,16,30,0.0001,2,1000,7,adam,1,215,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
247,247,0.26826390624046326,2022-08-12 19:11:45.656083,2022-08-12 19:15:29.559661,0 days 00:03:43.903578,256,0.1,GatedResidualNetwork,128,30,0.001,1,1000,4,adam,1,560,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
248,248,0.2947353422641754,2022-08-12 19:15:29.560560,2022-08-12 19:19:05.515425,0 days 00:03:35.954865,256,0.05,GatedResidualNetwork,64,30,0.001,3,1000,4,adam,1,328,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
249,249,0.11581943184137344,2022-08-12 19:19:05.516354,2022-08-12 19:27:08.299880,0 days 00:08:02.783526,256,0.0,GatedResidualNetwork,16,30,1e-05,3,1000,6,adam,1,10,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
250,250,0.2644983232021332,2022-08-12 19:27:08.300828,2022-08-12 19:32:44.259381,0 days 00:05:35.958553,256,0.0,GatedResidualNetwork,64,30,0.0001,2,1000,6,adam,1,118,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
251,251,0.053685009479522705,2022-08-12 19:32:44.260274,2022-08-12 19:40:33.897253,0 days 00:07:49.636979,256,0.0,GatedResidualNetwork,32,30,1e-05,3,1000,6,adam,1,58,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
252,252,0.226620152592659,2022-08-12 19:40:33.898147,2022-08-12 19:44:03.328179,0 days 00:03:29.430032,256,0.0,GatedResidualNetwork,32,30,0.001,1,1000,7,adam,1,83,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
253,253,0.29136380553245544,2022-08-12 19:44:03.329066,2022-08-12 19:54:41.963105,0 days 00:10:38.634039,256,0.05,GatedResidualNetwork,64,30,0.001,4,1000,6,adam,1,334,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
254,254,0.05321460962295532,2022-08-12 19:54:41.963990,2022-08-12 19:57:14.334340,0 days 00:02:32.370350,256,0.1,GatedResidualNetwork,128,30,0.0001,4,1000,4,adam,1,556,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
255,255,0.05719476565718651,2022-08-12 19:57:14.335223,2022-08-12 20:03:11.794834,0 days 00:05:57.459611,256,0.1,GatedResidualNetwork,16,30,0.001,1,1000,6,adam,1,418,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
256,256,0.025025056675076485,2022-08-12 20:03:11.795720,2022-08-12 20:08:31.440973,0 days 00:05:19.645253,256,0.0,GatedResidualNetwork,64,30,0.0001,2,1000,5,adam,1,117,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
257,257,0.05307357385754585,2022-08-12 20:08:31.441870,2022-08-12 20:13:36.529021,0 days 00:05:05.087151,256,0.05,GatedResidualNetwork,16,30,0.001,4,1000,7,adam,1,239,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
258,258,0.26048368215560913,2022-08-12 20:13:36.529909,2022-08-12 20:18:05.738030,0 days 00:04:29.208121,256,0.05,GatedResidualNetwork,64,30,1e-05,4,1000,7,adam,1,303,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
259,259,0.034720100462436676,2022-08-12 20:18:05.738924,2022-08-12 20:21:34.206916,0 days 00:03:28.467992,256,0.0,GatedResidualNetwork,16,30,0.001,1,1000,4,adam,1,32,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
