,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_degree,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0012053966522216797,0.00037759105123593047,0.000495457649230957,0.00017775938130142155,2,linear,"{'degree': 2, 'kernel': 'linear'}",-0.0059799123450071595,-0.0030303110655448546,-0.0032478304378657885,-0.004553912731076087,-0.0025721065894016553,-0.0015714683690676553,-0.0020750094318988653,-0.0016001676572097467,-0.0013761017509666983,-0.0009004143162110892,-0.00269072346942496,0.001499485925905891,1
1,0.8712496280670166,0.7833966737672405,0.0007079601287841797,0.0001494527847237684,2,poly,"{'degree': 2, 'kernel': 'poly'}",-0.004690594357455575,-0.003778855805859863,-0.0038698435433736655,-0.0040478470375805604,-0.004658754642042751,-0.005295708938098026,-0.005108845618786595,-0.005202950215072129,-0.005792100158114104,-0.006767280872983448,-0.004921278118936672,0.0008784324221395823,2
