,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.014193058013916016,0.03690389201095279,0.0005249500274658204,0.00010880864979046837,0.1,2,auto,linear,"{'C': 0.1, 'degree': 2, 'gamma': 'auto', 'kernel': 'linear'}",-0.0015487418575569573,-0.009681790097361075,-0.15985293746665402,-0.0016835935335439717,-0.0052710225272818885,-0.003263408826516928,-0.002641739282413036,-0.004542541499487367,-0.004930574473798251,-0.0031789948602226354,-0.01965953444248361,0.04678399553063933,275
1,0.004808640480041504,0.0034359264534883213,0.000800013542175293,0.00030345169432967133,0.1,2,auto,poly,"{'C': 0.1, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly'}",-0.0015487418575569573,-0.009681790097361075,-0.18724474011201048,-0.008725905371770057,-0.0007556537904563592,-0.0034705681098034413,-0.004212897539911763,-0.0008021418888017472,-0.00018737592456218364,-0.003774332187978531,-0.022040414688021263,0.055154654812583505,410
2,0.0014576673507690429,0.0007354942549421382,0.0004173755645751953,7.444100041085577e-05,0.1,2,auto,rbf,"{'C': 0.1, 'degree': 2, 'gamma': 'auto', 'kernel': 'rbf'}",-0.0015487418575569573,-0.009681790097361075,-0.1642587711872131,-0.0015025116098558164,-0.003988676582900352,-0.002473466374693148,-0.002042961992117715,-0.0033300664215170873,-0.003365281420622366,-0.0022007020413280167,-0.019439296958516563,0.048325907412965496,257
3,0.002717447280883789,0.001648968011492486,0.00042531490325927737,8.067497455809156e-05,0.1,2,auto,sigmoid,"{'C': 0.1, 'degree': 2, 'gamma': 'auto', 'kernel': 'sigmoid'}",-0.0015487418575569573,-0.009681790097361075,-0.16005073664345199,-0.003101766458451522,-0.006713196124214779,-0.004803974765662446,-0.004339787899050529,-0.006235151146337724,-0.006399838180160306,-0.0045568265028675696,-0.020743180967511488,0.04648309153948669,356
4,0.0014333009719848632,0.0007599890482415868,0.0003631114959716797,3.555283909676193e-05,0.1,2,0.1,linear,"{'C': 0.1, 'degree': 2, 'gamma': 0.1, 'kernel': 'linear'}",-0.0015487418575569573,-0.009681790097361075,-0.15985293746665402,-0.0016835935335439717,-0.0052710225272818885,-0.003263408826516928,-0.002641739282413036,-0.004542541499487367,-0.004930574473798251,-0.0031789948602226354,-0.01965953444248361,0.04678399553063933,275
5,0.010258722305297851,0.007883902218332265,0.0014038324356079102,0.0007662431701745886,0.1,2,0.1,poly,"{'C': 0.1, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",-0.0015487418575569573,-0.009681790097361075,-0.1949744673730801,-0.042551649908413744,-0.001372203962593959,-0.009986182809073891,-0.012547422114641786,-0.0016752369603743684,-0.0015753158671139567,-0.012533266240010768,-0.028844627719022065,0.05658896660111157,454
6,0.0046128988265991214,0.0030877965826791197,0.0007681131362915039,0.0003083796455221108,0.1,2,0.1,rbf,"{'C': 0.1, 'degree': 2, 'gamma': 0.1, 'kernel': 'rbf'}",-0.0015487418575569573,-0.009681790097361075,-0.18573176598942842,-0.001187271521233625,-0.003569017650761457,-0.0018265029654392407,-0.001188640473584768,-0.002726224369202816,-0.0031240534625415874,-0.002101084967843526,-0.021268509335495348,0.05487206275705964,374
7,0.007382631301879883,0.005160685122921446,0.0010607242584228516,0.0005020292898154861,0.1,2,0.1,sigmoid,"{'C': 0.1, 'degree': 2, 'gamma': 0.1, 'kernel': 'sigmoid'}",-0.0015487418575569573,-0.009681790097361075,-0.19030924415171016,-0.0027362321844209463,-0.0026615952307558906,-0.0014976407203905252,-0.001110789842768579,-0.001800942688196654,-0.002157405895548247,-0.002351106046021976,-0.0215855488714731,0.05629019293051318,401
8,0.0013946056365966796,0.0007495960145382474,0.00034351348876953124,4.112755733836545e-05,0.1,2,1,linear,"{'C': 0.1, 'degree': 2, 'gamma': 1, 'kernel': 'linear'}",-0.0015487418575569573,-0.009681790097361075,-0.15985293746665402,-0.0016835935335439717,-0.0052710225272818885,-0.003263408826516928,-0.002641739282413036,-0.004542541499487367,-0.004930574473798251,-0.0031789948602226354,-0.01965953444248361,0.04678399553063933,275
9,0.004632091522216797,0.0033698729378227456,0.0007293939590454102,0.0003007887518322492,0.1,2,1,poly,"{'C': 0.1, 'degree': 2, 'gamma': 1, 'kernel': 'poly'}",-0.0015487418575569573,-0.009681790097361075,-0.18724474011201048,-0.008725905371770057,-0.0007556537904563592,-0.0034705681098034413,-0.004212897539911763,-0.0008021418888017472,-0.00018737592456218364,-0.003774332187978531,-0.022040414688021263,0.055154654812583505,410
