round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim
1,1.565657138824463,1.6349499225616455,1.0108968019485474,1.3298336267471313,1.6926047801971436,1.02254319190979,256,0.0001,glorot_uniform,2000,relu,64,3,<function relu at 0x7f8d94c1e550>,32,1e-05,0.9,adam,50,32
1,1.4951441287994385,1.8161453008651733,1.0663659572601318,1.3737564086914062,1.9484202861785889,1.1059293746948242,256,0.0001,he_normal,2000,relu,32,5,<function relu at 0x7f8d94c1e550>,64,1e-05,0.9,adam,50,32
1,1.4954429864883423,1.8243589401245117,1.0636273622512817,1.3736048936843872,2.022501230239868,1.124197006225586,256,0.001,he_normal,2000,relu,64,3,<function relu at 0x7f8d94c1e550>,32,1e-05,0.9,adam,50,16
1,1.5243940353393555,1.7681543827056885,1.0432177782058716,1.3589640855789185,1.8849592208862305,1.070162296295166,256,0.0001,he_normal,2000,relu,64,11,<function relu at 0x7f8d94c1e550>,64,1e-05,0.9,rmsprop,50,32
1,1.4757986068725586,2.001708745956421,1.1198159456253052,1.33713960647583,1.7203190326690674,1.0562490224838257,512,0.0001,glorot_uniform,2000,relu,128,7,<function relu at 0x7f8d94c1e550>,64,1e-05,0.9,rmsprop,50,16
