round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,first_lstm_dim,lr,momentum,optimizer,patience
1,1.8639843463897705,2.397434711456299,1.210429310798645,1.9468495845794678,2.7344770431518555,1.2791755199432373,1024,1e-05,glorot_uniform,2,relu,64,3,<function relu at 0x7f9db5539430>,32,64,1e-05,0.99,rmsprop,50
1,3.169991970062256,2.13547420501709,1.1724807024002075,2.44354510307312,1.6659806966781616,1.0458388328552246,512,0.0001,glorot_uniform,2,tanh,32,5,<function tanh at 0x7f9db5539670>,16,16,0.001,0.9,adam,50
1,2.007140874862671,2.21537709236145,1.1806472539901733,1.509140968322754,2.3106610774993896,1.1987571716308594,1024,1e-05,glorot_uniform,2,relu,32,11,<function relu at 0x7f9db5539430>,32,16,0.0001,0.99,adam,50
1,2.0821938514709473,3.5894978046417236,1.4814211130142212,1.6094146966934204,2.391080617904663,1.2011021375656128,512,1e-05,glorot_uniform,2,tanh,32,3,<function relu at 0x7f9db5539430>,32,16,1e-05,0.99,rmsprop,50
1,2.417984962463379,1.9963172674179077,1.1116842031478882,1.6299147605895996,1.8355863094329834,1.0740232467651367,256,0.0001,glorot_uniform,2,relu,64,5,<function tanh at 0x7f9db5539670>,16,64,0.001,0.99,rmsprop,50
