round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,first_lstm_dim,lr,momentum,optimizer,patience
1,2.3768224716186523,2.1388044357299805,1.1499241590499878,1.7839852571487427,1.8530511856079102,1.058361530303955,256,0.0001,he_normal,2,tanh,64,7,<function relu at 0x7fac60e38550>,64,64,0.001,0.99,rmsprop,50
1,15.924845695495605,1.968483328819275,1.1297123432159424,8.120989799499512,1.2146626710891724,0.9405292272567749,512,1e-05,glorot_uniform,2,tanh,128,11,<function relu at 0x7fac60e38550>,32,16,0.001,0.9,rmsprop,50
1,6.879429340362549,2.084994077682495,1.1442312002182007,6.3070549964904785,1.7845089435577393,1.0591425895690918,1024,1e-05,he_normal,2,relu,64,3,<function relu at 0x7fac60e38550>,64,16,1e-05,0.9,rmsprop,50
1,2.084073543548584,2.4254541397094727,1.2104558944702148,2.702357769012451,3.823559522628784,1.5304253101348877,256,0.0001,he_normal,2,tanh,64,11,<function tanh at 0x7fac60e38790>,16,32,0.001,0.99,rmsprop,50
1,2.608797788619995,2.112887382507324,1.1235092878341675,2.116563081741333,1.8367003202438354,1.097964882850647,256,0.001,glorot_uniform,2,tanh,64,11,<function tanh at 0x7fac60e38790>,16,16,0.0001,0.9,adam,50
