round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,lr,momentum,optimizer,patience,second_lstm_dim
1,1.4682999849319458,1.8840224742889404,1.0882710218429565,1.3453177213668823,1.7658846378326416,1.0589661598205566,512,0.0001,he_normal,2000,relu,128,5,<function relu at 0x7f9624d38550>,32,1e-05,0.9,rmsprop,50,32
1,1.459992527961731,2.061147689819336,1.1319283246994019,1.343392014503479,1.8271362781524658,1.0715835094451904,512,0.001,he_normal,2000,relu,64,11,<function relu at 0x7f9624d38550>,64,0.001,0.9,adam,50,64
1,1.4773939847946167,2.0266053676605225,1.1220861673355103,1.34895658493042,1.7970714569091797,1.06545090675354,512,0.001,he_normal,2000,relu,128,7,<function relu at 0x7f9624d38550>,64,0.001,0.9,adam,50,32
1,1.541880488395691,1.499918818473816,0.9701773524284363,1.3285874128341675,1.74302339553833,1.0465812683105469,256,0.0001,glorot_uniform,2000,relu,64,5,<function relu at 0x7f9624d38550>,16,0.001,0.9,rmsprop,50,64
1,1.4970158338546753,1.871752381324768,1.0834046602249146,1.3442572355270386,1.8426305055618286,1.0737155675888062,512,0.001,he_normal,2000,relu,128,7,<function relu at 0x7f9624d38550>,16,0.0001,0.9,adam,50,32
