round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,decay,dense_kernel_init,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,first_lstm_dim,lr,momentum,optimizer,patience
1,7.304038047790527,1.7417926788330078,1.0726958513259888,3.440011739730835,1.2169561386108398,0.8881720304489136,1024,1e-05,glorot_uniform,2,tanh,128,11,<function relu at 0x7f9169c38550>,16,16,0.0001,0.9,adam,50
1,5.890279293060303,1.2725331783294678,0.917458713054657,5.522565841674805,1.148102045059204,0.8621988296508789,1024,0.0001,glorot_uniform,2,tanh,32,5,<function relu at 0x7f9169c38550>,32,64,0.001,0.9,rmsprop,50
1,5.274514675140381,2.487147808074951,1.2704589366912842,3.9552671909332275,2.3164424896240234,1.2335959672927856,512,0.001,he_normal,2,tanh,32,5,<function relu at 0x7f9169c38550>,64,32,0.0001,0.9,rmsprop,50
1,13.565523147583008,3.0833957195281982,1.4764736890792847,6.6455159187316895,2.2797892093658447,1.2755980491638184,512,0.001,he_normal,2,tanh,32,3,<function tanh at 0x7f9169c38790>,16,16,0.0001,0.9,adam,50
1,3.9071085453033447,1.6990777254104614,1.0186750888824463,3.285576105117798,1.7380253076553345,1.0258177518844604,1024,0.001,he_normal,2,tanh,128,7,<function tanh at 0x7f9169c38790>,32,32,0.0001,0.99,adam,50
