round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,first_conv_dim,first_conv_kernel,first_conv_activation,first_lstm_dim,first_dense_dim,first_dense_activation,batch_size,epochs,patience,optimizer,lr
5,0.04240497574210167,0.04240497574210167,0.15457502007484436,0.03628963977098465,0.03628963977098465,0.14255858957767487,32,7,tanh,50,16,relu,256,5,50,adam,0.0001
5,0.047907646745443344,0.047907646745443344,0.16302192211151123,0.04161638393998146,0.04161638393998146,0.15163202583789825,32,7,tanh,50,16,relu,256,5,50,adam,1e-05
5,0.05036957934498787,0.05036957934498787,0.16941456496715546,0.04432429000735283,0.04432429000735283,0.1588922142982483,32,7,tanh,50,16,tanh,256,5,50,adam,0.001
5,0.06426478177309036,0.06426478177309036,0.1927984654903412,0.05742574855685234,0.05742574855685234,0.18226313591003418,32,7,tanh,50,16,tanh,256,5,50,adam,0.0001
5,0.0379779227077961,0.0379779227077961,0.14617301523685455,0.03273550420999527,0.03273550420999527,0.13568240404129028,32,7,tanh,50,16,tanh,256,5,50,adam,1e-05
5,0.041095487773418427,0.041095487773418427,0.1517396867275238,0.035547513514757156,0.035547513514757156,0.14074526727199554,32,7,tanh,50,32,relu,256,5,50,adam,0.001
5,0.0806015208363533,0.0806015208363533,0.21321874856948853,0.06971216201782227,0.06971216201782227,0.19739402830600739,32,7,tanh,50,32,relu,256,5,50,adam,0.0001
5,0.04927680268883705,0.04927680268883705,0.16803662478923798,0.043339379131793976,0.043339379131793976,0.1575183868408203,32,7,tanh,50,32,relu,256,5,50,adam,1e-05
5,0.050583530217409134,0.050583530217409134,0.16966652870178223,0.04466313123703003,0.04466313123703003,0.15929795801639557,32,7,tanh,50,32,tanh,256,5,50,adam,0.001
5,0.03734615817666054,0.03734615817666054,0.1446465700864792,0.03260158374905586,0.03260158374905586,0.1351323425769806,32,7,tanh,50,32,tanh,256,5,50,adam,0.0001
5,0.030602838844060898,0.030602838844060898,0.1300269514322281,0.026221951469779015,0.026221951469779015,0.1202101856470108,32,7,tanh,50,32,tanh,256,5,50,adam,1e-05
5,0.05493762716650963,0.05493762716650963,0.17695918679237366,0.048413291573524475,0.048413291573524475,0.16599871218204498,32,7,tanh,50,64,relu,256,5,50,adam,0.001
5,0.049972303211688995,0.049972303211688995,0.16798432171344757,0.04337064549326897,0.04337064549326897,0.1563633531332016,32,7,tanh,50,64,relu,256,5,50,adam,0.0001
5,0.04240985959768295,0.04240985959768295,0.151544988155365,0.035776734352111816,0.035776734352111816,0.1384388506412506,32,7,tanh,50,64,relu,256,5,50,adam,1e-05
5,0.04744211211800575,0.04744211211800575,0.16381120681762695,0.04150647670030594,0.04150647670030594,0.15284757316112518,32,7,tanh,50,64,tanh,256,5,50,adam,0.001
5,0.06923451274633408,0.06923451274633408,0.19971656799316406,0.06134793162345886,0.06134793162345886,0.18789280951023102,32,7,tanh,50,64,tanh,256,5,50,adam,0.0001
5,0.05261433869600296,0.05261433869600296,0.17265202105045319,0.046040188521146774,0.046040188521146774,0.16118387877941132,32,7,tanh,50,64,tanh,256,5,50,adam,1e-05
5,0.04271133616566658,0.04271133616566658,0.1550384759902954,0.03728707879781723,0.03728707879781723,0.14471466839313507,32,7,tanh,75,16,relu,256,5,50,adam,0.001
5,0.04813108593225479,0.04813108593225479,0.1652383804321289,0.042078498750925064,0.042078498750925064,0.15419109165668488,32,7,tanh,75,16,relu,256,5,50,adam,0.0001
5,0.04367470368742943,0.04367470368742943,0.15624752640724182,0.03786061331629753,0.03786061331629753,0.14522580802440643,32,7,tanh,75,16,relu,256,5,50,adam,1e-05
5,0.05110521242022514,0.05110521242022514,0.172634556889534,0.04518852382898331,0.04518852382898331,0.16250865161418915,32,7,tanh,75,16,tanh,256,5,50,adam,0.001
5,0.06206189841032028,0.06206189841032028,0.18839560449123383,0.05510551482439041,0.05510551482439041,0.1775941252708435,32,7,tanh,75,16,tanh,256,5,50,adam,0.0001
5,0.03550700470805168,0.03550700470805168,0.14087602496147156,0.03052423894405365,0.03052423894405365,0.1303369104862213,32,7,tanh,75,16,tanh,256,5,50,adam,1e-05
5,0.04939932003617287,0.04939932003617287,0.16616791486740112,0.04267480596899986,0.04267480596899986,0.15366575121879578,32,7,tanh,75,32,relu,256,5,50,adam,0.001
5,0.030405087396502495,0.030405087396502495,0.13026945292949677,0.0259358249604702,0.0259358249604702,0.12005889415740967,32,7,tanh,75,32,relu,256,5,50,adam,0.0001
5,0.05283606797456741,0.05283606797456741,0.17356152832508087,0.046148791909217834,0.046148791909217834,0.1621370166540146,32,7,tanh,75,32,relu,256,5,50,adam,1e-05
5,0.03277290239930153,0.03277290239930153,0.13175037503242493,0.02705756016075611,0.02705756016075611,0.11812368780374527,32,7,tanh,75,32,tanh,256,5,50,adam,0.001
5,0.028718434274196625,0.028718434274196625,0.12634041905403137,0.024200748652219772,0.024200748652219772,0.11555041372776031,32,7,tanh,75,32,tanh,256,5,50,adam,0.0001
5,0.030587635934352875,0.030587635934352875,0.12804211676120758,0.02554752118885517,0.02554752118885517,0.1165524274110794,32,7,tanh,75,32,tanh,256,5,50,adam,1e-05
5,0.0515461340546608,0.0515461340546608,0.17243430018424988,0.045820388942956924,0.045820388942956924,0.1628040373325348,32,7,tanh,75,64,relu,256,5,50,adam,0.001
5,0.058250270783901215,0.058250270783901215,0.18282610177993774,0.051582079380750656,0.051582079380750656,0.17196877300739288,32,7,tanh,75,64,relu,256,5,50,adam,0.0001
5,0.0622563473880291,0.0622563473880291,0.18702831864356995,0.054287053644657135,0.054287053644657135,0.17393627762794495,32,7,tanh,75,64,relu,256,5,50,adam,1e-05
5,0.04308956488966942,0.04308956488966942,0.15494859218597412,0.0370931513607502,0.0370931513607502,0.14319081604480743,32,7,tanh,75,64,tanh,256,5,50,adam,0.001
5,0.03412285074591637,0.03412285074591637,0.13740453124046326,0.029303403571248055,0.029303403571248055,0.12686164677143097,32,7,tanh,75,64,tanh,256,5,50,adam,0.0001
5,0.04860147088766098,0.04860147088766098,0.16484452784061432,0.04199665039777756,0.04199665039777756,0.1525147557258606,32,7,tanh,75,64,tanh,256,5,50,adam,1e-05
5,0.058394577354192734,0.058394577354192734,0.18197576701641083,0.05127362161874771,0.05127362161874771,0.16992144286632538,64,3,tanh,50,16,relu,256,5,50,adam,0.001
5,0.03558007627725601,0.03558007627725601,0.13826996088027954,0.030062275007367134,0.030062275007367134,0.1262599378824234,64,3,tanh,50,16,relu,256,5,50,adam,0.0001
5,0.043273963034152985,0.043273963034152985,0.153886079788208,0.03725643455982208,0.03725643455982208,0.14215973019599915,64,3,tanh,50,16,relu,256,5,50,adam,1e-05
5,0.058501943945884705,0.058501943945884705,0.18092218041419983,0.05061546713113785,0.050615474581718445,0.16761255264282227,64,3,tanh,50,16,tanh,256,5,50,adam,0.001
5,0.021445386111736298,0.021445386111736298,0.10486994683742523,0.017097419127821922,0.017097419127821922,0.09211104363203049,64,3,tanh,50,16,tanh,256,5,50,adam,0.0001
5,0.049190811812877655,0.049190811812877655,0.16711948812007904,0.043163057416677475,0.043163057416677475,0.15655991435050964,64,3,tanh,50,16,tanh,256,5,50,adam,1e-05
5,0.031743124127388,0.031743124127388,0.1314620077610016,0.026741160079836845,0.026741160079836845,0.12005704641342163,64,3,tanh,50,32,relu,256,5,50,adam,0.001
5,0.042435429990291595,0.042435429990291595,0.1546488255262375,0.036986298859119415,0.036986298859119415,0.14426100254058838,64,3,tanh,50,32,relu,256,5,50,adam,0.0001
5,0.04332217946648598,0.04332217946648598,0.15586400032043457,0.037502605468034744,0.037502605468034744,0.14449556171894073,64,3,tanh,50,32,relu,256,5,50,adam,1e-05
5,0.033451322466135025,0.033451322466135025,0.13324524462223053,0.02822110615670681,0.02822110615670681,0.1213390976190567,64,3,tanh,50,32,tanh,256,5,50,adam,0.001
5,0.06662968546152115,0.06662968546152115,0.1966697722673416,0.05967292934656143,0.05967292934656143,0.1861744076013565,64,3,tanh,50,32,tanh,256,5,50,adam,0.0001
5,0.06178918853402138,0.06178918853402138,0.18772543966770172,0.05456135794520378,0.05456135794520378,0.17613238096237183,64,3,tanh,50,32,tanh,256,5,50,adam,1e-05
5,0.04723792523145676,0.04723792523145676,0.1646219789981842,0.04158830642700195,0.04158830642700195,0.15445750951766968,64,3,tanh,50,64,relu,256,5,50,adam,0.001
5,0.045254897326231,0.045254897326231,0.1593182235956192,0.03907935693860054,0.03907935693860054,0.14747017621994019,64,3,tanh,50,64,relu,256,5,50,adam,0.0001
5,0.04451441019773483,0.04451441019773483,0.15681174397468567,0.03864429146051407,0.03864429146051407,0.14561708271503448,64,3,tanh,50,64,relu,256,5,50,adam,1e-05
5,0.04223779961466789,0.04223779961466789,0.1538512110710144,0.03643065318465233,0.03643065318465233,0.14267848432064056,64,3,tanh,50,64,tanh,256,5,50,adam,0.001
5,0.04550294205546379,0.04550294205546379,0.15970809757709503,0.03952060639858246,0.03952060639858246,0.14861713349819183,64,3,tanh,50,64,tanh,256,5,50,adam,0.0001
5,0.04994502291083336,0.04994502291083336,0.16947099566459656,0.04375994950532913,0.04375994950532913,0.15849833190441132,64,3,tanh,50,64,tanh,256,5,50,adam,1e-05
5,0.028330663219094276,0.028330663219094276,0.12341506034135818,0.023583192378282547,0.023583192378282547,0.11194552481174469,64,3,tanh,75,16,relu,256,5,50,adam,0.001
5,0.04135950654745102,0.04135950654745102,0.15238122642040253,0.03587426617741585,0.03587426617741585,0.14168620109558105,64,3,tanh,75,16,relu,256,5,50,adam,0.0001
5,0.04123760759830475,0.04123760759830475,0.14970438182353973,0.03525473549962044,0.03525473549962044,0.13776002824306488,64,3,tanh,75,16,relu,256,5,50,adam,1e-05
5,0.04877731576561928,0.04877731576561928,0.16447481513023376,0.04216825217008591,0.04216825217008591,0.1522206962108612,64,3,tanh,75,16,tanh,256,5,50,adam,0.001
5,0.03487936407327652,0.03487936407327652,0.14008131623268127,0.029765775427222252,0.029765775427222252,0.12915277481079102,64,3,tanh,75,16,tanh,256,5,50,adam,0.0001
5,0.06113481894135475,0.06113481894135475,0.185206338763237,0.0534718856215477,0.0534718856215477,0.17265750467777252,64,3,tanh,75,16,tanh,256,5,50,adam,1e-05
5,0.0645895004272461,0.0645895004272461,0.19281655550003052,0.05731283128261566,0.05731283128261566,0.18145489692687988,64,3,tanh,75,32,relu,256,5,50,adam,0.001
5,0.0441163070499897,0.0441163070499897,0.1587645262479782,0.0388144887983799,0.0388144887983799,0.1490030288696289,64,3,tanh,75,32,relu,256,5,50,adam,0.0001
5,0.06036403030157089,0.06036403030157089,0.18477843701839447,0.05252368375658989,0.05252368375658989,0.17141671478748322,64,3,tanh,75,32,relu,256,5,50,adam,1e-05
5,0.0516301766037941,0.0516301766037941,0.17064201831817627,0.04489738121628761,0.04489738121628761,0.1592012643814087,64,3,tanh,75,32,tanh,256,5,50,adam,0.001
5,0.05538149178028107,0.05538149178028107,0.17636902630329132,0.04839595779776573,0.04839595779776573,0.16418787837028503,64,3,tanh,75,32,tanh,256,5,50,adam,0.0001
5,0.03695579990744591,0.03695579990744591,0.14253172278404236,0.03167184442281723,0.03167184442281723,0.1316046267747879,64,3,tanh,75,32,tanh,256,5,50,adam,1e-05
5,0.049824804067611694,0.049824804067611694,0.1700088083744049,0.043671395629644394,0.043671395629644394,0.15904255211353302,64,3,tanh,75,64,relu,256,5,50,adam,0.001
5,0.05007395148277283,0.05007395148277283,0.17034600675106049,0.044496361166238785,0.044496361166238785,0.16087287664413452,64,3,tanh,75,64,relu,256,5,50,adam,0.0001
5,0.027544712647795677,0.027544712647795677,0.12270647287368774,0.022888178005814552,0.022888178005814552,0.11133816093206406,64,3,tanh,75,64,relu,256,5,50,adam,1e-05
5,0.05214984342455864,0.05214984342455864,0.1727767139673233,0.04586692526936531,0.04586692526936531,0.16178672015666962,64,3,tanh,75,64,tanh,256,5,50,adam,0.001
5,0.08660874515771866,0.08660874515771866,0.2230001837015152,0.07655949145555496,0.07655949145555496,0.2090696394443512,64,3,tanh,75,64,tanh,256,5,50,adam,0.0001
5,0.032090917229652405,0.0320909209549427,0.13138344883918762,0.026950934901833534,0.026950934901833534,0.11963245272636414,64,3,tanh,75,64,tanh,256,5,50,adam,1e-05
5,0.060839466750621796,0.060839466750621796,0.1847516894340515,0.05298129469156265,0.05298129469156265,0.17208625376224518,64,5,tanh,50,16,relu,256,5,50,adam,0.001
5,0.053249429911375046,0.053249429911375046,0.17408601939678192,0.04709102213382721,0.04709102213382721,0.16371884942054749,64,5,tanh,50,16,relu,256,5,50,adam,0.0001
5,0.023237036541104317,0.023237036541104317,0.10880183428525925,0.018752584233880043,0.018752584233880043,0.09601510316133499,64,5,tanh,50,16,relu,256,5,50,adam,1e-05
5,0.044123388826847076,0.044123388826847076,0.15724727511405945,0.03816018998622894,0.03816018998622894,0.14577987790107727,64,5,tanh,50,16,tanh,256,5,50,adam,0.001
5,0.05004316195845604,0.05004316195845604,0.1681624948978424,0.0438026525080204,0.0438026525080204,0.15702734887599945,64,5,tanh,50,16,tanh,256,5,50,adam,0.0001
5,0.029752572998404503,0.029752572998404503,0.12781932950019836,0.025358734652400017,0.025358734652400017,0.11758303642272949,64,5,tanh,50,16,tanh,256,5,50,adam,1e-05
5,0.04134027287364006,0.04134027287364006,0.15264540910720825,0.035830914974212646,0.035830914974212646,0.14192841947078705,64,5,tanh,50,32,relu,256,5,50,adam,0.001
5,0.0526793897151947,0.0526793897151947,0.1727481633424759,0.046381209045648575,0.046381209045648575,0.16185599565505981,64,5,tanh,50,32,relu,256,5,50,adam,0.0001
5,0.026010891422629356,0.026010891422629356,0.11797110736370087,0.02207978442311287,0.02207978442311287,0.10846573859453201,64,5,tanh,50,32,relu,256,5,50,adam,1e-05
5,0.049361713230609894,0.049361713230609894,0.16768354177474976,0.04339948669075966,0.04339948669075966,0.1571870744228363,64,5,tanh,50,32,tanh,256,5,50,adam,0.001
5,0.047300197184085846,0.047300197184085846,0.1647099405527115,0.04155322536826134,0.04155322536826134,0.15421374142169952,64,5,tanh,50,32,tanh,256,5,50,adam,0.0001
5,0.03300315886735916,0.03300315886735916,0.13353624939918518,0.027702316641807556,0.027702316641807556,0.1213587298989296,64,5,tanh,50,32,tanh,256,5,50,adam,1e-05
5,0.04672600328922272,0.04672600328922272,0.16096627712249756,0.040548644959926605,0.040548644959926605,0.14941328763961792,64,5,tanh,50,64,relu,256,5,50,adam,0.001
5,0.040526941418647766,0.040526941418647766,0.14925667643547058,0.03445721045136452,0.03445721045136452,0.13682162761688232,64,5,tanh,50,64,relu,256,5,50,adam,0.0001
