,CRYPTO,AVG_RMSE_WITH,AVG_RMSE_WITHOUT
0,btc,0.024645418495824415,0.024917634863624822
1,ltc,0.01946884181528148,0.01969666857420803
2,eth,0.03131737808759994,0.03181765023968106
3,xmr,0.024375161535305265,0.024655017510778778
4,xrp,0.015325712794376783,0.015519179506347108
