,MSE,MAE,RMSE,MAPE,R2
0,0.00039186035148053403,0.015310212940562338,0.019795462901395715,0.06715451015101781,0.8514680736940358
1,0.00010132117948268142,0.007298573932010445,0.010065842214275039,0.03885723630002986,0.7593382726634242
2,0.000738970534590497,0.020432103609577295,0.02718401248142917,0.05751372469264332,0.8695976523120006
3,0.0006240485392364732,0.01674408193276611,0.024980963536990985,0.04756792448347632,0.7479764662676538
4,0.0002322728796900307,0.01059682063820724,0.015240501293921755,0.02966279753822443,-0.21555763619861557
5,0.00026015308268475607,0.01241656323399431,0.016129261690627877,0.03412920665801083,0.7866364248131172
6,0.00021588109386208088,0.011516432937729748,0.01469289263086343,0.04208099236399046,0.5910807551359154
7,8.799007141624159e-05,0.007107311685936781,0.009380302309427005,0.03319294926328119,0.9115700281091961
8,0.0003265915497503654,0.013823902486441084,0.018071844115927,0.058116611792370425,0.6162154577963797
9,8.08592641039618e-05,0.006787925560924874,0.008992177939963254,0.02774425001769473,0.718110491616641
10,0.00010130056503088598,0.007823053234440954,0.010064818181710287,0.03532504479195096,0.8289675160252691
11,0.0001463269025553561,0.008711386424493001,0.012096565733932755,0.07047933746666013,0.8638608274635631
