,CRYPTO,AVG_RMSE_WITH,AVG_RMSE_WITHOUT
0,btc,0.024756179991969735,0.0248032859506003
1,ltc,0.01968630819802186,0.019472158745872825
2,eth,0.03173566347132632,0.031385817151218624
3,xmr,0.024712496722727087,0.02430675648732711
4,xrp,0.01546320055170021,0.015377238704252078
