,MSE,MAE,RMSE,MAPE,R2
0,0.0016270353614779409,0.030583730073024833,0.04033652639330686,0.06510781185809,0.6371486636090364
1,0.0002198828004857044,0.012401419295178307,0.014828445653058327,0.03140008139239817,0.786150719125014
2,0.0006563360361989096,0.02165898755793609,0.025619056114519707,0.039713704774017464,0.7628857008610943
3,0.0009611069510436917,0.01972843585535884,0.03100172496884152,0.04000497166393451,0.7213539349909601
4,0.0003853627561465392,0.015397563246229002,0.019630658576485386,0.029072837478122348,0.1298620569584431
5,0.00055698876217166,0.018713086222608883,0.0236006093601767,0.03862344675854815,0.5959592484861729
6,0.00036680030345195196,0.014617653203106696,0.01915203131398735,0.03767397233380135,0.7020865122882507
7,0.0005423028943793126,0.01961271828340907,0.023287397758859033,0.05498344564679925,0.8920433734134963
8,0.0002949514872451677,0.013259608331801636,0.01717415171835767,0.04406167465188491,0.646986788437699
9,0.000580747340396865,0.0161735353570792,0.02409869997317003,0.04590946975905983,0.612975711308733
10,0.0005555900361067055,0.019148104234288137,0.0235709574711488,0.04170132438306638,0.6633563623088448
11,0.0010421509289877098,0.02687832684471057,0.03228236250629297,0.08198175254421275,0.6518763779251676
