,CRYPTO,AVG_RMSE_WITH,AVG_RMSE_WITHOUT
0,btc,0.02473009788883957,0.024830212818204318
1,ltc,0.01952728176926411,0.01963633582819358
2,eth,0.03145095410494832,0.031679747873592685
3,xmr,0.024438331401678025,0.02458980165683119
4,xrp,0.015383096500687294,0.015459937218455694
