,avgcpu,labelsavgcpu,avgmem,labelsavgmem
0,0.6464897400391685,0.6592165524122482,0.6435261394574532,0.6452291195605414
1,0.6448887242356716,0.6337693488772796,0.6373787419714134,0.6586733187955768
2,0.5988861210461457,0.6397133328742848,0.6370552746887133,0.6422695324951049
3,0.6342913210636631,0.636257176471585,0.6528046270688043,0.671345659026141
4,0.6086395368219386,0.6454713922885271,0.661379939301791,0.6692944781918877
5,0.6240085223456817,0.6325807206604797,0.6447708705108716,0.6400466443573556
6,0.6388102177038497,0.661596426121237,0.6437022463683151,0.6491513165656233
7,0.6409423545037004,0.6450189919302667,0.6147208553076324,0.6453498644191592
8,0.6386798766674687,0.6376723319058699,0.6239485353251,0.6559656008972329
9,0.6127191471323874,0.696810550396939,0.6773442047107657,0.687503020031735
10,0.6884995586153755,0.6560582369959245,0.6886024508998347,0.6184867547398174
11,0.6457246741511259,0.6391914124418454,0.6360238303522106,0.587739179079431
12,0.6285494484433174,0.6956773982899532,0.6059052756478541,0.6394848057699062
13,0.7098303231431764,0.6544713395482549,0.663228353671198,0.6127793944235709
14,0.6442449565724188,0.6475908362915478,0.5986485844575361,0.5598534743017183
15,0.6207601687093368,0.5765640770140911,0.5287842554484017,0.583590624779481
16,0.6039391114402166,0.6226253088493139,0.5897608262292733,0.6523014159918165
17,0.6253099702930139,0.5792155748646989,0.6693172292359789,0.6536946763566018
18,0.6011206491942371,0.5569248590363145,0.6628237649151966,0.7141393881159557
19,0.5745887749126282,0.526794035548228,0.72168444466124,0.6667643591619186
20,0.5304251079607785,0.5685100797110524,0.6546507136576004,0.7623352906466198
21,0.5440192583578792,0.5638448960033382,0.7479965375711508,0.7595595186429361
22,0.5508398500916166,0.5721146648530642,0.7410087641121835,0.7751956427828087
23,0.5769091518387341,0.6317254573588837,0.7770773361808878,0.7296259320732998
24,0.6507717718659112,0.6623204152522985,0.7416915213802818,0.6873822647633522
25,0.6905853362014089,0.6562039490502459,0.7022443993994433,0.6496457213172514
26,0.6516893493022485,0.6551194281773098,0.6182643895612219,0.6941769750919969
27,0.6816874844125356,0.6959667051662144,0.6760483008682379,0.741948161593237
28,0.6895237300088235,0.6208739081577712,0.7437350146887982,0.6547261725834521
29,0.6282945363924672,0.5514698470180217,0.6731617589200947,0.5977216190234678
30,0.5549638239731384,0.5701937952951146,0.6046309340482275,0.6053628669942965
31,0.5724137001507852,0.6071715133776248,0.604361643560265,0.6595545250282103
32,0.604133845241535,0.6220880329078834,0.6387862064397664,0.6686164596267486
33,0.6145008445244283,0.5403656056149085,0.6541338753763152,0.5096234123195087
34,0.5392884158112965,0.5424445449729722,0.5285652940935873,0.44842178156268686
35,0.5481790045984215,0.5656932914026449,0.47259121999779197,0.5082776428966729
36,0.5676150353312949,0.592604644546929,0.5156778288417196,0.5932288959007083
37,0.5725705997318336,0.5955129582446254,0.5641326003689568,0.6339781108472935
38,0.5784113286853915,0.6300585330785303,0.5957363662531128,0.6990153361300276
39,0.6305651455518206,0.6337815541510711,0.6969047611614484,0.6820276576362585
40,0.6341646490407983,0.6215993777112878,0.659484627695016,0.7122847540082615
