,MSE,MAE,RMSE,MAPE,R2
0,0.0015919925034933358,0.03039274491369725,0.03989978074492811,0.06481961989345666,0.6449637044813641
1,0.0002618402942907912,0.013641378668046772,0.016181479978382422,0.03438957816166417,0.7453445266546854
2,0.0006114021843927661,0.020771833947829655,0.024726548169786377,0.03815481861440246,0.7791189383964416
3,0.0009770529492809906,0.021085543589045606,0.0312578462034893,0.04254132461741869,0.7167308390320356
4,0.00039117999308997296,0.016199358799044165,0.019778270730525786,0.030628653460684815,0.11672690441085243
5,0.0005824717189305643,0.019037278617421785,0.02413445087277861,0.03940446727933895,0.5774738611697069
6,0.0003818207440538707,0.016353191327183478,0.01954023398155382,0.042543994876542354,0.6898869808141146
7,0.0004709565993704558,0.0185529476392173,0.02170153449345128,0.05216284181622345,0.906246331591356
8,0.00027459386468247027,0.013242690990279828,0.016570873986681278,0.04413335974842686,0.6713518451721221
9,0.000591229420882945,0.015886223965114164,0.024315209661504977,0.045147672880049665,0.6059901954708862
10,0.0005121107496026942,0.0179340034412841,0.022629864109240564,0.03876215994599452,0.6897013725172624
11,0.0009721082753816211,0.026233812650808923,0.031178650955126667,0.07901621686085127,0.6752736629007414
