,avgcpu,std,labels
0,-0.05157118556956723,0.3153067362012684,0.24146270453667285
1,-0.04317268212505439,0.4579829865682804,0.07166735200488919
2,-0.037851938304973576,0.5297709386385285,0.11132832523630437
3,-0.03442734307466255,0.5753823043242556,0.08826727281083943
4,-0.032172071220393936,0.6083654383608365,0.14974872482153676
5,-0.030639019347455023,0.6343878136443358,0.0637362822186374
6,-0.029553131003056034,0.6561857653743634,0.25734230776472855
7,-0.02874517014948685,0.6752035861408822,0.14673010321894023
8,-0.028110987856776095,0.6922548417044322,0.09770983554750627
9,-0.027586468853402855,0.7078230467842965,0.49230701173601177
10,-0.02713212212974349,0.7222100600503062,0.2203889830653004
11,-0.026723603212308166,0.7356137715601282,0.10784583397954214
12,-0.02634588477141529,0.7481705658192414,0.4847461038659822
13,-0.025989671173005345,0.7599792937794767,0.20980047925628323
14,-0.025649193191015298,0.7711151555207486,0.16389062222766082
15,-0.025320851601645367,0.7816379183432548,-0.31003232235576017
16,-0.02500238289129407,0.7915968847646188,-0.0026907676437618166
17,-0.0246923460961148,0.8010339628647237,-0.2923403189235336
18,-0.024389807157183717,0.8099856114163984,-0.4410741452972392
19,-0.024094144760017033,0.8184841076743051,-0.6421207471056576
20,-0.023804930894647434,0.8265584007756392,-0.36377226708014937
21,-0.023521857373718397,0.8342347069067699,-0.3949005013157246
22,-0.023244690617902013,0.8415369400348652,-0.3397208303838662
23,-0.022973243827795392,0.8484870352555135,0.05802957524777455
24,-0.022707359849916328,0.8551051999587744,0.2621730935746052
25,-0.022446900620576353,0.8614101149075974,0.22136124037434596
26,-0.022191740655900738,0.8674190993784605,0.21412482228639332
27,-0.021941763030822188,0.8731482496433675,0.48667649134361374
28,-0.021696856889286378,0.8786125570442627,-0.014376912152184805
29,-0.021456915896581275,0.8838260099969055,-0.477472474388227
30,-0.02122183727145918,0.8888016830273624,-0.35253774849085756
31,-0.02099152117518929,0.893551815130461,-0.1058055419828663
32,-0.02076587032046079,0.8980878791888431,-0.006275717862620874
33,-0.020544789715817496,0.9024206438080878,-0.5515650394533324
34,-0.020328186493756725,0.9065602286490192,-0.53769340751902
35,-0.020115969790584515,0.9105161541362199,-0.382567163862274
36,-0.01990805065839609,0.9142973862688636,-0.2030023371039264
37,-0.019704341997101235,0.9179123771414694,-0.18359674116507213
38,-0.01950475849905867,0.9213691016883563,0.04690709589803092
39,-0.019309216601740332,0.9246750910899602,0.07174879116040632
40,-0.019117634445603403,0.9278374632173217,-0.00953624828823031
41,-0.018929931835429,0.9308629504398239,0.15921906237896358
42,-0.018746030204051255,0.9337579250784133,-0.11206425859482243
43,-0.018565852577809558,0.9365284227503957,-0.3322510743110369
44,-0.018389323543308512,0.9391801638212042,-0.2992362314039198
45,-0.01821636921522503,0.9417185731523248,0.18488751647483725
46,-0.018046917204997365,0.9441487983120604,-0.41016029441059143
47,-0.017880896590289706,0.9464757263964145,-0.3529373353945608
48,-0.017718237885162115,0.9487039995905869,-0.4279758873597781
49,-0.017558873010898056,0.9508380295870001,-0.3675677737463895
50,-0.017402735267455595,0.9528820109630685,-0.21517943417189353
51,-0.01724975930551696,0.9548399336108329,-0.7927122433801645
52,-0.017099881099116532,0.9567155943008613,-0.676224655426841
53,-0.0169530379188308,0.9585126074542789,-0.21142860667564967
54,-0.01680916830551593,0.9602344151892742,-0.2618262519487671
55,-0.01666821204458001,0.9618842967017929,-0.2557096781456797
56,-0.016530110140778122,0.963465377034265,0.8150024773642385
57,-0.016394804793518847,0.9649806352810103,1.103931060620197
58,-0.01626223937267153,0.9664329122743397,0.8048373223615415
59,-0.016132358394863846,0.9678249177912674,0.7714934009155913
60,-0.01600510750025959,0.9691592373170734,0.7272113897909661
61,-0.015880433429806877,0.9704383383986828,0.7771672952856723
62,-0.015758284002947164,0.9716645766178936,0.513844320637931
63,-0.015638608095775726,0.9728402012118548,0.5697959950857554
64,-0.01552135561964439,0.9739673603658344,0.7494228544599784
65,-0.015406477500197633,0.9750481062011914,0.9171892518772398
66,-0.015293925656833171,0.9760843994795474,1.0012529465244981
67,-0.015183652982578491,0.9770781140424278,0.9268036349393776
68,-0.015075613324374897,0.9780310410040782,0.7786414574385271
69,-0.014969761463760793,0.9789448927137441,0.7062831916262137
70,-0.014866053097946141,0.9798213065024209,0.5763807626366506
71,-0.01476444482127015,0.9806618482279167,0.5923622211134493
72,-0.014664894107034459,0.981468015631006,0.5202171827214749
73,-0.014567359289704186,0.982241241514497,0.6850530283547742
74,-0.014471799547469417,0.9829828967561413,0.5771950963697655
75,-0.014378174885159816,0.98369429316553,0.6133069537648511
76,-0.014286446117505212,0.9843766861943694,0.5537468086923265
77,-0.014196574852735165,0.9850312775088663,0.6806434159382406
78,-0.014108523476510638,0.9856592174323413,0.7398753395794427
79,-0.014022255136181046,0.9862616072656114,0.6946139421482309
