,ENSEMBLE_MODELS,MSE,RMSE,MAE,MAPE,R2
302,HYBRID_LSTM_TFT_RF_ARIMA,0.0006374929258203,0.0242940735644956,0.0187499596890817,0.0451912843626082,0.658978161494849
303,HYBRID_LSTM_TFT_SVR_KNN,0.0006507051405168,0.0245608871464738,0.0189400613547087,0.0456449496574036,0.650110577866157
304,HYBRID_LSTM_TFT_SVR_ARIMA,0.0006515568594081,0.0245868735899131,0.018959569649629,0.045688959535604,0.6486272107905804
305,HYBRID_LSTM_TFT_KNN_ARIMA,0.0006335894657397,0.0242286385811849,0.0187130027389028,0.0451199724402161,0.6601493016547311
306,HYBRID_LSTM_RF_SVR_KNN,0.0006518546899605,0.0245642032261826,0.0189355256313281,0.0456015716250158,0.6511938888547012
307,HYBRID_LSTM_RF_SVR_ARIMA,0.000652536533804,0.0245877900577189,0.018952998301782,0.0456404916385802,0.6497888714156183
308,HYBRID_LSTM_RF_KNN_ARIMA,0.000634158956003,0.0242217040162276,0.0187118011056588,0.0450830210303723,0.6614613230365295
309,HYBRID_LSTM_SVR_KNN_ARIMA,0.0006480910058067,0.0245123783925072,0.0189206863020323,0.0455829065587534,0.6512883446627901
310,HYBRID_TCN_TFT_RF_SVR,0.0006657710824483,0.024846555124185,0.0191133074822589,0.0460624132588969,0.6429213374284904
311,HYBRID_TCN_TFT_RF_KNN,0.0006473641133639,0.0244838801782728,0.018876306944106,0.0455184197973105,0.654650264597291
312,HYBRID_TCN_TFT_RF_ARIMA,0.0006479674252541,0.0245042023878376,0.0188887373233941,0.045546557543523,0.6533192414928384
313,HYBRID_TCN_TFT_SVR_KNN,0.0006612898114174,0.024771897491091,0.0190759836122959,0.045992308383366,0.6443534019714434
314,HYBRID_TCN_TFT_SVR_ARIMA,0.000662194917929,0.0247986315789137,0.0190946066432218,0.0460350787029585,0.6428205013974627
315,HYBRID_TCN_TFT_KNN_ARIMA,0.000644197558203,0.024442200674724,0.0188527802751673,0.0454784775339673,0.6544134091715977
316,HYBRID_TCN_RF_SVR_KNN,0.0006619520095808,0.024766490747169,0.0190613746846401,0.0459274441878853,0.6457044632264922
317,HYBRID_TCN_RF_SVR_ARIMA,0.0006626872410446,0.0247908653784603,0.0190782282560004,0.0459650436151241,0.6442499122890052
318,HYBRID_TCN_RF_KNN_ARIMA,0.000644279697186,0.0244265750801713,0.0188363099339353,0.0454060753596789,0.655993180819901
319,HYBRID_TCN_SVR_KNN_ARIMA,0.0006583753060768,0.0247188681410856,0.0190431020286995,0.045900654161101,0.6456724130550543
320,HYBRID_TFT_RF_SVR_KNN,0.0006654710097729,0.0248325623797162,0.0190831092579159,0.0460021958863837,0.6441746073751812
321,HYBRID_TFT_RF_SVR_ARIMA,0.0006661353135184,0.0248556635555499,0.0190944626814467,0.0460257357794917,0.6427397021778408
322,HYBRID_TFT_RF_KNN_ARIMA,0.0006474606854252,0.0244879050928653,0.0188560605372179,0.0454789912508017,0.6546016103326021
323,HYBRID_TFT_SVR_KNN_ARIMA,0.0006617660456417,0.024782572932199,0.0190599797225162,0.045962439953391,0.6441555826141828
324,HYBRID_RF_SVR_KNN_ARIMA,0.0006623741739017,0.024776427587101,0.0190478185631441,0.0459030745326813,0.6454924725904171
325,GRU_LSTM_TCN_TFT_RF,0.0006360594486791,0.0242618956303675,0.0187748654083452,0.0452629748107111,0.6602908480698746
326,GRU_LSTM_TCN_TFT_SVR,0.0006495800511833,0.0245444370657717,0.0189849937299871,0.0457595790774311,0.6503199841639007
327,GRU_LSTM_TCN_TFT_KNN,0.0006320381455361,0.024194426555094,0.0187323566686093,0.0451804018760978,0.6615492481859985
328,GRU_LSTM_TCN_TFT_ARIMA,0.0006328450594786,0.0242180378925946,0.0187513522769937,0.0452234496660501,0.660167378134802
329,GRU_LSTM_TCN_RF_SVR,0.0006510404127179,0.0245561764444382,0.018986324104274,0.0457278956998635,0.6510078743784476
330,GRU_LSTM_TCN_RF_KNN,0.0006330883229382,0.0241985280082114,0.0187403794253468,0.0451594548849441,0.6623874991573061
331,GRU_LSTM_TCN_RF_ARIMA,0.0006337253618328,0.0242197337220273,0.0187610866152431,0.0452033542569035,0.6610839787426032
332,GRU_LSTM_TCN_SVR_KNN,0.0006464770416582,0.0244787508347137,0.0189473043201163,0.0456548761854755,0.6525946075818609
333,GRU_LSTM_TCN_SVR_ARIMA,0.0006474158751743,0.0245063932836907,0.0189695354019541,0.0457053236649175,0.6510892096976302
334,GRU_LSTM_TCN_KNN_ARIMA,0.0006298733947529,0.0241550266852785,0.018726456019824,0.0451410538801874,0.6623328150818232
335,GRU_LSTM_TFT_RF_SVR,0.0006536878964401,0.0246053281433757,0.0189854062069101,0.0457494125045293,0.6500472913050397
336,GRU_LSTM_TFT_RF_KNN,0.0006354687224256,0.0242439407974405,0.0187410094168832,0.0451918493944447,0.6615455557077637
337,GRU_LSTM_TFT_RF_ARIMA,0.0006360348336021,0.0242638353799977,0.0187539669271088,0.0452171478346841,0.6602616810332075
338,GRU_LSTM_TFT_SVR_KNN,0.0006490671924714,0.0245267651337537,0.0189481296766261,0.0456805765154046,0.6516274041787463
339,GRU_LSTM_TFT_SVR_ARIMA,0.0006499350982693,0.0245531427908182,0.0189665995322652,0.0457213161368695,0.6501416520346621
340,GRU_LSTM_TFT_KNN_ARIMA,0.0006321255336132,0.0241979720465842,0.0187122916173472,0.0451381947523238,0.6615038970427207
341,GRU_LSTM_RF_SVR_KNN,0.0006506433591504,0.0245401636788758,0.0189506587013897,0.0456506095076652,0.652222773477985
342,GRU_LSTM_RF_SVR_ARIMA,0.0006513413899005,0.0245641204421241,0.0189722475627102,0.0456972209852357,0.6508153709703941
343,GRU_LSTM_RF_KNN_ARIMA,0.0006331216411118,0.0242013300753433,0.0187222603883314,0.0451200901951298,0.6623279767352135
344,GRU_LSTM_SVR_KNN_ARIMA,0.0006468900219949,0.0244882829937111,0.0189322191610737,0.0456237556424286,0.652385920067197
345,GRU_TCN_TFT_RF_SVR,0.0006639646602195,0.0248096114228677,0.0191101131409844,0.0460722075340148,0.6445467681326525
346,GRU_TCN_TFT_RF_KNN,0.0006457155201474,0.0244499247441829,0.0188674373179908,0.0455200607466214,0.656115849445361
347,GRU_TCN_TFT_RF_ARIMA,0.0006463350189442,0.0244706424334652,0.0188801334970149,0.0455482633025484,0.6547824412724007
348,GRU_TCN_TFT_SVR_KNN,0.0006594775492803,0.0247345090713348,0.0190700439498915,0.0459957071239645,0.6460499085252364
349,GRU_TCN_TFT_SVR_ARIMA,0.0006603988426986,0.0247616491138879,0.0190930146099674,0.0460482507584209,0.644514622882748
350,GRU_TCN_TFT_KNN_ARIMA,0.0006425593119848,0.024408203013643,0.0188429095625758,0.0454777578105275,0.655947684800791
351,GRU_TCN_RF_SVR_KNN,0.000660566364679,0.0247390511016627,0.0190683521579713,0.0459592706069383,0.6469130280909797
352,GRU_TCN_RF_SVR_ARIMA,0.0006613177830495,0.0247638113455752,0.0190869293257062,0.0459998210373915,0.6454560920849849
353,GRU_TCN_RF_KNN_ARIMA,0.0006430680682031,0.0244027297495093,0.018839053581457,0.0454272924735047,0.6570395147597886
354,GRU_TCN_SVR_KNN_ARIMA,0.0006570000081734,0.0246913797716839,0.0190501452837333,0.0459325627197286,0.6469496687006648
355,GRU_TFT_RF_SVR_KNN,0.0006636700175141,0.0247952668408121,0.019082709342363,0.0460189460939727,0.6457883082314526
356,GRU_TFT_RF_SVR_ARIMA,0.0006643505081663,0.0248187575529079,0.0190925203659327,0.0460379641500222,0.6443510179656045
357,GRU_TFT_RF_KNN_ARIMA,0.0006458337090853,0.0244539859607266,0.0188471951165953,0.0454775666181298,0.6560530802642739
358,GRU_TFT_SVR_KNN_ARIMA,0.0006599754003813,0.0247452341748122,0.0190570418127945,0.0459733647874605,0.6458379742515777
359,GRU_RF_SVR_KNN_ARIMA,0.0006610101458766,0.0247490339072335,0.0190552039427719,0.0459331235849987,0.6466869225385062
360,LSTM_TCN_TFT_RF_SVR,0.0006585652460844,0.024706979346159,0.0190426753107466,0.0459277216641103,0.6470626705980781
361,LSTM_TCN_TFT_RF_KNN,0.0006409358221384,0.0243584235293638,0.0188033531333818,0.0453816674245891,0.6582686741991952
362,LSTM_TCN_TFT_RF_ARIMA,0.0006416110804919,0.0243799855052907,0.0188185589494458,0.0454139953650683,0.6569226573272317
363,LSTM_TCN_TFT_SVR_KNN,0.0006544129841483,0.0246381073377086,0.0190067229214864,0.045859780495239,0.6483441221126071
364,LSTM_TCN_TFT_SVR_ARIMA,0.0006553900371232,0.0246661251070414,0.0190225340701435,0.0458936745785633,0.6467962277711155
365,LSTM_TCN_TFT_KNN_ARIMA,0.0006381702225356,0.0243239495518455,0.0187884255627379,0.0453577729722485,0.657866211977567
366,LSTM_TCN_RF_SVR_KNN,0.0006551309933839,0.0246340774444965,0.0189997663016913,0.0458094045192953,0.6495387768056774
367,LSTM_TCN_RF_SVR_ARIMA,0.000655938171311,0.024659709742951,0.0190163731511021,0.0458424524188415,0.6480692321006795
368,LSTM_TCN_RF_KNN_ARIMA,0.0006383081725909,0.0243096816469611,0.0187803427361962,0.0453017881423635,0.6592895770638918
369,LSTM_TCN_SVR_KNN_ARIMA,0.000651955245438,0.0245935731092126,0.0189818039810095,0.0457783131947577,0.6493411198383044
370,LSTM_TFT_RF_SVR_KNN,0.0006582039072101,0.0246919388153346,0.019012521064295,0.0458682064616365,0.6483233320274276
371,LSTM_TFT_RF_SVR_ARIMA,0.000658940157419,0.0247163103204611,0.0190256331330472,0.0458939195934264,0.6468734330625762
