,MSE,MAE,RMSE,MAPE,R2
0,0.0005399595552324254,0.01815570380616312,0.023237029828108956,0.05158823329440368,0.830176544709577
1,0.00010418923611478528,0.007649390483575476,0.010207312874345788,0.02654813772263452,0.8454048528214425
2,0.00035643017913107925,0.015159070238380892,0.01887935854660002,0.038178459260633554,0.7817354301858717
3,0.0009536391191547901,0.021016978243521098,0.030881047895995856,0.049408697549313436,0.7500817926373082
4,0.0003766191166516043,0.015283440560432923,0.019406677115147878,0.034432138008254266,0.5110098617740677
5,0.0013440749423961112,0.0277369282534346,0.03666162765612175,0.04992270237782999,0.7048838481966018
6,0.00036526873766268785,0.014176871577247735,0.019112005066520044,0.03834849776949077,0.7870652077917393
7,0.00018764428681858843,0.010561914835876273,0.013698331534117154,0.03619868628763512,0.9010965559530498
8,0.000240073022048377,0.012600060101665025,0.015494289982066846,0.0480133336612251,0.7324586420746659
9,0.00010512897214890042,0.008380220035061,0.010253242031128516,0.034652342513826394,0.8602169085906223
10,0.00010797001906406016,0.008527444162561248,0.010390862286839343,0.03633321041735315,0.7845557155606471
11,0.0002402624480043974,0.01128398872052248,0.015500401543327753,0.08003428222921974,0.8319549794384699
