,CRYPTO,AVG_RMSE_WITH,AVG_RMSE_WITHOUT
0,btc,0.02480101904642742,0.024756994619075164
1,ltc,0.019588791669989093,0.019572833703963326
2,eth,0.0315779173663057,0.03154867244182694
3,xmr,0.024498131036292368,0.024528065191945954
4,xrp,0.015423291564008937,0.015418440290734971
