,avgcpu,std,labels
0,0.142914106037954,0.3152977965152275,0.16156344044655657
1,0.10635368326528413,0.4579893765943759,0.2414692871965947
2,0.08341701419292565,0.5297786264966065,0.07168631079996085
3,0.06886776847636666,0.5753900459415986,0.11134439320098775
4,0.05948555428209479,0.6083738676460979,0.08828502166193848
5,0.053289732968062845,0.6343977389301279,0.14976199237943227
6,0.04906208534708845,0.6561978266022515,0.06375581909779732
7,0.04605326385501948,0.6752182178172218,0.25734773298357355
8,0.04380226824257363,0.6922723063891194,0.14674359079975371
9,0.04202542777814318,0.7078434787716635,0.09772689614400444
10,0.0405481281374627,0.7222335036498445,0.4922953107209026
11,0.039262825158584605,0.7356402108786368,0.22039710175798843
12,0.03810322433254178,0.7481999465742337,0.1078621557779248
13,0.037028401799799895,0.7600115386310772,0.4847349539544001
14,0.03601303911395898,0.7711501744886766,0.20980936972954253
15,0.03504141781363844,0.7816756156628775,0.16390285900331783
16,0.0341037261792911,0.7916371632504768,-0.3099855420291443
17,0.03319378792450031,0.8010767265786528,-0.0026663889939972318
18,0.03230766534100585,0.8100307672117307,-0.2922948281411973
19,0.031442800211096494,0.8185315660134368,-0.4410178135236207
20,0.030597485434042424,0.8266080760902521,-0.6420497613389922
21,0.029770540034165547,0.8342865176792584,-0.36372156972748454
22,0.02896110924442911,0.8415908087169626,-0.39484753507154935
23,0.028168541509310013,0.8485428880979285,-0.33967188610527943
24,0.027392312792105678,0.8551629667977623,0.058049528080467205
25,0.02663197997429698,0.8614697289362494,0.26217816668453103
26,0.02588715214680937,0.8674804969189175,0.22136928820061938
27,0.02515747290534698,0.873211369928875,0.21413339756460767
28,0.02444260941394683,0.8786773420155122,0.48666520072890895
29,0.023742245631794032,0.8838924041144144,-0.014351681716422194
30,0.023056078101296517,0.8888696331000869,-0.4774134895935844
31,0.022383813312210673,0.8936212701599803,-0.3524878700058374
32,0.0217251660359214,0.8981587902280191,-0.10577364744786615
33,0.02107985825724736,0.9024929638329339,-0.006251077911072982
34,0.020447618474595735,0.9066339124424829,-0.5515006541598824
35,0.019828181227511683,0.9105911581826327,-0.5376300333085532
36,0.019221286764921207,0.9143736686579057,-0.3825150965770449
37,0.018626680800731234,0.917989897480603,-0.20296335803654883
38,0.018044114323969674,0.9214478210227899,-0.18355917654322806
39,0.017473343443267085,0.9247549718293155,0.04692785943199179
40,0.016914129253242337,0.9279184690682694,0.07176774401949693
41,0.016366237715127522,0.9309450463440432,-0.009511370681383814
42,0.015829439546902944,0.933841077155309,0.15923163965779213
