,ENSEMBLE_MODELS,MSE,RMSE,MAE,MAPE,R2
212,GRU_TFT_RF_ARIMA,0.0006562366925723,0.0250620032748079,0.0190485397401754,0.0286302043784641,0.7249317936780458
213,GRU_TFT_SVR_KNN,0.0006398927783524,0.0247414992382532,0.0188840387679181,0.0283816660949398,0.7321827226281776
214,GRU_TFT_SVR_ARIMA,0.0006423773851476,0.0247928883928653,0.0189062864746179,0.0284061400899168,0.7314847074113863
215,GRU_TFT_KNN_ARIMA,0.000647201872797,0.0248786665383474,0.0189541287501412,0.0284716662397331,0.7293990289893576
216,GRU_RF_SVR_KNN,0.000648564011317,0.0249130618558256,0.0190074012729928,0.0285917337433124,0.7276309024225452
217,GRU_RF_SVR_ARIMA,0.0006510185581201,0.0249638491136946,0.0190281186953914,0.0286126975769265,0.7269382042923475
218,GRU_RF_KNN_ARIMA,0.0006547066614055,0.0250295175792965,0.0190419136847633,0.0286271233887452,0.7253539653820429
219,GRU_SVR_KNN_ARIMA,0.0006408750096923,0.0247601262608554,0.0188911209056996,0.0283912847818114,0.7318948594948659
220,LSTM_TCN_TFT_RF,0.0006451367492309,0.0248484812581998,0.018963242207076,0.0285102083656863,0.7292686830215782
221,LSTM_TCN_TFT_SVR,0.0006318260418054,0.0245871253812863,0.0188209764969501,0.028283014896659,0.7356201184807435
222,LSTM_TCN_TFT_KNN,0.0006362674108019,0.0246672687946684,0.0188691907729893,0.0283514281251501,0.733709731908302
223,LSTM_TCN_TFT_ARIMA,0.0006387562184321,0.0247191724534853,0.0188936695293445,0.0283782931213268,0.7329684160285099
224,LSTM_TCN_RF_SVR,0.0006405859119463,0.0247603753578895,0.0189384295013988,0.0284827469851448,0.7309783214333385
225,LSTM_TCN_RF_KNN,0.0006438908965789,0.0248203936006283,0.0189532355236246,0.0284987826118321,0.729569374372621
226,LSTM_TCN_RF_ARIMA,0.0006463496442169,0.0248717215137963,0.0189759603593386,0.0285233443478511,0.7288333755794225
227,LSTM_TCN_SVR_KNN,0.0006306078448649,0.0245588205549603,0.0188088753413031,0.0282707639194287,0.7359087902112688
228,LSTM_TCN_SVR_ARIMA,0.0006329832284998,0.0246090184505899,0.0188330665501704,0.0282967329033649,0.7352243103227541
229,LSTM_TCN_KNN_ARIMA,0.0006374378699962,0.0246892124622362,0.0188729042782958,0.0283513102874833,0.7333121312331397
230,LSTM_TFT_RF_SVR,0.0006411988111211,0.024768129670559,0.0189254479566442,0.0284687318324636,0.7306069798373559
231,LSTM_TFT_RF_KNN,0.0006446778410039,0.0248310768761187,0.0189441964265604,0.0284909270901385,0.7290999154557043
232,LSTM_TFT_RF_ARIMA,0.000647119382559,0.0248817460436915,0.0189682914324943,0.0285170461742009,0.7283768474528226
233,LSTM_TFT_SVR_KNN,0.0006312013221089,0.0245665128198655,0.0187966551947044,0.0282572654291159,0.7355385746991701
234,LSTM_TFT_SVR_ARIMA,0.0006335594996609,0.0246160492674502,0.0188228467958341,0.0282864707198128,0.7348670256009721
235,LSTM_TFT_KNN_ARIMA,0.0006381881864075,0.0246992128281208,0.0188716133761874,0.0283548241568419,0.7328567291904236
236,LSTM_RF_SVR_KNN,0.0006399706743785,0.0247404475325843,0.0189215635622213,0.0284700401214747,0.7309063445592976
237,LSTM_RF_SVR_ARIMA,0.0006422987919383,0.0247893911436146,0.0189422612758341,0.0284913460218543,0.730240112547693
238,LSTM_RF_KNN_ARIMA,0.000645791094321,0.0248523933652118,0.0189586782759498,0.0285094120579951,0.7287312556488685
239,LSTM_SVR_KNN_ARIMA,0.0006322588671344,0.024586444600837,0.0188113382659571,0.0282775044462996,0.7352094141765004
240,TCN_TFT_RF_SVR,0.0006577921730785,0.0251003182001576,0.0190978867236705,0.0287290132850619,0.7240861633770354
241,TCN_TFT_RF_KNN,0.0006613813432583,0.0251641204301553,0.0191156267229187,0.0287491132255977,0.7225641194884433
242,TCN_TFT_RF_ARIMA,0.0006640839005105,0.0252191567679311,0.0191404295048264,0.0287763748926273,0.7217501145680667
243,TCN_TFT_SVR_KNN,0.0006474091067006,0.0248939628406818,0.0189771483209647,0.0285292980501877,0.729142961171326
244,TCN_TFT_SVR_ARIMA,0.0006500282999498,0.0249479510805341,0.0190020349426256,0.0285574463449503,0.7283804751556331
245,TCN_TFT_KNN_ARIMA,0.0006547671269935,0.025031763579713,0.0190456300910624,0.0286155207832285,0.7263551992381441
246,TCN_RF_SVR_KNN,0.0006563030061199,0.0250686803045895,0.0190966631268382,0.0287342533673108,0.7244782031393465
247,TCN_RF_SVR_ARIMA,0.0006588921393769,0.0251220469986748,0.0191162902250419,0.0287534590270726,0.7237210342102475
248,TCN_RF_KNN_ARIMA,0.0006624945820566,0.0251859058823031,0.0191332247003943,0.0287726881962083,0.7221971978044821
249,TCN_SVR_KNN_ARIMA,0.0006484666372074,0.0249144173777952,0.0189841607964259,0.0285394419816179,0.7288155387715313
