,CRYPTO,AVG_RMSE_WITH,AVG_RMSE_WITHOUT
0,btc,0.024791629843288594,0.024766687925959385
1,ltc,0.019587410598426315,0.019574259506588865
2,eth,0.03157903698495131,0.03154751656022926
3,xmr,0.02448795823231312,0.024538567479454876
4,xrp,0.015426073427151538,0.015415568326761839
