,avgcpu,stdavgcpu,labelsavgcpu,avgmem,stdavgmem,labelsavgmem
0,0.17715737,0.73500985,1.1132186412312146,0.22452992,0.6125242,0.7997847329178995
1,0.20030576,0.7242144,0.785954632442286,0.23395632,0.6133427,0.7883285370043742
2,0.22887482,0.7034419,0.7494701996197308,0.24535169,0.60777074,0.7796640437770779
3,0.22792518,0.7022214,0.7010174685052192,0.2388941,0.6023126,0.763580588154261
4,0.22862664,0.6981062,0.755678492136346,0.21899016,0.60230434,0.7723675261496918
5,0.2077425,0.6857566,0.46755433149303505,0.19472174,0.59569347,0.7838129323595417
6,0.16993497,0.6865917,0.5287758381178671,0.16829754,0.60129446,0.7853061945685913
7,0.1462343,0.69295245,0.7253209293900083,0.15587312,0.6141349,0.8224161273380197
8,0.13335082,0.6969982,0.9088884760678622,0.14564574,0.6236948,0.8256885255085651
9,0.12868273,0.69855833,1.0008697454319126,0.14255923,0.62923646,0.8545130762353814
10,0.1187347,0.69836044,0.9194083938744548,0.13982287,0.6325428,0.8459558351189207
11,0.11996284,0.6997511,0.7572914988764969,0.14253554,0.6334373,0.8261120749973361
12,0.12501076,0.69590974,0.6781181391243983,0.14403696,0.6311652,0.8111554184076839
13,0.12912741,0.69147223,0.5359807947919705,0.14016369,0.63092905,0.7472717613521787
14,0.13475172,0.68870735,0.5534674737102965,0.13321805,0.6320503,0.7449463223724364
15,0.13501725,0.69216186,0.47452742429351324,0.12541634,0.6355035,0.7457539973925762
16,0.1327222,0.6971067,0.6548884039253074,0.12357497,0.63865525,0.7634330873163684
17,0.1264112,0.70280796,0.5368718268929528,0.12033889,0.6434637,0.7605342308906837
18,0.118894964,0.70454794,0.5763848948854011,0.12189324,0.6455157,0.7738450345477537
19,0.11539689,0.70675266,0.5112150523003718,0.12120268,0.6481895,0.775438781076514
20,0.11205512,0.70609766,0.6500634702939914,0.12174314,0.648736,0.7731455035720143
21,0.11442934,0.70670784,0.714874177773049,0.1239073,0.6490037,0.7851213616314596
22,0.11174502,0.7043555,0.6653498164374815,0.12561285,0.6477806,0.765570807920481
23,0.110931344,0.7043375,0.6153226261551,0.12775624,0.6472571,0.7851678933415331
24,0.10863953,0.70462245,0.7050750298413235,0.1275571,0.6470403,0.780498558490641
25,0.11172046,0.70469415,0.6952438615626386,0.12797503,0.6469972,0.7707477132587575
26,0.114264466,0.7018198,0.7793307063465753,0.12937534,0.6455666,0.7668996316703067
27,0.114137635,0.7022814,0.9227856036215508,0.12842305,0.64535886,0.7837375004943228
28,0.11372776,0.70252854,0.9187417429621177,0.12823251,0.64507025,0.7997536189304797
29,0.116507575,0.70050335,0.9756447713202695,0.13221301,0.6425505,0.7990031418493619
30,0.11836213,0.69981617,0.8810357444875695,0.13455416,0.6403802,0.8008150104353362
31,0.12575519,0.6988268,0.889479557702568,0.13770522,0.63776374,0.8064962390676613
32,0.1360507,0.69814146,0.8271500463475973,0.14002724,0.6353141,0.8032330906383258
33,0.14519629,0.69748855,0.6429677012367297,0.14188853,0.63255626,0.8102382168970066
34,0.15222728,0.69795656,0.7803108060646573,0.1418635,0.63104725,0.8151326901771285
35,0.15321067,0.7012913,0.8194310977755805,0.13755412,0.6325149,0.80700860914442
36,0.15514642,0.7033181,0.5847769121213605,0.13815479,0.6334948,0.7998009413105076
37,0.15224764,0.70361763,0.628963308860437,0.1385359,0.6333346,0.7689956894540706
38,0.14566112,0.7082221,0.7946956231410635,0.13278942,0.6372783,0.7609324764991006
39,0.14670739,0.70917255,0.7630938090353018,0.13173433,0.6389431,0.7821947651020063
40,0.14744762,0.70632744,0.7635426094396219,0.13637635,0.63686657,0.791458746988043
41,0.14010805,0.70723695,0.6174670371112594,0.13538548,0.6377624,0.7894513949687343
42,0.1375171,0.70750195,0.5211809031835719,0.1349333,0.63887084,0.7603457793222841
43,0.14010412,0.7061592,0.5789787613827345,0.13523702,0.6384965,0.7705194593261147
44,0.14242588,0.70632976,0.7139610852351653,0.13376918,0.63881576,0.7774450614057606
45,0.14230882,0.70698786,0.57390074590011,0.13321257,0.6397665,0.761960793125247
46,0.1359517,0.70617425,0.7058721399912571,0.13418294,0.63978094,0.7546851625085518
47,0.127131,0.7091352,0.7542843278639676,0.12910187,0.6434566,0.7648421625736614
48,0.12524447,0.70792884,0.8458745954989689,0.12987286,0.64378613,0.7794663588178707
49,0.12635347,0.70565325,0.8010537273201966,0.13300024,0.6423488,0.7780968428703705
50,0.123899266,0.70400417,0.77951694848265,0.13492545,0.640652,0.7870948638966007
51,0.12617171,0.7042935,0.9074071509904049,0.13483357,0.64069927,0.7913120902096749
52,0.12909788,0.7035613,0.8512574827941134,0.1349933,0.6397188,0.7955460779701315
53,0.13536835,0.7016779,0.4978348405593573,0.13837498,0.6371037,0.7829592385165678
54,0.13815978,0.70090604,0.5309455789539299,0.13937029,0.6351857,0.7809635930670549
55,0.14014488,0.70435756,0.6409683461452186,0.13338093,0.6375885,0.7822471703260931
56,0.14611393,0.7036961,0.6435802389365438,0.13335153,0.6373479,0.7917840069502304
57,0.14651528,0.70315194,0.4552561442690395,0.13565317,0.6365657,0.7826787896734659
58,0.13539913,0.7050314,0.5986933200192383,0.13306405,0.63877267,0.7905720845259081
59,0.12821883,0.709207,0.8258441302422355,0.12736408,0.64403754,0.8093784464060509
60,0.12717192,0.7070685,1.1362484035816895,0.12937215,0.6440891,0.8197276834523883
61,0.12502784,0.7040157,0.8132656182339877,0.1338073,0.64219934,0.7851686484257137
62,0.12033686,0.70146054,0.660406004075085,0.13981809,0.6382942,0.7503663102821974
63,0.12163143,0.7041823,0.686009131609033,0.13571846,0.63973504,0.7593021911825688
64,0.13078658,0.7010509,0.6505619900253173,0.13528466,0.63764095,0.7327747528349078
65,0.14585148,0.69792074,0.7299862595833958,0.14016749,0.63356864,0.7489602957217074
66,0.14315957,0.7002385,0.6914907047244527,0.13641402,0.6337251,0.7355895018082221
67,0.13879986,0.70503163,0.6366077803174095,0.13214661,0.63738525,0.736830426232618
68,0.13467655,0.70638293,0.6206432380766236,0.13044608,0.6394193,0.7480389828253564
69,0.13277732,0.70688075,0.588752422978539,0.12928253,0.6404925,0.7476720456471861
70,0.134884,0.7064158,0.498109608158349,0.13026339,0.6406045,0.7599265181779717
71,0.13431016,0.70595056,0.5909656438997056,0.13044351,0.64077324,0.7366197610349805
72,0.1311124,0.70805675,0.7800685030110123,0.12750186,0.64324087,0.7230017417315557
73,0.12760153,0.7082678,0.6242507147883994,0.12626077,0.6446419,0.7255028074065892
74,0.124346524,0.7059325,0.7065591283774568,0.12923184,0.6433791,0.7106745816771758
75,0.117536366,0.70769244,0.602384080268979,0.12627582,0.64540595,0.6866160039754203
76,0.11827655,0.706416,0.6897028108984389,0.12713148,0.64489466,0.7193666578189366
77,0.12291099,0.70560366,0.44608400660114883,0.12790912,0.64426917,0.7154807442080791
78,0.12353027,0.7040864,0.5779668207024132,0.12952277,0.6424994,0.717312620337462
79,0.12325394,0.7072506,0.6707825218993259,0.12508172,0.6454767,0.744077944508267
80,0.12173386,0.70625377,0.7886435431991807,0.12432563,0.645559,0.7539010011249792
81,0.12175393,0.70514923,0.6710294482591279,0.12661755,0.6451786,0.7373469721011809
82,0.114557035,0.7038215,0.5281774990433652,0.12737572,0.64414084,0.730841127608187
83,0.11480426,0.70451164,0.5117763897023384,0.12652086,0.6450398,0.731644799289835
84,0.11842054,0.7031046,0.2633537822510903,0.12632552,0.64420456,0.7192193976483137
85,0.12508056,0.70064366,0.019140381636882635,0.12889259,0.64198506,0.72844667083301
86,0.12122515,0.69832224,0.0069288036530376984,0.12845981,0.6420263,0.724144788521881
87,0.10965581,0.6955641,0.2174896517177498,0.12608609,0.6436153,0.7199863416585144
88,0.100278035,0.6965363,0.1605478914918711,0.12528685,0.6457581,0.707738591035934
89,0.0912967,0.6977713,-0.028943655007891495,0.13055302,0.6443163,0.7100254592486128
90,0.08613738,0.70034915,0.11121143410333849,0.13581403,0.6417023,0.7154012400673828
91,0.09017038,0.7050822,0.4596508413995932,0.14181028,0.640086,0.7208722615536232
92,0.09556143,0.706003,0.2989927056471426,0.14898674,0.6376133,0.7235256047835059
93,0.095141046,0.7065475,0.32977574614110716,0.15410505,0.63485897,0.734453034964488
94,0.09350555,0.71017027,0.5695645865909371,0.15152356,0.6358293,0.7554720743887682
95,0.10184701,0.71199363,0.5519210515503402,0.15669402,0.6339513,0.7589654617570996
96,0.11070601,0.7105867,0.7384235953590461,0.1620581,0.63210005,0.7713895270388553
97,0.10932128,0.7088593,0.3811516906378857,0.15845235,0.6319742,0.7462870223004296
98,0.11174294,0.70929503,0.034104451605212305,0.15997191,0.6310966,0.7213764676151588
99,0.113074474,0.7090751,0.10970040154629485,0.14890899,0.6354259,0.7098847957419903
100,0.107037306,0.70822334,0.3364246751152271,0.14048314,0.638778,0.7400062850364111
101,0.1089729,0.70792437,0.18732617982973343,0.14119802,0.63951325,0.7063286534320681
102,0.10243168,0.70633465,0.24775225542810525,0.14420515,0.63751435,0.7079243535888957
103,0.09507941,0.7079459,0.18813922308585168,0.14582805,0.6367201,0.7055052102162227
104,0.09728566,0.71004343,0.1563271730860822,0.14988329,0.6349766,0.6867436264345823
105,0.10310951,0.71250576,0.11207053640244972,0.15181406,0.6344275,0.669161509930333
106,0.10155778,0.71517396,0.2593306295939356,0.15076643,0.63437563,0.7002498829315544
107,0.103452876,0.71610165,0.31687753679943675,0.15337701,0.6334879,0.6919391167026032
108,0.10301898,0.7155504,0.45173352952180856,0.15563409,0.6323309,0.6977683638670702
109,0.103673756,0.7156518,-0.173056234610892,0.15644483,0.63180953,0.6789789477362347
110,0.10434108,0.7161592,-1.1690976017407206,0.1546741,0.6312106,0.627374917787094
111,0.09601189,0.7061973,-1.957681484056232,0.15387952,0.6291454,0.5671567691598667
112,0.09544949,0.6996259,-2.5014087087611396,0.15700285,0.62375903,0.5283826979043211
113,0.12082645,0.6908858,-2.3480118312888725,0.16837627,0.6142113,0.5077350480082763
114,0.16050819,0.6912015,-2.3065202094129647,0.191092,0.60509056,0.5394864389802589
115,0.19735369,0.6957102,-2.467885709605973,0.21079384,0.5987527,0.5812349809029209
116,0.22283792,0.69389015,-2.7460896970055937,0.24370259,0.584363,0.5284535891853417
117,0.2693494,0.7016972,-2.547046421587869,0.2968082,0.5652171,0.5580379754684119
118,0.32020015,0.7184813,-2.637365962496337,0.3516612,0.54966944,0.5000103659062574
119,0.3547156,0.7353031,-3.012936301841633,0.39321303,0.5403887,0.4149359829715604
120,0.37657875,0.7437469,-2.8894221905250044,0.4173779,0.5335043,0.46979443898977546
121,0.4075071,0.75251853,-2.3549715595034826,0.44165713,0.52604246,0.4678398349502104
122,0.4319021,0.76114714,-1.8737005504906517,0.4593352,0.52067536,0.4921274866162886
123,0.43563896,0.7648455,-1.829065982662528,0.46260786,0.5209782,0.4721469128215525
124,0.43780065,0.7705733,-2.4898741707266687,0.465748,0.52055293,0.5092518724546085
125,0.44526193,0.7838705,-1.817331852772181,0.4550541,0.51889354,0.5810109831879773
126,0.47292596,0.79005665,-1.0768087914630968,0.4537207,0.51942855,0.6115115875003405
127,0.48572525,0.79688823,-1.6960127036620547,0.43376267,0.52631634,0.5473875668645678
128,0.45978656,0.7905426,-1.9734598907953247,0.39746404,0.5325945,0.4693491486496115
129,0.43589643,0.782843,-1.4257477842007056,0.4003291,0.53070205,0.2842460551298145
130,0.44701004,0.7923495,-0.9991547939120152,0.40503982,0.53141946,0.40214253854375626
131,0.4385634,0.79651135,-0.4806845305941376,0.36659968,0.54849756,0.5280695016959465
132,0.38451344,0.78234476,-0.09512872511817033,0.34626323,0.5564327,0.5628143802174264
133,0.3630369,0.7769085,-0.3842887967978173,0.337051,0.553849,0.5993679514048385
134,0.38599694,0.7726179,-0.619671080171833,0.32412308,0.54980224,0.5720497532619353
135,0.39277673,0.7667473,-0.36518878637896485,0.3020868,0.55240875,0.5906301859629584
136,0.36744902,0.77186286,-0.6999390086124939,0.26943052,0.5683921,0.564199543705449
137,0.32735166,0.77229226,-0.2530555795781393,0.2394221,0.58364743,0.6007470212767716
138,0.26998484,0.7661943,-0.20587756981496094,0.22716425,0.5980181,0.5357746079419696
139,0.22940099,0.763044,-0.6433219876262517,0.22859977,0.60782903,0.5189948182283186
140,0.21363148,0.7600143,-0.8218303476368665,0.21540253,0.61276877,0.5296313670937591
141,0.19762483,0.7578602,-0.5160025623658081,0.21652144,0.6117944,0.5705772945347278
142,0.19357191,0.75755566,-0.3086570621538464,0.22275601,0.6098168,0.5621177527492027
143,0.18336862,0.75300664,-0.37683985915197227,0.21354298,0.61221546,0.5894704404999604
144,0.16737275,0.7466452,-0.28386351829825385,0.20917271,0.61696637,0.6080908694412339
145,0.16388774,0.7447514,-0.028889575268746196,0.21026513,0.6179155,0.6585727339498502
146,0.16988364,0.7452203,0.2036530049225894,0.21208921,0.61693865,0.6940928966016697
147,0.17193767,0.7396994,0.23701543168018244,0.21172903,0.61884326,0.6829030780222056
148,0.17350294,0.7319011,0.010509110816141799,0.21183977,0.6181063,0.6795683590427526
149,0.1737135,0.7295447,-0.6530189811776708,0.20886269,0.61718875,0.6352345115724622
150,0.16747612,0.72785926,-0.5150333753745281,0.19537501,0.6155522,0.5994080949841694
151,0.15657938,0.7291923,-0.8941805189210124,0.18728463,0.61565477,0.5685195598455102
152,0.15179789,0.7310737,-1.0345154499168323,0.18255806,0.61490667,0.6009676862856836
153,0.15155871,0.730967,-0.578448511967842,0.18564151,0.61331,0.6694012417231123
154,0.1543808,0.7282954,-0.3357248373610944,0.18742742,0.6118868,0.6649402378621505
155,0.15531507,0.72604966,-0.3812130056515157,0.19099641,0.6087909,0.6377921815899752
156,0.14756119,0.72671485,-0.39167383303607134,0.19990993,0.6125864,0.6094268377067551
157,0.15604487,0.73238313,-0.36344464071069166,0.21423331,0.6121181,0.6158796886912072
158,0.17452392,0.73920435,-0.35862072544100576,0.22244765,0.6109917,0.6181692065438771
159,0.18292987,0.74061686,-0.2954174782311351,0.22250308,0.6119318,0.6299987359342758
160,0.17754781,0.74076277,-0.44997492365706193,0.21858492,0.61440367,0.6399026593683583
161,0.17149208,0.74128324,-0.264788090059516,0.2174081,0.61602944,0.7199481872494342
162,0.16575876,0.7419345,-0.09872542055909478,0.21449727,0.6173179,0.7286401201542487
163,0.16160515,0.74150497,-0.5759157696515553,0.21331607,0.6176519,0.6619348531114846
164,0.16026047,0.7399844,-0.5975480972151868,0.21379279,0.6171482,0.640013092987437
165,0.1582467,0.7412444,-0.17310838501115572,0.21382464,0.6178553,0.6483094107284395
166,0.1660656,0.7432641,-0.27259460683127257,0.20886962,0.61557627,0.6308952141637185
167,0.1628334,0.7416142,-0.5755053740063635,0.20718822,0.6159718,0.6270353272234956
168,0.14956957,0.7377657,-0.6535988668045134,0.20434673,0.6206964,0.6305694905799419
169,0.15821148,0.74009144,-0.644561170838283,0.21084478,0.61539555,0.6488056049789943
170,0.1685372,0.74126583,-0.6592870718873112,0.21481389,0.61222786,0.6481692891474053
171,0.16661315,0.74142134,-0.6603177950524884,0.21797204,0.61155754,0.6123452358414943
