,MSE,MAE,RMSE,MAPE,R2
0,0.00039780922360221134,0.01516529627736968,0.01994515539177901,0.06541480261800797,0.8492131953113615
1,9.831235396272517e-05,0.007254945333389302,0.009915258643259144,0.03843573907369868,0.7664849437798102
2,0.000810623856548376,0.02177574417359441,0.028471456874357096,0.06217940536781778,0.8569533573562763
3,0.0006349267571804318,0.01682819599262874,0.02519775301848226,0.04802778416929012,0.7435832712602568
4,0.00023750052962874014,0.010466252429245359,0.01541105219083824,0.0292528787177992,-0.2429155860843346
5,0.00025083958618373,0.012585078561480834,0.015837916093467914,0.0345399055636079,0.7942748540427159
6,0.00021340753716754147,0.011683574698236677,0.014608474840569137,0.042584725913586106,0.5957661350252065
7,9.087064448809374e-05,0.006862269997129113,0.009532609531922188,0.03180045096147676,0.9086750538050126
8,0.00032453634511211846,0.01390550318899837,0.018014892314752215,0.05878278531200185,0.618630571634528
9,8.98704409993318e-05,0.0072468994500321715,0.009480002162411768,0.029846609021821548,0.6866959560882763
10,0.00010687453442782256,0.008009382825895965,0.01033801404660598,0.036160120830336796,0.8195566126283678
11,0.0001564093962252312,0.008827309142142083,0.012506374223780096,0.07032859792914871,0.8544803080829837
