,avgcpu,labels
0,0.062303136177206175,0.1617714623536356
1,0.1436810463651682,0.2416619050368365
2,-0.02804727543055474,0.07191165901504518
3,0.01162955595475168,0.11156209622142377
4,-0.011480796380522018,0.08850717001541156
5,0.05035625646148023,0.14997228934274556
6,-0.03594090700450603,0.06398269613497916
7,0.15992841575895522,0.257537289813262
8,0.04730425098805824,0.1469544696436373
9,-0.0020311055589993243,0.0979472243144558
10,0.4002819777201829,0.4924395748925703
11,0.1221513129414632,0.22059378184606446
12,0.008132781998625882,0.10808053009614677
13,0.39260919221646473,0.4848806755943968
14,0.1113499687034134,0.21000809089644387
15,0.06467396055475627,0.1641104299226247
16,-0.3880675413292811,-0.30968661598502745
17,-0.10146161697434142,-0.0024267072350767707
18,-0.37234657626840933,-0.29199931247254374
19,-0.5018270798388447,-0.4406936273771455
20,-0.6691564591644442,-0.6416868207122566
21,-0.43527232233971846,-0.3634122845745428
22,-0.46225487721180863,-0.39453224952602006
23,-0.4142457060827709,-0.3393672371954788
24,-0.04161182568387256,0.058277505163412895
25,0.1648745407391946,0.2623667923142309
26,0.12314369459644692,0.22156578087281095
27,0.11575980553900989,0.2143312851552879
28,0.39456884019061134,0.4868105502603362
29,-0.11287121762738539,-0.014109747293429828
30,-0.5326704025047861,-0.4770822871717105
31,-0.42547048753452105,-0.3521807504598991
32,-0.2008045216208777,-0.10551408890689247
33,-0.10496563587340013,-0.0060107051040012875
34,-0.594623805338345,-0.5511551693834478
35,-0.5831012304486101,-0.5372872224787615
36,-0.4515945385119322,-0.38220218845087306
37,-0.2915267606073876,-0.20268506348489893
38,-0.273647381079548,-0.18328462268541726
39,-0.05264276358432962,0.04715798052484627
40,-0.02796614749722881,0.07199307653607097
41,-0.10814956724740421,-0.009270369362509974
42,0.05994086558989742,0.15944011108410738
43,-0.20673382104715632,-0.11177114287697301
44,-0.40768272961508334,-0.33189946547982957
45,-0.37848511621167463,-0.2988933930385661
46,0.0859868674309674,0.18510174629852227
47,-0.4753909301276016,-0.40978798882318607
48,-0.42581970793952045,-0.35258023121245985
49,-0.4906540338850379,-0.42759884902080203
50,-0.43857607817573924,-0.3672067829560636
51,-0.3026865561351355,-0.21485892568016557
52,-0.7915820337459738,-0.7922383120235522
53,-0.6969868464902362,-0.6757816692549564
54,-0.299253970190678,-0.21110909459952096
55,-0.3450143875528485,-0.2614933516269873
56,-0.3395019756736857,-0.2553784027052247
57,0.7197532936961155,0.8150493157584415
58,1.0043485999903754,1.1039011444988414
59,0.7098897480910775,0.8048868611515968
60,0.6774872878160985,0.77155179759194
61,0.634291898974505,0.7272815500812624
62,0.6830072250200308,0.7772241846794643
63,0.4220962204865426,0.5139711623608654
64,0.4784495837590219,0.5699079731229355
65,0.6559857383368384,0.7494871142256837
66,0.8188835698720571,0.9172089441293552
