,CRYPTO,AVG_RMSE_WITH,AVG_RMSE_WITHOUT
0,btc,0.024884904879972834,0.0246703918354554
1,ltc,0.019574223690369652,0.019587873520979352
2,eth,0.031677938158062885,0.031445412110255776
3,xmr,0.024535011255748043,0.024489990471455256
4,xrp,0.015420514231078838,0.015421307577768066
