,MSE,MAE,RMSE,MAPE,R2
0,0.0019627596973990345,0.032920607476262395,0.044303043884128715,0.0699398370653461,0.5622775041787444
1,0.00023979698192804695,0.012362290204998346,0.015485379618467444,0.03156382055377842,0.7667829769857837
2,0.0007202100202535499,0.022992393911801096,0.026836728941015704,0.042127930886917075,0.7398099681159618
3,0.0010059216028177286,0.02179425477758053,0.03171626716399218,0.04413581774049515,0.7083611807943275
4,0.00033518457784028314,0.015081525286779755,0.01830804680571587,0.02849037129859904,0.24316293038372838
5,0.0006322107541345739,0.019403896280331564,0.02514380150523333,0.040262365626164254,0.5413930664961384
6,0.00039570329601999044,0.014586642723305166,0.019892292377199527,0.03777267600332857,0.6786116371580586
7,0.0005437964235720451,0.019400471047783703,0.023319443037346434,0.05457633481590508,0.8917460554846653
8,0.00027032655045255153,0.01295810613471884,0.016441610336355484,0.04338648357707472,0.67645918779012
9,0.0006740843267025337,0.016481382069538485,0.025963133992307895,0.04742395568021787,0.5507736516163854
10,0.0005755504691772243,0.018833704231167203,0.023990632946573633,0.041089875202161834,0.6512619179126897
11,0.0010405762677679605,0.026678426943987997,0.03225796440831257,0.08080515663384842,0.6524023830863321
