,MSE,MAE,RMSE,MAPE,R2
0,0.0006190988677411471,0.019121386691207234,0.02488169744493223,0.054698399373745134,0.8052863258602142
1,0.0001325063574074906,0.008876387935999808,0.011511140578043977,0.030993578323257585,0.8033881369190825
2,0.0003727123787995491,0.015389022124254718,0.01930576024919892,0.03864065353705572,0.7717648173861082
3,0.001097747833989239,0.021955099871540096,0.03313227782675437,0.05178012739283729,0.7123155234550129
4,0.0003937107681753609,0.015549899271924307,0.01984214625929768,0.035010744570110296,0.488818611591612
5,0.001556596407185502,0.028397909018576955,0.03945372488353289,0.05115064710762184,0.6582208870134576
6,0.0004324477062797384,0.01433357579888956,0.02079537704105743,0.038651503221110224,0.7479029739395588
7,0.0002174787115512759,0.011341917880444374,0.014747159440084584,0.03915330662575263,0.8853714443216202
8,0.00025605432927647373,0.013160150943125597,0.016001697699821533,0.05054358128035639,0.714648808213511
9,0.00011433354925326515,0.00867918470943365,0.010692686718185712,0.03587684973868832,0.8479781867952476
10,0.00012015517583747726,0.008872526842338536,0.010961531637388876,0.03788620657423937,0.7602413512159246
11,0.000245307700064553,0.011368573203888864,0.015662301876306465,0.08078754184137203,0.8284262154005232
