,MSE,MAE,RMSE,MAPE,R2
0,0.0009058210636229701,0.02461477865241856,0.030096861358337185,0.046054458121603345,0.8281731005499443
1,0.0004507720251872774,0.01720637653347841,0.021231392445793033,0.03452062198582981,0.7797279440201496
2,0.0009515393706182906,0.02497857746634362,0.030847031795916614,0.03398711589924677,0.6998371005789366
3,0.002040306689880628,0.03554164466525738,0.04516975414899475,0.04573125599659618,0.7325885841965871
4,0.0012430000401335013,0.02826265012563747,0.03525620569677771,0.03074249211646054,0.8008117527021106
5,0.0020147998187758104,0.03546784240121876,0.04488652157135603,0.03401893684808403,0.28834806462454665
6,0.001215580269251999,0.027108182759313364,0.03486517272654761,0.02819360442564591,0.6015089737264745
7,0.0009720784001208086,0.024462799835507008,0.03117817185341066,0.034718565446519106,0.9182860465165812
8,0.0010945639225011527,0.02557376073517454,0.03308419445144695,0.03728485230800229,0.5342252595981746
9,0.00047483203734338875,0.018202115117850144,0.021790641049390647,0.027115813643679758,0.8957175045485535
10,0.0005719336510428067,0.01870105112514769,0.023915134351343435,0.02562964914970803,0.7756867046902783
11,0.0008759906636929452,0.02473321489882297,0.029597139451185906,0.047457887948344726,0.8827231491855791
