,MSE,MAE,RMSE,MAPE,R2
0,0.001684249938953283,0.029732876998438882,0.041039614264187264,0.06360887007403665,0.6243890233519775
1,0.00023464475640068514,0.012307405592508883,0.015318118565955975,0.03125555299399326,0.7717938269544865
2,0.0006523583517606316,0.02206188357694822,0.02554130677472536,0.04052096688427998,0.7643227175808227
3,0.0009350229303687162,0.01965769963704849,0.030578144652164824,0.03970221068577405,0.7289162668550713
4,0.0003598809509163336,0.01480272951158202,0.018970528482789656,0.027944329240047944,0.18739923519983293
5,0.0005401430208272166,0.018315063363074188,0.023240977191745112,0.03777407520548959,0.6081791826300484
6,0.0003738002104866408,0.01415358609283849,0.019333913480892605,0.036481651237758275,0.6964012205948229
7,0.0005543275328882718,0.01988436787342009,0.023544161333296027,0.055913223108768936,0.8896496199911856
8,0.0002798689316432784,0.012930891883787586,0.01672928365601105,0.04294727869212052,0.6650383719076419
9,0.000572782691166509,0.016196110565644517,0.023932878873351382,0.04627331304738074,0.6182835491387737
10,0.0005433798857262729,0.01898252056678758,0.02331051019875526,0.04117100818601849,0.6707547481215728
11,0.001029140669160584,0.027052708735157346,0.032080222398864135,0.08248635802762044,0.656222369133517
