,MSE,MAE,RMSE,MAPE,R2
0,0.0008299304963633491,0.02263942431494313,0.02880851430329841,0.04162267249234908,0.4252862015119532
1,0.00028643825231151096,0.013798714520130043,0.01692448676656137,0.025983483071703655,0.8861559095201393
2,0.0005509488932897356,0.019233862514008042,0.023472300553838678,0.027266936056191803,0.7963863673319783
3,0.0008467656243911341,0.021760636360163822,0.029099237522504505,0.03087324083975729,0.6623508080684574
4,0.0009915535273689817,0.025165817193553635,0.0314889429382598,0.0278326959760635,0.8474855707618497
5,0.000997010647994422,0.02460658910107424,0.031575475419927126,0.026201258255483514,0.7062728731227501
6,0.0006667212085453332,0.019271934981220366,0.025820945152053076,0.025294572612262502,0.6432583909752898
7,0.0003237017981948632,0.01226848720973244,0.017991714709689657,0.019676328553002616,0.8944636457735594
8,0.000779292537679421,0.019373769622266727,0.02791581160703412,0.030760837710511683,0.5254151767495936
9,0.0004582904600192194,0.016212491037580126,0.021407719636131715,0.025266102628579853,0.7918205480831092
10,0.0002855453975472216,0.013842251696006018,0.016898088576736175,0.021892414827485256,0.8263763740117163
11,0.0005311485956226357,0.0171664177043791,0.023046661268449183,0.03553768366182913,0.8400808151784287
